,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g
390,1657,OPERATIONAL,"{'lat': 45.4333229, 'lng': 9.2629442}",McDonald's,ChIJK5oBy_TFhkcRukBcGzN9IrA,"['restaurant', 'point_of_interest', 'food', 'establishment']","Strada Nuova, Strada Provinciale ex Strada Statale 415 Paullese, 9, Milano",3.5,2821.0,1.0
404,1727,OPERATIONAL,"{'lat': 45.43380030000001, 'lng': 9.174032400000002}",Podkova,ChIJ8-AqJnbEhkcRSFT6mg0PsYI,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via della Chiesa Rossa, 25, Milano",4.5,318.0,2.0
405,1734,OPERATIONAL,"{'lat': 45.43389639999999, 'lng': 9.178148999999998}",Ai Tre Gradini,ChIJmYulHnfEhkcRdilNbaGMOag,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Anton Giulio Barrili, 24, Milano",3.9,528.0,2.0
406,1735,OPERATIONAL,"{'lat': 45.4338748, 'lng': 9.1780314}",Rajmahal Restora রাজমহল রেস্তরা,ChIJcbKt0AbFhkcRli6fEQy7FZA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Anton Giulio Barrili, 24, Milano",5.0,5.0,
408,1743,OPERATIONAL,"{'lat': 45.4338233, 'lng': 9.185408599999999}",Ristorante Cesare,ChIJu7B643HEhkcR-So3EIirsq4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Lorenzo Valla, 25, Milano",4.3,364.0,2.0
409,1766,OPERATIONAL,"{'lat': 45.4343869, 'lng': 9.204457999999999}",Annaré,ChIJ-z4jnpHFhkcRG4PtfmcCav4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Broni, 18, Milano",4.5,114.0,
410,1768,OPERATIONAL,"{'lat': 45.4346213, 'lng': 9.2197559}",Miko Food,ChIJRS2S14LFhkcRaM-3WHWtyhY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via dei Cinquecento, 25, Milano",4.4,9.0,
411,1769,OPERATIONAL,"{'lat': 45.4346334, 'lng': 9.2197643}",Pizza House 4,ChIJgbZU2krEhkcRb2LjnJwSbP8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via dei Cinquecento, 25, Milano",4.7,3.0,
412,1773,OPERATIONAL,"{'lat': 45.4345432, 'lng': 9.227407200000002}",Casottel,ChIJnSSSbbbFhkcRhRhIeu-XiE4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Fabio Massimo, 25, Milano",4.1,731.0,2.0
413,1775,OPERATIONAL,"{'lat': 45.4337557, 'lng': 9.2301188}",Dag Sporting Corvetto,ChIJazccpbfFhkcRDBUscnAi__g,"['bar', 'school', 'restaurant', 'food', 'point_of_interest', 'health', 'establishment']","Via Fabio Massimo, 15/4, Milano",4.2,340.0,
414,1777,OPERATIONAL,"{'lat': 45.434538, 'lng': 9.2364979}",Mar Rosso,ChIJOff3lrjFhkcRB1vfhP2iZJ0,"['restaurant', 'food', 'point_of_interest', 'establishment']","20139, Via Giovanni Battista Cassinis, 63, Milano",4.1,90.0,1.0
415,1784,OPERATIONAL,"{'lat': 45.4339395, 'lng': 9.240102799999999}",Panino Giusto TO GO,ChIJrXLWw2zFhkcR5_e_7Pg3KYs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Luigi Russolo, 6, Milano",3.3,12.0,
416,1785,OPERATIONAL,"{'lat': 45.4339853, 'lng': 9.240166799999999}",Flower Burger,ChIJe9kRivzFhkcRwe5sfR2sT-o,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Luigi Russolo, 5, Milano",4.4,67.0,2.0
417,1786,OPERATIONAL,"{'lat': 45.4338531, 'lng': 9.240266700000001}",Poke House - Spark 1,ChIJc13Cmf7FhkcRQFXM-hSt3tw,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Luigi Russolo, 5, Milano",4.0,54.0,
418,1787,OPERATIONAL,"{'lat': 45.43413049999999, 'lng': 9.2401299}",La piadineria,ChIJUTw5HRrFhkcRoHGx8jCGWBs,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Luigi Russolo, 6, Milano",3.6,37.0,1.0
419,1788,OPERATIONAL,"{'lat': 45.4341658, 'lng': 9.240121499999999}",Bun Burgers - Santa Giulia,ChIJJXlt3pHFhkcRcmow4t5qApk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Luigi Russolo, 5, Milano",3.3,15.0,
420,1789,OPERATIONAL,"{'lat': 45.4341658, 'lng': 9.240121499999999}",Shi'S,ChIJvaHJYdbFhkcRfgUvPYbnLdM,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Luigi Russolo, 5, Milano",4.5,75.0,2.0
421,1790,OPERATIONAL,"{'lat': 45.43438520000001, 'lng': 9.240023700000002}",Billy Tacos - Milano Santa Giulia,ChIJBWkCUTDFhkcRLuJyro7GwDI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Luigi Russolo, 5, Milano",3.5,88.0,
422,1793,OPERATIONAL,"{'lat': 45.4346109, 'lng': 9.2399385}",Smokery by Roadhouse Santa Giulia,ChIJ7d6owRLFhkcRAyFA3IjTkQM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Tina Modotti, Milano",3.4,9.0,
438,1870,OPERATIONAL,"{'lat': 45.4351764, 'lng': 9.1453215}",POLLO VOLANTE,ChIJF2TsVNrDhkcRCwApzpVb4ys,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Davide Campari, 7, Milano",,,
439,1871,OPERATIONAL,"{'lat': 45.4352499, 'lng': 9.1457587}",Pizzeria Smeraldo 2,ChIJPQdAh7zDhkcRqT9xlHyv3K0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Teramo, 31, Milano",4.1,39.0,
440,1874,OPERATIONAL,"{'lat': 45.4353926, 'lng': 9.151126799999998}",Panificio 24h24,ChIJKyC1J5bDhkcRGmmoHPWSAPQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Lago di Nemi, 25, Milano",4.4,16.0,
441,1879,OPERATIONAL,"{'lat': 45.4351908, 'lng': 9.1705871}",Bowling dei fiori,ChIJGT1-2ovDhkcRBicgWp38FiE,"['bowling_alley', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Via Privata Renzo e Lucia, 4, Milano",3.8,2143.0,
442,1880,OPERATIONAL,"{'lat': 45.4350913, 'lng': 9.170950699999999}",Mediterraneo 2 Ristorante-Pizzeria,ChIJ_b3FcInDhkcRVMeamN0WCn0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Privata dell'Innominato, Milano",,,
445,1889,OPERATIONAL,"{'lat': 45.4351153, 'lng': 9.1777737}",IMPERATOR KEBAP,ChIJrwIsKprFhkcRzjNI3l503Zc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Lodovico Montegani, 22, Milano",3.6,45.0,
446,1890,OPERATIONAL,"{'lat': 45.4351153, 'lng': 9.1777737}",L'Isolotto,ChIJU7i4gnbEhkcREJjBl_ValQM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Lodovico Montegani, 22, Milano",4.6,22.0,
448,1903,OPERATIONAL,"{'lat': 45.43514330000001, 'lng': 9.218567600000002}",Do Re Mi La Nota Del Sabor,ChIJ3T3t8UrEhkcRCFmWtAzLMR4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via San Dionigi, 21, Milano",3.8,380.0,1.0
449,1907,OPERATIONAL,"{'lat': 45.4353944, 'lng': 9.219001200000001}",Pizzeria Casablanca,ChIJXfvK7ErEhkcRj1tx1DV0dWc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Ravenna, 20, Milano",,,
457,1997,OPERATIONAL,"{'lat': 45.436056, 'lng': 9.1543434}",La Boutique della Pizza,ChIJ_98vf5bDhkcRpQPkk9xwF38,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Voltri, 4, Milano",4.5,236.0,1.0
458,1999,OPERATIONAL,"{'lat': 45.43579460000001, 'lng': 9.1597577}",Excalibur ristorante pizzeria bar,ChIJ8W-1MX_DhkcRmAimW6aXooY,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Ovada, 36, Milano",4.3,56.0,
460,2012,OPERATIONAL,"{'lat': 45.4361763, 'lng': 9.1736921}",Pizzeria San Karas,ChIJ6cyAEIrDhkcRyFuUJ8Lvl94,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Frà Cristoforo, 1, Milano",3.9,124.0,1.0
461,2014,OPERATIONAL,"{'lat': 45.43629169999999, 'lng': 9.174947200000002}",Al Pulentin,ChIJKwsT8XXEhkcReI9pREZCGUg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Francesco de Sanctis, 1, Milano",4.1,732.0,2.0
462,2015,OPERATIONAL,"{'lat': 45.43627170000001, 'lng': 9.175068199999998}",Pinse E Hamburger,ChIJsVdG8XXEhkcRdUNcchzjDZI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Francesco de Sanctis, 1, Milano",,,
463,2022,OPERATIONAL,"{'lat': 45.43605059999999, 'lng': 9.1810485}",La Pezzara di Andrea Romolo,ChIJ_3lPjXjFhkcRBddVC8D1nVg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Francesco de Sanctis, 50, Milano",4.7,62.0,
464,2023,OPERATIONAL,"{'lat': 45.4362096, 'lng': 9.180990200000002}",Glamour Caffè,ChIJ1120jHPEhkcRhFFPnawXPFg,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Francesco de Sanctis, 47, Milano",4.1,45.0,1.0
465,2025,OPERATIONAL,"{'lat': 45.4360602, 'lng': 9.181432299999999}",Club Davide,ChIJG4S87HPEhkcRuHtgkeSePiw,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Via Francesco de Sanctis, 50, Milano",4.7,97.0,1.0
466,2030,OPERATIONAL,"{'lat': 45.4361875, 'lng': 9.200761600000002}",New Self Service Simpaty,ChIJ5YbHV0DEhkcR7AVskPTPVUk,"['bar', 'restaurant', 'health', 'point_of_interest', 'food', 'establishment']","Via Bernardo Quaranta, 1, Milano",3.1,12.0,
467,2033,OPERATIONAL,"{'lat': 45.43624730000001, 'lng': 9.200878799999998}",PANINARO GeG GABRIELE,ChIJrSaO1yzFhkcRjlXsPL-CY5U,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Bernardo Quaranta, 1, Milano",5.0,1.0,
468,2036,OPERATIONAL,"{'lat': 45.436394, 'lng': 9.20495}",Amodomio grill,ChIJ5RajIhfFhkcRevqVwPjbYoA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Bernardo Quaranta, Milano",5.0,2.0,
471,2040,OPERATIONAL,"{'lat': 45.43621, 'lng': 9.217235900000002}",ITINERARIO GASTRONOMICO,ChIJSSFg6CjFhkcR_dm8YYNbsbU,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via San Dionigi, 8, Milano",5.0,37.0,
474,2044,OPERATIONAL,"{'lat': 45.4361573, 'lng': 9.218055200000004}",Ristorante Agadir,ChIJW-jZfErEhkcRP2_9oreKByc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Ravenna, 8, Milano",4.5,2.0,
475,2046,OPERATIONAL,"{'lat': 45.43632259999999, 'lng': 9.2178066}",Ovesuvio Italian Pizza Restaurant,ChIJ0_2ve0rEhkcRYwnQC0l2GC8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Ravenna, 2, Milano",3.8,198.0,
476,2047,OPERATIONAL,"{'lat': 45.4363409, 'lng': 9.217821699999998}",O'Vesuvio Specialità Napoletane,ChIJqYm5e0rEhkcRic0vR_Pzt24,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Ravenna, 2, Milano",3.8,4.0,
477,2058,OPERATIONAL,"{'lat': 45.4355809, 'lng': 9.224786}",Pizza Padre Pio 2,ChIJBTHrmrXFhkcRZlsFyTIMA3g,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Augusto Osimo, 1, Milano",3.3,47.0,
478,2061,OPERATIONAL,"{'lat': 45.4357861, 'lng': 9.2339194}",All American Diner,ChIJqwWj9MfFhkcRWD5U_1hcffk,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Giovanni Battista Cassinis, 33, Milano",4.2,2872.0,2.0
479,2064,OPERATIONAL,"{'lat': 45.43618, 'lng': 9.2353879}",L`Agristorante,ChIJFXqensfFhkcRsfZXbbEdE3w,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Carlo Boncompagni, 94, Milano",4.4,509.0,1.0
480,2066,OPERATIONAL,"{'lat': 45.4361117, 'lng': 9.2400653}",Santa Giulia Pizzeria Con Cucina...,ChIJ-56Gv8DFhkcRybmWBU5gL3U,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Francesco Pizzolpasso, 1, Milano",4.0,168.0,2.0
481,2067,OPERATIONAL,"{'lat': 45.4357644, 'lng': 9.2406282}",So' Garden Cafè,ChIJVVbrubTFhkcRjJ8PEpcF9Ro,"['bar', 'liquor_store', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']","Via Bruno Cassinari, 2, Milano",4.4,187.0,
482,2070,OPERATIONAL,"{'lat': 45.436186, 'lng': 9.240737}",Kimos Pizzeria,ChIJa6tiVMDFhkcRlrlw87bs7-k,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Bruno Cassinari, 3, Milano",3.8,266.0,1.0
483,2071,OPERATIONAL,"{'lat': 45.4363164, 'lng': 9.2407665}",BellaGioia Bistrot,ChIJZ0ObZVvFhkcRL_-1eICcdhI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Fausto Melotti, 6, Milano",4.2,99.0,
490,2097,OPERATIONAL,"{'lat': 45.4366667, 'lng': 9.154403499999999}",Rosticceria,ChIJzQZ_fZbDhkcRIAGvPhhpb04,"['meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']","Via Voltri, Milano",4.8,11.0,
491,2098,OPERATIONAL,"{'lat': 45.4368015, 'lng': 9.1544078}",Yamakawa,ChIJPahDh5bDhkcRXRGQL0-oP9s,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']","Viale Faenza, 1, Milano",4.0,345.0,2.0
492,2103,OPERATIONAL,"{'lat': 45.43688869999999, 'lng': 9.1566754}",Pizza Al Trancio,ChIJi5D8p5bDhkcRcKFaw9CFeUQ,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Viale Famagosta, 10, Milano",4.7,369.0,2.0
493,2105,OPERATIONAL,"{'lat': 45.4369357, 'lng': 9.157887899999999}",Mara Pizza & Sfizi Pizza Da Asporto,ChIJGz66_ZPDhkcRfbGnlcXUR9w,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Famagosta, 20, Milano",4.4,13.0,
495,2115,OPERATIONAL,"{'lat': 45.43679710000001, 'lng': 9.1684618}",Acafè,ChIJ1axCEfzDhkcRQWzRvZT-FsY,"['bar', 'cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Viale Famagosta, Milano",3.5,54.0,
497,2122,OPERATIONAL,"{'lat': 45.436602, 'lng': 9.175002000000001}",Naviglio Restaurant,ChIJncAwi3XEhkcRGa-86OfV2o4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Francesco Carrara, 23, Milano",4.1,890.0,1.0
498,2127,OPERATIONAL,"{'lat': 45.4366667, 'lng': 9.175555600000001}",Ristorante La Brioschina,ChIJ3Zp_knXEhkcRG-ru5lrRcJg,"['restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Piazza Francesco Carrara, 21, Milano",4.4,215.0,2.0
499,2136,OPERATIONAL,"{'lat': 45.4369145, 'lng': 9.1784461}",Pizzeria Magica,ChIJ_1lBTnTEhkcR0pq1G2E80L8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Lodovico Montegani, 5, Milano",4.5,262.0,1.0
500,2138,OPERATIONAL,"{'lat': 45.4372643, 'lng': 9.1784622}",CIK Fried Chicken,ChIJlXakWXTEhkcRGCXaWRd1D-k,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Lodovico Montegani, 1, Milano",4.0,569.0,1.0
501,2148,OPERATIONAL,"{'lat': 45.4367072, 'lng': 9.183736099999999}",Kyushu,ChIJq3lHq3PEhkcRFL2xKQILW64,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Volvinio, 7, Milano",4.2,184.0,1.0
502,2149,OPERATIONAL,"{'lat': 45.4369101, 'lng': 9.1833286}",Mozzarella e Pomodoro,ChIJ375vq3PEhkcRdZcIdNjWlpk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Volvinio, 4, Milano",4.1,136.0,1.0
503,2153,OPERATIONAL,"{'lat': 45.4369752, 'lng': 9.1921174}",McDonald's,ChIJBZlpYmvEhkcRlxX77AWDlNo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giacomo Antonini, 28, Milano",3.7,3192.0,1.0
504,2155,OPERATIONAL,"{'lat': 45.4370469, 'lng': 9.1940067}",Malastrana,ChIJKWFzE2vEhkcR6iv3DJBq2a4,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","Via Bernardino Verro, 60, Milano",4.2,541.0,2.0
505,2157,OPERATIONAL,"{'lat': 45.4370355, 'lng': 9.1971218}",Pizza Italia 4,ChIJs9J_lmrEhkcRjUPWpXJqn9I,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giacomo Antonini, 66, Milano",3.9,26.0,1.0
507,2161,OPERATIONAL,"{'lat': 45.4364816, 'lng': 9.2003985}",La Cappa,ChIJGU--W0DEhkcRTqCYsws__20,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giuseppe Ripamonti, 150, Milano",3.9,458.0,1.0
508,2162,OPERATIONAL,"{'lat': 45.4365533, 'lng': 9.200329999999997}",Vermar di Lupo Giuseppe F. C. Sas,ChIJ-V9LWkDEhkcR6VyrALm4uww,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giuseppe Ripamonti, 150, Milano",3.0,1.0,
509,2169,OPERATIONAL,"{'lat': 45.4369085, 'lng': 9.2019859}",Il Capestrano Ristorante Abruzzese,ChIJKf28ExTFhkcRV630mkG0YnQ,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gian Francesco Pizzi, 14, Milano",4.6,754.0,
510,2175,OPERATIONAL,"{'lat': 45.437072, 'lng': 9.210477999999998}",Sir Sandwich,ChIJo2NDA0jEhkcRXKmHfizDIKY,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Marco D'Agrate, 34, Milano",4.0,75.0,
512,2179,OPERATIONAL,"{'lat': 45.4368244, 'lng': 9.2129224}",5 Sensi Ristorante,ChIJv8yK00nEhkcR2VswVlKu-98,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Marco D'Agrate, Milano",4.1,16.0,
513,2181,OPERATIONAL,"{'lat': 45.43672189999999, 'lng': 9.214046600000001}",Kebapçi turksse,ChIJA9O2MQjFhkcR0eDvSSWJU1Y,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marco D'Agrate, 15, Milano",4.5,57.0,
514,2182,OPERATIONAL,"{'lat': 45.4367885, 'lng': 9.214267699999997}",Turkish Kebap Pizza,ChIJ06Tf4EnEhkcRikZWR9OfPJM,"['restaurant', 'food', 'point_of_interest', 'establishment']",Italy,,,
515,2187,OPERATIONAL,"{'lat': 45.43674339999999, 'lng': 9.216320299999998}",Pizza in Piazza,ChIJJfNcCErEhkcRr5YMOE66rvs,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Marco D'Agrate, 1, Milano",4.2,111.0,
516,2194,OPERATIONAL,"{'lat': 45.4372207, 'lng': 9.2170494}",Ristorante Contigo Peru,ChIJO7Me8zXEhkcRNJNGGQc3ISY,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Bessarione, 46, Milano",3.8,330.0,1.0
517,2201,OPERATIONAL,"{'lat': 45.43726770000001, 'lng': 9.2169244}",Pizza Italia 3,ChIJiXLw8jXEhkcRtgdCR6O4mwA,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Bessarione, 46, Milano",4.2,16.0,
518,2209,OPERATIONAL,"{'lat': 45.4372783, 'lng': 9.2179588}",Glory,ChIJATKsnDXEhkcRdeoGxQHtPz4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Comacchio, 1, Milano",4.2,307.0,2.0
519,2216,OPERATIONAL,"{'lat': 45.4371229, 'lng': 9.230673200000002}",Ristorante La Plancia,ChIJnzUcScjFhkcRRdEatWEKBe0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giovanni Battista Cassinis, 13, Milano",4.2,801.0,2.0
520,2220,OPERATIONAL,"{'lat': 45.4372711, 'lng': 9.235026399999997}",L'artista del gusto,ChIJUSUUt8fFhkcRIPRwraICX9U,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vincenzo Toffetti, 18, Milano",4.2,745.0,2.0
522,2230,OPERATIONAL,"{'lat': 45.4367486, 'lng': 9.241465}",Tea and Rolls Sushi,ChIJ8V32V8DFhkcRRCR6x1tUQ5o,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Bruno Cassinari, 9, Milano",4.0,70.0,2.0
530,2271,OPERATIONAL,"{'lat': 45.4375215, 'lng': 9.1540688}",Saray Döner Kebap,ChIJO2vB05XDhkcR8fealjaPNpo,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Guglielmo Miani, 4, Milano",3.7,95.0,
531,2272,OPERATIONAL,"{'lat': 45.437574, 'lng': 9.1540751}",Alice Pizza Miani,ChIJe-zJ5MPDhkcRN4n2thh_UrI,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Guglielmo Miani, 4, Milano",2.9,24.0,2.0
532,2277,OPERATIONAL,"{'lat': 45.4379188, 'lng': 9.1546184}",La casa dell'arancina,ChIJpTIlzZXDhkcRJ4O6ScxTjA0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Guglielmo Miani, 2, Milano",4.2,97.0,1.0
533,2289,OPERATIONAL,"{'lat': 45.4375153, 'lng': 9.15871}",Ristorante Stella Marina Famagosta,ChIJrw4Q-tbDhkcRQAjxiF7CjN8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Famagosta, 31, Milano",4.2,91.0,1.0
534,2294,OPERATIONAL,"{'lat': 45.4378395, 'lng': 9.166788100000002}",Blue Diamond,ChIJs26zmovDhkcRy5sNYqwA-Us,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Famagosta, 75, Milano",3.8,247.0,1.0
535,2296,OPERATIONAL,"{'lat': 45.43789489999999, 'lng': 9.167220499999997}",La Piadineria,ChIJ_x4gSF3DhkcRN61FNkY6WZc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Famagosta, 75, Milano",5.0,2.0,
536,2315,OPERATIONAL,"{'lat': 45.43802789999999, 'lng': 9.178476200000002}",Turkish Kebap - Pizza,ChIJ03ti-3TEhkcRbpSNm7AxjOE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Giovanni da Cermenate, 25, Milano",4.1,22.0,
537,2316,OPERATIONAL,"{'lat': 45.4380294, 'lng': 9.178467399999999}",Instanbul Taxim 1,ChIJ5bLt_HTEhkcR7v-bmJqAkIk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giuseppe Meda, 57, Milano",4.1,179.0,1.0
538,2319,OPERATIONAL,"{'lat': 45.43800539999999, 'lng': 9.179504300000001}",Sapurì French Tacos,ChIJe48_aTXFhkcRQgRjkj-9_z4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Giovanni da Cermenate, 35, Milano",5.0,5.0,
539,2326,OPERATIONAL,"{'lat': 45.4379539, 'lng': 9.184729599999999}",Pizzeria Al Ceppo Folle,ChIJe2Ox6XLEhkcRTQeaGiQJ3RA,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Sant'Ampellio, 16, Milano",4.2,1634.0,1.0
540,2327,OPERATIONAL,"{'lat': 45.4381226, 'lng': 9.184555200000002}",La Birrofila Brewpub,ChIJR-xL3XLEhkcRYGD20dt98Lk,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Sant'Ampellio, 14, Milano",4.3,771.0,2.0
541,2331,OPERATIONAL,"{'lat': 45.43772240000001, 'lng': 9.1931916}",Peter Pan Gastronomia e Rosticceria,ChIJQT7mXGvEhkcRsgrpxMpNTAw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Bernardino Verro, 50, Milano",3.3,75.0,
542,2332,OPERATIONAL,"{'lat': 45.4378015, 'lng': 9.193011799999999}",Dolly,ChIJ34IOXGvEhkcRMAhem6cjpzo,"['cafe', 'bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']","Via Bernardino Verro, 48, Milano",4.3,65.0,1.0
543,2343,OPERATIONAL,"{'lat': 45.4380794, 'lng': 9.2001402}",Mister Chicken,ChIJfX0KdUDEhkcRvS5YDsLW9Dk,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giuseppe Ripamonti, 132, Milano",4.4,28.0,
544,2344,OPERATIONAL,"{'lat': 45.4381421, 'lng': 9.2001162}",Ristorante “Alle Terrazze”,ChIJ24FZvIHFhkcRTwBk5Rpp4j8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giuseppe Ripamonti, 132, Milano",4.2,17.0,
545,2374,OPERATIONAL,"{'lat': 45.43812399999999, 'lng': 9.224577600000002}",Pizzeria Demus,ChIJYZGQCMvFhkcRsGtIqzRfoLg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Enrico Martini, 15, Milano",4.1,652.0,1.0
546,2375,OPERATIONAL,"{'lat': 45.4381329, 'lng': 9.224545599999999}",Ristorante pizzeria,ChIJQWhop8HFhkcRKjoxrJKKUqc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Enrico Martini, 15, Milano",,,
547,2378,OPERATIONAL,"{'lat': 45.438107, 'lng': 9.2290821}",South Garage Bistrot,ChIJQ35uFxLFhkcR7HI3Io7Uxo4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Privata Eugenio Brizi, 2, Milano",4.4,77.0,
549,2392,OPERATIONAL,"{'lat': 45.4375571, 'lng': 9.243525300000002}",Pizzeria Acqua Farina e Sale,ChIJd7A0z8HFhkcR_Qi96JE6lzg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Bruno Cassinari, 26, Milano",3.9,235.0,1.0
550,2393,OPERATIONAL,"{'lat': 45.4378517, 'lng': 9.243312699999999}",DATTERINO,ChIJJWAr7ITFhkcRnGFMXUg-iM4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Bruno Cassinari, 23, Milano",3.8,12.0,
551,2394,OPERATIONAL,"{'lat': 45.4380433, 'lng': 9.2435345}",Nuova Milano,ChIJbbNzv8HFhkcR4M7A0GIHgxM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Bruno Cassinari, 25/27, Milano",4.3,542.0,2.0
