,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g
5965,25826,OPERATIONAL,"{'lat': 45.48378950000001, 'lng': 9.171011499999999}",Gattopardo - Trattoria Siciliana,ChIJ_fm3IjzBhkcRvawF9husEZQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giulio Cesare Procaccini, 26, Milano",3.7,607.0,2.0
5966,25832,OPERATIONAL,"{'lat': 45.4836181, 'lng': 9.1722253}",Trattoria Il Quadrifoglio,ChIJoRRrBjzBhkcR1iR-apZGLDU,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giulio Cesare Procaccini, 21, Milano",4.5,377.0,2.0
5968,25851,OPERATIONAL,"{'lat': 45.4837082, 'lng': 9.174783300000001}",Xian,ChIJ93yXxTvBhkcRQmgchGMQwvw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giulio Cesare Procaccini, 7, Milano",4.5,277.0,1.0
5969,25855,OPERATIONAL,"{'lat': 45.4836779, 'lng': 9.175169499999999}",Mr. Jiao,ChIJg8givjbBhkcRLn9x6i8QH5U,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Messina, 20, Milano",4.1,66.0,
5970,25856,OPERATIONAL,"{'lat': 45.4836949, 'lng': 9.175160399999998}",Ciao Bar 10,ChIJwQtHyzvBhkcRWw5Nfms2aZY,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Messina, 20, Milano",4.4,37.0,
5971,25866,OPERATIONAL,"{'lat': 45.4832881, 'lng': 9.177806900000002}",Bulk Mixology Food Bar,ChIJwWlrBjrBhkcRaI1sIHABhf4,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Aristotile Fioravanti, 4, Milano",4.4,248.0,
5972,25868,OPERATIONAL,"{'lat': 45.4832881, 'lng': 9.177806900000002}",Morelli Ristorante,ChIJ-2pxw03BhkcR8EqkLg3yGJY,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Aristotile Fioravanti, 4, Milano",4.2,15.0,
5973,25878,OPERATIONAL,"{'lat': 45.4834503, 'lng': 9.1803857}",Ceresio 7 Pools & Restaurant,ChIJe6ViwjDBhkcReHu_x0_t2sA,"['restaurant', 'gym', 'bar', 'food', 'health', 'point_of_interest', 'establishment']","Via Ceresio, 7, Milano",4.4,2564.0,
5975,25890,OPERATIONAL,"{'lat': 45.48354699999999, 'lng': 9.181795}",Da Martino,ChIJYwfyIjHBhkcR-l2qFCF4_0Y,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Carlo Farini, 8, Milano",4.2,858.0,2.0
5976,25891,OPERATIONAL,"{'lat': 45.4835622, 'lng': 9.181577300000002}",Pizzeria Trattoria da Franco,ChIJx9nLIzHBhkcRNhrN8w8OALk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Carlo Farini, 3, Milano",4.4,550.0,2.0
5979,25895,OPERATIONAL,"{'lat': 45.48309889999999, 'lng': 9.1814586}",MI DIMSUM 米房,ChIJm79faIrBhkcRH4XI_tG9M70,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Carlo Farini, 1, Milano",4.1,165.0,
5980,25896,OPERATIONAL,"{'lat': 45.4830688, 'lng': 9.181452900000004}",乐家餐厅Lejia asian cuisine,ChIJq1joJTHBhkcRAuejpkw0oaI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Carlo Farini, 1, Milano",4.2,20.0,
5981,25898,OPERATIONAL,"{'lat': 45.48326939999999, 'lng': 9.1817583}",七里香 Jasmine Orange,ChIJN6WiJDHBhkcRatf5Sz-gi7s,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Carlo Farini, 6, Milano",4.3,290.0,1.0
5984,25907,OPERATIONAL,"{'lat': 45.4839395, 'lng': 9.181473400000002}",Stay Hungry S.r.l.,ChIJZc7OHTHBhkcRbBZDoAXaJyI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Maurizio Quadrio, 25, Milano",5.0,1.0,
5985,25924,OPERATIONAL,"{'lat': 45.4838809, 'lng': 9.1819858}",EssenzaSushi,ChIJmVvgB8DBhkcRWbQGd-Bxz8g,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Maurizio Quadrio, 23, Milano",,,
5987,25927,OPERATIONAL,"{'lat': 45.4838055, 'lng': 9.182680699999999}",Pappa E Ciccia,ChIJAUBPEzHBhkcRGuOzxJxGeu8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pietro Maroncelli, 19, Milano",,,
5989,25936,OPERATIONAL,"{'lat': 45.4839089, 'lng': 9.182451400000001}",Pizzeria Wannas,ChIJAUBPEzHBhkcRrCduxbDroc8,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","Via Pietro Maroncelli, 19, Milano",3.7,52.0,
5990,25960,OPERATIONAL,"{'lat': 45.48400999999999, 'lng': 9.187372}",Autogrill,ChIJrV5WATPBhkcRNOyphBp6dsY,"['bar', 'cafe', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']","Viale Luigi Sturzo, Milano",3.5,36.0,2.0
5991,25969,OPERATIONAL,"{'lat': 45.4836631, 'lng': 9.188459900000002}",Pret a Panin,ChIJFRz4uTPBhkcRboudDxBgapY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Luigi Sturzo, 41, Milano",3.5,2.0,
5992,25970,OPERATIONAL,"{'lat': 45.483193, 'lng': 9.188778}",The Stage Dining,ChIJTaGHJTPBhkcRPePxFF6D2iY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Gae Aulenti, 4, Milano",4.3,675.0,3.0
5994,25972,OPERATIONAL,"{'lat': 45.4834662, 'lng': 9.188952100000002}",Panini Durini,ChIJiXbsMzPBhkcRGHzuVtZOZsg,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Gae Aulenti, 4, Milano",4.0,141.0,2.0
5995,25975,OPERATIONAL,"{'lat': 45.4837712, 'lng': 9.189042599999999}",Macha,ChIJY6YzJDPBhkcRq7wKpKU6gsY,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Piazza Gae Aulenti, 1, Milano",4.0,215.0,
5996,25979,OPERATIONAL,"{'lat': 45.4836852, 'lng': 9.1900279}",RED • Bistrot e Libreria,ChIJO____3DBhkcRwWQ6Bs0Nq6M,"['movie_rental', 'electronics_store', 'home_goods_store', 'book_store', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Gae Aulenti, 1, Milano",4.0,3419.0,2.0
5997,25984,OPERATIONAL,"{'lat': 45.4836362, 'lng': 9.189730500000001}",Ristorante.Digital | Marketing per Ristoranti di Successo,ChIJFxLvrQHBhkcR2qIjt0CjDQY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Gae Aulenti Interno 49 C, Milano",5.0,2.0,
5998,25985,OPERATIONAL,"{'lat': 45.4837423, 'lng': 9.1895361}",La Piadineria,ChIJM4IPWNfBhkcRWY1GApR2AT8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Gae Aulenti, Milano",4.2,96.0,1.0
5999,25998,OPERATIONAL,"{'lat': 45.4833644, 'lng': 9.196204099999997}",Oriental fusion Milano,ChIJ15YNTN7HhkcR7f2z-MxD8m4,"['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Antonio Bordoni, 12, Milano",4.9,83.0,
6001,26000,OPERATIONAL,"{'lat': 45.4833547, 'lng': 9.196492399999999}",Ristorante Higuma,ChIJpRy-hs7GhkcRs8bAroz1N-o,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Antonio Bordoni, 12, Milano",5.0,1.0,
6002,26005,OPERATIONAL,"{'lat': 45.4835345, 'lng': 9.1975096}",Kingyo Sushi Milano Centrale,ChIJR1SM9s7GhkcRIg40IkdYQDo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Emilio Cornalia, 16/A, Milano",4.1,698.0,2.0
6003,26006,OPERATIONAL,"{'lat': 45.4835369, 'lng': 9.1975093}",Imone,ChIJVzSEBSzHhkcRIv63xmLF9DY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Emilio Cornalia, 16, Milano",4.1,107.0,
6004,26007,OPERATIONAL,"{'lat': 45.4833393, 'lng': 9.198056500000002}",Ta-Hua,ChIJ-aSFUc7GhkcRKqMZ4Znyt-g,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Gustavo Fara, 15, Milano",4.4,1876.0,2.0
6005,26008,OPERATIONAL,"{'lat': 45.483304, 'lng': 9.197676}",Ristorante Taiwan,ChIJ-aSFUc7GhkcRdAUHAGu1cd0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Adda, 10, Milano",4.4,594.0,2.0
6008,26019,OPERATIONAL,"{'lat': 45.4828972, 'lng': 9.197842099999999}",Kanji Extra S.r.l,ChIJ47bH-s7GhkcRNdMpO9OOFqA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Gustavo Fara, 13, Milano",,,
6009,26022,OPERATIONAL,"{'lat': 45.4830012, 'lng': 9.1982029}",Enoteca Con Cucina Di Pesce,ChIJubeH-87GhkcRAcdYz0mOQ1o,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Via Gustavo Fara, 14, Milano",4.1,128.0,
6010,26031,OPERATIONAL,"{'lat': 45.4839707, 'lng': 9.198027399999999}",SUSHIMI - Pirelli,ChIJRXSWWs7GhkcRwV-CcIhRasM,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Giovanni Battista Pirelli, 24, Milano",4.2,135.0,2.0
6011,26038,OPERATIONAL,"{'lat': 45.4839744, 'lng': 9.1983223}",Il Tavolino,ChIJ-aSFUc7GhkcRw-sTuH_yKvw,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gustavo Fara, 23, Milano",4.0,2345.0,2.0
6012,26041,OPERATIONAL,"{'lat': 45.4830484, 'lng': 9.1985205}",Brasileirinho • Comida de Rua,ChIJz0z8kNjHhkcRadrssNYTaaM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Adda, 3, Milano",4.5,122.0,
6013,26042,OPERATIONAL,"{'lat': 45.4830272, 'lng': 9.1985793}",BioToBe,ChIJJzrOYiPHhkcRZ6BDcBr276A,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Adda, 3/n05, Milano",4.5,31.0,
6014,26054,OPERATIONAL,"{'lat': 45.48310860000001, 'lng': 9.199315200000001}",Ristorante Sardo a Milano - Tà Bonu! Culurgiones Bar e Gourmet Sardo,ChIJe61Ey7LHhkcRALzwsZQxCLY,"['grocery_or_supermarket', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via Fabio Filzi, 15, Milano",4.5,281.0,
6015,26055,OPERATIONAL,"{'lat': 45.48310860000001, 'lng': 9.199315200000001}",Crunchy Green,ChIJRc8jBs_GhkcRZV7_ssr8z4E,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Fabio Filzi, 15, Milano",4.1,126.0,2.0
6016,26057,OPERATIONAL,"{'lat': 45.4833611, 'lng': 9.1994516}",I Love Poke - Filzi,ChIJD_4CkIzHhkcRysBqVgcvjbY,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Fabio Filzi, 19, Milano",4.3,439.0,2.0
6017,26064,OPERATIONAL,"{'lat': 45.4836851, 'lng': 9.199659599999999}",Simana restaurant,ChIJnyMl8YLHhkcRqC1IojtAnGI,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Fabio Filzi, 23, Milano",,,
6018,26066,OPERATIONAL,"{'lat': 45.4839103, 'lng': 9.199353799999999}",Shot Cafè,ChIJV2wmsM_GhkcRXPF7dDEWgGU,"['cafe', 'bar', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via Giovanni Battista Pirelli, 15, Milano",4.6,25.0,
6019,26088,OPERATIONAL,"{'lat': 45.4836395, 'lng': 9.2015887}",restauranti pizza fish pasta,ChIJb9tBf7rHhkcRmdAOT2223bA,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Vittor Pisani, 27, Milano",,,
6020,26093,OPERATIONAL,"{'lat': 45.4840568, 'lng': 9.200683600000001}",PizzaNapoli,ChIJ-cU2L_nHhkcRRao_ef2WEJI,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giovanni Battista Pirelli, 9, Milano",4.2,237.0,2.0
6021,26095,OPERATIONAL,"{'lat': 45.4833447, 'lng': 9.2023617}",City Life Caffè Ristorante,ChIJAWlecMXGhkcR4Yvlg9u-qqg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Vittor Pisani, 26, Milano",4.2,1210.0,1.0
6022,26096,OPERATIONAL,"{'lat': 45.4834752, 'lng': 9.2029418}",Nico Quick Bite,ChIJSclVc8XGhkcRQJpaQw7_XN4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Napo Torriani, 29, Milano",3.5,542.0,2.0
6023,26097,OPERATIONAL,"{'lat': 45.4841229, 'lng': 9.2016693}",The Singer,ChIJP9Yfus7HhkcRFacY4OLM9VM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giovanni Battista Pirelli, 1, Milano",3.9,519.0,2.0
6024,26101,OPERATIONAL,"{'lat': 45.483778, 'lng': 9.203439}",Nuove Emozioni di Lacatus Vasile,ChIJX3_lNcXGhkcRGJp36C21qGs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Duca d'Aosta, 12, Milano",4.8,5.0,
6025,26103,OPERATIONAL,"{'lat': 45.48386180000001, 'lng': 9.2037173}",Spontini,ChIJtyK5FsXGhkcReEb-bvu-EGU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Duca d'Aosta, 8, Milano",3.8,1328.0,1.0
6026,26104,OPERATIONAL,"{'lat': 45.4837427, 'lng': 9.2043821}",Caffè Panzera dal 1931,ChIJsz5QHMXGhkcRizJZ3Xx1B3o,"['restaurant', 'bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']","Piazza Duca d'Aosta, 10, Milano",3.8,1625.0,2.0
6027,26106,OPERATIONAL,"{'lat': 45.4835308, 'lng': 9.204116599999999}",Pianeta Luna,ChIJeze8BMXGhkcRfN-pHbNl2Ik,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Antonio da Recanate, 1, Milano",4.1,823.0,2.0
6028,26108,OPERATIONAL,"{'lat': 45.483586, 'lng': 9.203903799999999}",THE STREET BAR,ChIJgQ9IBcXGhkcRWwcy2zT6AtU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Antonio da Recanate, 2, Milano",4.5,71.0,
6029,26110,OPERATIONAL,"{'lat': 45.48384859999999, 'lng': 9.2037451}",Toast Amore,ChIJ17Uhf9LHhkcRXubzu2wMWXs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Duca d'Aosta, 8, Milano",3.6,298.0,1.0
6030,26111,OPERATIONAL,"{'lat': 45.4833918, 'lng': 9.204595999999999}",Caffe' Ristorante Lepetit,ChIJq4r2_MTGhkcRSs5VqiT_lOM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 47, Milano",3.2,184.0,
6031,26113,OPERATIONAL,"{'lat': 45.48322239999999, 'lng': 9.204705299999997}",Sushi Cube,ChIJi_1A_8TGhkcR5SGWbRo0Fg0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Roberto Lepetit, 10, Milano",4.5,282.0,2.0
6032,26117,OPERATIONAL,"{'lat': 45.4840062, 'lng': 9.2046466}",McDonald's,ChIJHY_338TGhkcRrQhmDQrLgUU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Duca d'Aosta, 12, Milano",3.5,3182.0,1.0
6033,26120,OPERATIONAL,"{'lat': 45.4838167, 'lng': 9.205106100000002}",Hostaria La Baita,ChIJF65m48TGhkcRGdxIEQHIn5g,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Roberto Lepetit, 29, Milano",4.4,608.0,2.0
6034,26124,OPERATIONAL,"{'lat': 45.483344, 'lng': 9.205151100000002}",Hawaii Poke Via Vitruvio 44,ChIJ-ZUJyiLHhkcRMyINczrzeGg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 44, Milano",4.7,213.0,
6035,26126,OPERATIONAL,"{'lat': 45.4834553, 'lng': 9.2051197}",Kebab Pizza Cleopatra,ChIJZ9vdgRXHhkcRKQxPaMI1aJI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Roberto Lepetit, 16, Milano",3.5,71.0,
6036,26128,OPERATIONAL,"{'lat': 45.48384099999999, 'lng': 9.2045516}",Ristorante Sagami,ChIJT0Q2DlbHhkcR8bpS0kw7HQ0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Duca d'Aosta, 10, Milano",4.5,1148.0,2.0
6037,26133,OPERATIONAL,"{'lat': 45.48389170000001, 'lng': 9.205169200000002}",Cocina Casalinga (Le Petit Milano),ChIJlzrQsaXHhkcRm8aX0818gBs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Roberto Lepetit, 25, Milano",3.3,8.0,
6038,26135,OPERATIONAL,"{'lat': 45.4840756, 'lng': 9.204826299999999}",Centrale Turkish Kebap,ChIJFxcMFcXGhkcRdyg09mSNfuw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Duca d'Aosta, 12, Milano",3.2,439.0,2.0
6039,26136,OPERATIONAL,"{'lat': 45.4837723, 'lng': 9.205559700000002}",Sushi Buffet Milano - Xier Lepetit,ChIJW-zR58TGhkcRVL0CwXP9T9o,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Roberto Lepetit, 20, Milano",3.9,2627.0,
6040,26151,OPERATIONAL,"{'lat': 45.48408000000001, 'lng': 9.205266499999999}",Open,ChIJx3yv58TGhkcRiaU7YkrODP8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Roberto Lepetit, 31, Milano",3.9,135.0,2.0
6043,26166,OPERATIONAL,"{'lat': 45.4839265, 'lng': 9.207638}",Hotel Andreola Central,ChIJOTV-YMPGhkcRVEH6BqdQsVw,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Domenico Scarlatti, 24, Milano",4.1,1039.0,
6044,26173,OPERATIONAL,"{'lat': 45.4840834, 'lng': 9.2082499}",Panenoteca Piazza Bottega storica in Milano,ChIJkxNApDbHhkcRZA2L9wATTyE,"['liquor_store', 'bar', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Via Luigi Settembrini, Milano",5.0,6.0,
6045,26180,OPERATIONAL,"{'lat': 45.4832271, 'lng': 9.2098762}",Hanasa bistro,ChIJzWOj_S_HhkcRO_lxcz3PD90,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Benedetto Marcello, 93, Milano",,,
6046,26182,OPERATIONAL,"{'lat': 45.4838075, 'lng': 9.2095784}",Jhalkhabar,ChIJb8ljdO7HhkcRodQNKyrakt8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Errico Petrella, 19, Milano",,,
6047,26183,OPERATIONAL,"{'lat': 45.4838075, 'lng': 9.2095784}",Taj Mahal Ristorante,ChIJmwbIIsPGhkcRrUKBHOrjejs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Errico Petrella, 19, Milano",4.2,43.0,
6048,26184,OPERATIONAL,"{'lat': 45.4839046, 'lng': 9.2093805}",Indian Restaurant and Take Away,ChIJZV-vBrXHhkcRnDEL2Gnopd4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Errico Petrella, 19, Milano",4.9,460.0,
6049,26185,OPERATIONAL,"{'lat': 45.483669, 'lng': 9.209850399999999}",Bismillah Ristorante,ChIJoeNJQWnHhkcRjTSWqRznltQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Errico Petrella, 19, Milano",,,
6050,26186,OPERATIONAL,"{'lat': 45.483671, 'lng': 9.209866}",Punjab Ristorante,ChIJb9R5IsPGhkcR8pEJIAJVH64,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Errico Petrella, 19, Milano",4.0,4.0,
6052,26188,OPERATIONAL,"{'lat': 45.48365129999999, 'lng': 9.209887999999998}",Jol Khabar Resturent,ChIJ1xWPIsPGhkcRZMXyh-Mz-bc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Errico Petrella, 17, Milano",5.0,2.0,
6053,26189,OPERATIONAL,"{'lat': 45.48396019999999, 'lng': 9.2096172}",Prosper African Restaurant Milano,ChIJPeUWxwLHhkcRMBCfYOhmzpI,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Via Errico Petrella, 18, Milano",5.0,1.0,
6054,26200,OPERATIONAL,"{'lat': 45.4836545, 'lng': 9.210143}",Noblesse Oblige,ChIJzRuFJcPGhkcRuXp1bDV80Bs,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']","Via Franchino Gaffurio, Via Errico Petrella, 1, Milano",4.3,538.0,2.0
6055,26217,OPERATIONAL,"{'lat': 45.4834424, 'lng': 9.2130748}",Meydan Kebap Pizza Grill Milano Bueonos Aires,ChIJDSbzH-jGhkcRlm0fDskHyB8,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Giovanni Battista Pergolesi, 3, Milano",4.4,1374.0,1.0
6056,26218,OPERATIONAL,"{'lat': 45.4834046, 'lng': 9.2133059}",MEYDAN KEBAP PIZZA GRILL BAR,ChIJj6XrKX7FhkcR4qscXv6YIZ0,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","Via Giovanni Battista Pergolesi, 3, Milano",5.0,3.0,
6057,26219,OPERATIONAL,"{'lat': 45.4836321, 'lng': 9.214403599999999}",Ayasofya-Santa Sofia Kebap Pizza,ChIJScD8E-jGhkcRJ6nNAS3mEe8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Buenos Aires, 72, Milano",4.4,1036.0,1.0
6058,26222,OPERATIONAL,"{'lat': 45.4837433, 'lng': 9.2136265}",مطعم بيتزا ومشورات وفلافل,ChIJabauNxXHhkcRnCpO_WhbwEo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Saverio Mercadante, 14, Milano",,,
6059,26224,OPERATIONAL,"{'lat': 45.4836321, 'lng': 9.214403599999999}",Come una volta,ChIJ1RSEEejGhkcR52OKYIIuBw4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Buenos Aires, 72, Milano",4.1,175.0,1.0
6060,26225,OPERATIONAL,"{'lat': 45.48359629999999, 'lng': 9.2145839}",McDonald's Piazza Argentina,ChIJj43CbejGhkcRJbfNOvypQkA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Claudio Monteverdi, 15, Milano",3.5,2044.0,1.0
6061,26227,OPERATIONAL,"{'lat': 45.483557, 'lng': 9.215124999999999}",The Small,ChIJ26d0b-jGhkcRgmOjue4FGj8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Niccolò Paganini, 2, Milano",4.1,160.0,
6062,26233,OPERATIONAL,"{'lat': 45.4833998, 'lng': 9.215431599999999}",Pascoli Piadineria Artigianale,ChIJUT4kZujGhkcRTa-A7yWK0RM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Niccolò Paganini, 2, Milano",4.6,694.0,
6063,26234,OPERATIONAL,"{'lat': 45.4839565, 'lng': 9.214972200000002}",Siesta Cafè,ChIJdQ1yc-jGhkcRaWKqqplI-rU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Argentina, 4, Milano",3.8,142.0,2.0
6064,26238,OPERATIONAL,"{'lat': 45.4840774, 'lng': 9.215058199999998}",Capatoast - Milano Argentina,ChIJdQ1yc-jGhkcRq5BLxyFvVYc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Argentina, 4, Milano",4.1,425.0,1.0
6065,26244,OPERATIONAL,"{'lat': 45.4840876, 'lng': 9.215077899999999}",Pitador,ChIJbd-H2wXHhkcRlgYZZ82w2cY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Argentina, 4, Milano",4.7,77.0,
6066,26247,OPERATIONAL,"{'lat': 45.4837249, 'lng': 9.216430899999999}",Amarcord,ChIJLSQXhujGhkcR1d6OslbYr4E,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Abruzzi, 83, Milano",4.3,322.0,2.0
6067,26248,OPERATIONAL,"{'lat': 45.4832268, 'lng': 9.2166441}",Pizza Club Gourmet cafè,ChIJP3Lao3DHhkcR_mt7mkvDUdg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Abruzzi, 79, Milano",4.5,167.0,2.0
6069,26257,OPERATIONAL,"{'lat': 45.4838028, 'lng': 9.2192516}",Maoji Street Food,ChIJRVLEVO_GhkcR7ZgniDNTarg,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Aspromonte, 43, Milano",4.4,1764.0,
6070,26258,OPERATIONAL,"{'lat': 45.4839204, 'lng': 9.219224399999998}",Pizza Scooter,ChIJh3kHAObGhkcRFeeY5NW2CjI,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Aspromonte, 45, Milano",4.4,62.0,
6072,26262,OPERATIONAL,"{'lat': 45.4833925, 'lng': 9.2231177}",Trattoria Bertamè,ChIJxzpQjO_GhkcRezxMR4wV9y0,"['park', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Francesco Lomonaco, 13b, Milano",4.4,1371.0,2.0
6073,26270,OPERATIONAL,"{'lat': 45.4838725, 'lng': 9.2233255}",Parsifal Cafė,ChIJM_hPZ-XGhkcRMUJxBoNsTJ0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Lombardia, 31, Milano",4.5,113.0,
6075,26278,OPERATIONAL,"{'lat': 45.4840889, 'lng': 9.224941700000002}",Baia Chia,ChIJReWdUuXGhkcRon1cvMKGtvQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Antonio Bazzini, 37, Milano",4.3,499.0,2.0
6076,26279,OPERATIONAL,"{'lat': 45.4834813, 'lng': 9.2262598}",Ampere 57,ChIJ3_c5dfDGhkcRuLdGYHPAVJo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Andrea Maria Ampère, 57, Milano",4.4,291.0,2.0
6077,26280,OPERATIONAL,"{'lat': 45.48370970000001, 'lng': 9.226253800000002}",Upcycle Bike Cafè,ChIJHSW4ofrGhkcRqasf__SS6p4,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Andrea Maria Ampère, 59, Milano",4.2,1722.0,2.0
6078,26285,OPERATIONAL,"{'lat': 45.48407760000001, 'lng': 9.2266148}","L'IMPASTO - Pasta, Pane e Cucina",ChIJBXpI81DHhkcRsXjR74hWvqs,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Andrea Maria Ampère, 58, Milano",4.6,146.0,
6079,26286,OPERATIONAL,"{'lat': 45.48407760000001, 'lng': 9.2266148}",Boccon d.o.c,ChIJpdwYmPrGhkcR2c5fFyGdyNo,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Andrea Maria Ampère, 58, Milano",4.4,76.0,1.0
