,Index,business_status,geometry,name_google,place_id,price_level_google,rating_google,types,total_reviews_google,address
5393,18048,OPERATIONAL,"{'lat': 45.50242249999999, 'lng': 9.154035700000001}",Gnam Gnam,ChIJFW1Gut7BhkcR-N5WmRc_8P0,,4.5,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",10.0,"Via Raffaele Lambruschini, 27, Milano"
5394,18049,OPERATIONAL,"{'lat': 45.502751, 'lng': 9.1534252}",Stessa Direzione,ChIJZUwMXj_BhkcRFkYkN5Qq9ZQ,,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",44.0,"Via Privata Giampietrino, 1, Milano"
5395,18059,OPERATIONAL,"{'lat': 45.50238270000001, 'lng': 9.1569197}",Pan Sushi,ChIJCxRDafzAhkcRvonMkFdP7kg,1.0,4.2,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",91.0,"Via Raffaele Lambruschini, 7, Milano"
5396,18060,OPERATIONAL,"{'lat': 45.5024203, 'lng': 9.157025299999999}",Meet Restaurant Bar Take Away,ChIJwdLna_zAhkcRfxBujj3DmZY,,3.7,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",73.0,"Via Raffaele Lambruschini, 7, Milano"
5397,18064,OPERATIONAL,"{'lat': 45.5023195, 'lng': 9.1624759}",Macondo Cafe,ChIJIxMAaOPAhkcR1BSuOIc7l3A,1.0,4.5,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",81.0,"Via Emilio Broglio, 25, Milano"
5398,18065,OPERATIONAL,"{'lat': 45.5026784, 'lng': 9.1617716}",Da Ave,ChIJQT1lHFPDhkcRdXdyS8y_hMg,1.0,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",188.0,"Via Giovanni Battista Varè, 32, Milano"
5399,18066,OPERATIONAL,"{'lat': 45.5006012, 'lng': 9.163113500000001}",Trattoria Bruschetteria Chiesa Vecchia,ChIJ_weBVeLAhkcR3KAlFd5ZmzM,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",904.0,"Via Giovanni Battista Varè, 9, Milano"
5400,18067,OPERATIONAL,"{'lat': 45.50142169999999, 'lng': 9.162429900000001}",Toaqui Churrascaria,ChIJBTWgmFfBhkcRtgO3y0Ndd2Y,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",150.0,"Via Giovanni Battista Varè, 23, Milano"
5401,18068,OPERATIONAL,"{'lat': 45.5006012, 'lng': 9.163113500000001}",Gesa Vegia da Donato,ChIJtwTiAePAhkcRBqrNxXlDru4,,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",86.0,"Via Giovanni Battista Varè, 9, Milano"
5402,18069,OPERATIONAL,"{'lat': 45.50220160000001, 'lng': 9.162200700000001}",Naxos,ChIJpWaMP-PAhkcRWRCic-7WAE0,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",565.0,"Via Giovanni Battista Varè, 30, Milano"
5403,18070,OPERATIONAL,"{'lat': 45.5016759, 'lng': 9.162515999999998}",Teyfik Coksayilir,ChIJ-xshFePAhkcRZq_Q7xt4fw0,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"Via Giovanni Battista Varè, 26, Milano"
5404,18071,OPERATIONAL,"{'lat': 45.5027176, 'lng': 9.1613726}",Bovisa Kebap Pizza,ChIJJS6BU-PAhkcRHYWFgJTatdE,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",796.0,"Via Giovanni Battista Varè, 37, Milano"
5405,18074,OPERATIONAL,"{'lat': 45.502742, 'lng': 9.1635426}",Pizzeria Charlie Brown,ChIJ0wQIfePAhkcRkEYL_Wv5-Vs,1.0,3.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",194.0,"Via Emilio Broglio, 16, Milano"
5406,18077,OPERATIONAL,"{'lat': 45.5020021, 'lng': 9.166014299999999}",Il Bucatino Con Giardino,ChIJUwW-7-PAhkcRO2fdEeT4Pmo,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",950.0,"Via degli Imbriani, 54, Milano"
5407,18081,OPERATIONAL,"{'lat': 45.500377, 'lng': 9.1643875}",K2 Pizzeria & kebab,ChIJAxpSs-PAhkcRsd4Ql_YXTsU,,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",97.0,"Via Rosa Massara de Capitani, 14, Milano"
5408,18084,OPERATIONAL,"{'lat': 45.5017107, 'lng': 9.164072399999998}",Circolo Bovisa,ChIJA-acc7LBhkcR4dtxQV7-_sc,1.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",156.0,"Via Luigi Mercantini, 11, Milano"
5409,18085,OPERATIONAL,"{'lat': 45.5017872, 'lng': 9.1641757}",Bar Giada,ChIJG01qmePAhkcR_KpYosLyj-k,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Luigi Mercantini, 9, Milano"
5410,18086,OPERATIONAL,"{'lat': 45.5020836, 'lng': 9.1650002}",Panino & Co.,ChIJtwbSk-PAhkcRDzmA3ZTtm0w,1.0,4.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",244.0,"Piazza Giovanni Bausan, 3, Milano"
5411,18087,OPERATIONAL,"{'lat': 45.5022916, 'lng': 9.1648896}",Angolo della Pizza Bausan,ChIJX7emi-PAhkcRxPlvfpeKubw,1.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",251.0,"Via Luigi Mercantini, 2, Milano"
5412,18088,OPERATIONAL,"{'lat': 45.5023779, 'lng': 9.1648819}",Alice Pizza Bausan,ChIJT7rVdPbBhkcRhajCGrFUv10,2.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.0,"Via Angelo Brofferio, 1, Milano"
5413,18089,OPERATIONAL,"{'lat': 45.50272879999999, 'lng': 9.1641552}",Bovisa Urban Garden,ChIJV2FfB0TBhkcRNaTS17oFce0,2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",326.0,"Via Emilio Broglio, 3, Milano"
5414,18090,OPERATIONAL,"{'lat': 45.50252500000001, 'lng': 9.164849700000001}",Bistrot da Lu',ChIJkVvRiOPAhkcRT3u60uhGWhc,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Angelo Brofferio, 1, Milano"
5415,18091,OPERATIONAL,"{'lat': 45.50252500000001, 'lng': 9.164849700000001}",Family Bar,ChIJXz0keOTAhkcR9iwhauOWdcQ,1.0,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",40.0,"Via Angelo Brofferio, 1, Milano"
5416,18095,OPERATIONAL,"{'lat': 45.5028186, 'lng': 9.166739100000001}",Al Padellone,ChIJCaPgj-PAhkcRU_Av2EzbLuU,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",1913.0,"Via Filippo Baldinucci, 96, Milano"
5417,18100,OPERATIONAL,"{'lat': 45.5007379, 'lng': 9.166932899999999}",Campar8 wine bar caffetteria,ChIJ4dZMY3nBhkcREiVPeLdJZzc,,4.6,"['bar', 'liquor_store', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",29.0,"Via Marcello Prestinari, Via degli Imbriani, 6, Milano"
5418,18102,PERMANENTLY_CLOSED,"{'lat': 45.5012098, 'lng': 9.166534799999999}",Euro Ristoro,ChIJaS7cYeHAhkcRCKFUXgrL6-o,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via degli Imbriani, 51, Milano"
5419,18103,OPERATIONAL,"{'lat': 45.5015052, 'lng': 9.1665109}",O'Bento Bubble Tea & Rice Food 左茶右食,ChIJpTNJeIrBhkcR8HZjV8sph-g,,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",22.0,"Via degli Imbriani, 48, Milano"
5420,18108,OPERATIONAL,"{'lat': 45.49991, 'lng': 9.168516100000002}",La Carrettiera,ChIJczhjp-HAhkcRi16hlyeQAmE,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",298.0,"Via degli Imbriani, 30, Milano"
5421,18112,OPERATIONAL,"{'lat': 45.5003387, 'lng': 9.1707681}",Sushi Ran Bovisa,ChIJmUuUGODAhkcR_cegtBmtiiI,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",1457.0,"Via Camillo Ugoni, 18, Milano"
5422,18124,PERMANENTLY_CLOSED,"{'lat': 45.5003025, 'lng': 9.1708292}",RISTORANTE RAMEN,ChIJK-RPjODAhkcRtGVDORjFtbs,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Camillo Ugoni, 18, Milano"
5423,18126,OPERATIONAL,"{'lat': 45.5007562, 'lng': 9.171066099999999}",Lo Spaccio - Cucina Tradizionale Italiana,ChIJ1209RUXBhkcRRiRxf2lCQyU,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",212.0,"Via Camillo Ugoni, 15, Milano"
5424,18130,OPERATIONAL,"{'lat': 45.5026231, 'lng': 9.1668293}",PR Milano srl - Eventi e Comunicazione,ChIJjxrO7dLBhkcRQT6a0uWp-5s,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Filippo Baldinucci, 91, Milano"
5425,18147,OPERATIONAL,"{'lat': 45.5020134, 'lng': 9.1759992}",Veganfruttariano - Sound of '70s,ChIJTflKKdzAhkcRSnsLs9IMGE8,2.0,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",288.0,"Via Ignazio Ciaia, 4, Milano"
5426,18152,OPERATIONAL,"{'lat': 45.5021699, 'lng': 9.175842099999999}",Pizzeria Capriccio,ChIJ4xWLLtzAhkcRo9nMMcI893E,1.0,4.1,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",81.0,"Via Ignazio Ciaia, 3, Milano"
5427,18157,OPERATIONAL,"{'lat': 45.5027317, 'lng': 9.1768358}",Pizzeria Kebap Dergano,ChIJpSW0PtzAhkcRGcU6GQbZbSg,1.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",102.0,"Piazza Dergano, 2, Milano"
5428,18160,OPERATIONAL,"{'lat': 45.499995, 'lng': 9.181599799999999}",Spib Pizza,ChIJ_xbrm9nAhkcR4XJEs69XHgs,2.0,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']",1281.0,"Via Legnone, 34, Milano"
5429,18161,OPERATIONAL,"{'lat': 45.5006344, 'lng': 9.182028999999998}",Brisas del Perú,ChIJOxtsl9nAhkcRmA155Ea5Xrk,2.0,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']",1066.0,"Via Monte San Genesio, 6, Milano"
5430,18162,OPERATIONAL,"{'lat': 45.5022854, 'lng': 9.1801862}",Dantó - Il pizzaiolo di Spaccanapoli,ChIJvWzh-NvBhkcRto8eW-o1UjM,2.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",307.0,"Via Legnone, 65, Milano"
5431,18163,OPERATIONAL,"{'lat': 45.5023912, 'lng': 9.1801972}",Tokeperu,ChIJU3TRpdjBhkcR5V2qfqBM63g,,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",92.0,"Via Legnone, 67, Milano"
5432,18164,OPERATIONAL,"{'lat': 45.5029511, 'lng': 9.1797075}",La Grotta,ChIJy3JClNvAhkcRgDuR_2pS7ic,1.0,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']",298.0,"Via Legnone, 73, Milano"
5433,18165,OPERATIONAL,"{'lat': 45.5025165, 'lng': 9.180329}",Desiderio 3 Milano,ChIJufrZ9NvAhkcRZw7nZ0DEi3k,1.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",62.0,"Via Giuseppe Cesare Abba, 7, Milano"
5434,18166,PERMANENTLY_CLOSED,"{'lat': 45.5006901, 'lng': 9.1827437}",Aquila D'oro,ChIJ1aQG7tnAhkcRrDV-ng2O88I,,,"['restaurant', 'point_of_interest', 'food', 'establishment']",,"Via Carlo Imbonati, 31, Milano"
5435,18167,OPERATIONAL,"{'lat': 45.50068919999999, 'lng': 9.182744099999997}",Ocean Restaurant,ChIJJ_S5S0_BhkcRqxcgAT23tQY,,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']",15.0,"Via Carlo Imbonati, 31, Milano"
5436,18168,OPERATIONAL,"{'lat': 45.50239029999999, 'lng': 9.181437599999997}",La Torre,ChIJLyRzNdrAhkcRCBDNwNPiTgI,1.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",111.0,"Via Carlo Imbonati, 51, Milano"
5437,18169,OPERATIONAL,"{'lat': 45.50157159999999, 'lng': 9.182564599999997}",Napoli Cafè - Bistrò amburgHeria,ChIJvT_NHtrAhkcRrKny0YaQO84,2.0,4.1,"['bakery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",729.0,"Via Carlo Imbonati, 22, Milano"
5438,18170,PERMANENTLY_CLOSED,"{'lat': 45.5029714, 'lng': 9.1797585}",S.Giovanni Srl,ChIJ91tgkdvAhkcRARFtRob-LCg,,,"['restaurant', 'point_of_interest', 'food', 'establishment']",,"Via Legnone, 73, Milano"
5439,18171,OPERATIONAL,"{'lat': 45.5020858, 'lng': 9.182122199999998}",Poke House - Imbonati,ChIJUWfL-7vBhkcRLGiCjeXsSkQ,,4.2,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",43.0,"Via Carlo Imbonati, 24, Milano"
5440,18172,OPERATIONAL,"{'lat': 45.5010368, 'lng': 9.183018299999999}",Pizza Club No Limits - Milano,ChIJsc3Y9tnAhkcR6jrijGMhs8U,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",2980.0,"Via Carlo Imbonati, 20, Milano"
5441,18176,OPERATIONAL,"{'lat': 45.5024939, 'lng': 9.1819464}",Mamma Farina - Cuore Mediterraneo,ChIJ9YszNtrAhkcREZJ3hB9eiRU,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",1089.0,"Via Carlo Imbonati, 22, Milano"
5442,18177,OPERATIONAL,"{'lat': 45.49968, 'lng': 9.183503800000002}",Hela chicken,ChIJc_T7YtfAhkcRa-SQygXj1wE,1.0,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",42.0,"Via Carlo Imbonati, 21, Milano"
5443,18182,PERMANENTLY_CLOSED,"{'lat': 45.49991079999999, 'lng': 9.1833095}",Mankal Fast Food Kebab,ChIJCQW12NnAhkcRZ7bN9wr5KAg,,2.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Via Carlo Imbonati, 23, Milano"
5444,18183,PERMANENTLY_CLOSED,"{'lat': 45.49990649999999, 'lng': 9.1833451}",Grill E Kebab,ChIJpdT53tnAhkcRIkk1JnEfAk4,,2.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,"Via Carlo Imbonati, Milano"
5445,18184,OPERATIONAL,"{'lat': 45.4997059, 'lng': 9.1834854}",HELA Pizza & Kebab,ChIJWRoGuFHBhkcRhlsqRQVPJuQ,,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,"Dergano, Milan"
5446,18186,PERMANENTLY_CLOSED,"{'lat': 45.4993959, 'lng': 9.1836703}",Prendi Evoir Automatic Fast Food,ChIJ77-5fNfAhkcRI_uF9kvK_Zo,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Carlo Imbonati, 15, Milano"
5447,18187,OPERATIONAL,"{'lat': 45.50170219999999, 'lng': 9.182831599999998}",La Piadineria,ChIJ-4K1QT7BhkcRNnL8_-ElR_c,1.0,3.8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.0,"Via Carlo Imbonati, 22, Milano"
5448,18188,OPERATIONAL,"{'lat': 45.5011975, 'lng': 9.183795199999999}",Ottolina Café Imbonati,ChIJS5_jAdrAhkcRLTEP9Q2k0r4,,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",121.0,"c/o Maciachini Business Center, Via Laura Orvieto, Milano"
5449,18189,OPERATIONAL,"{'lat': 45.499481, 'lng': 9.183870799999998}",New Tajmahal Indian Restaurant,ChIJd0a5ZNfAhkcRMeF7h73SEi0,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",12.0,"Via Carlo Imbonati, 12, Milano"
5450,18191,PERMANENTLY_CLOSED,"{'lat': 45.4990309, 'lng': 9.183857300000001}",Manfredi Amilcare,ChIJVZJLe9fAhkcRnUYUB0lvUbw,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",347.0,"Via Carlo Imbonati, 11, Milano"
5451,18214,OPERATIONAL,"{'lat': 45.50047559999999, 'lng': 9.187711199999999}",Bar Tabacchi Poke,ChIJGXs1WNbAhkcRELVfNdDz51s,,4.1,"['bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",18.0,"Via Valassina, Milano"
5452,18215,PERMANENTLY_CLOSED,"{'lat': 45.5005061, 'lng': 9.1880566}",Restaurant & Much More Segafredo,ChIJg_bqydbAhkcRDlXeCiXbs_w,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,Italy
5453,18216,PERMANENTLY_CLOSED,"{'lat': 45.5014057, 'lng': 9.187641400000002}",MaLier 麻利儿,ChIJOXnosQrBhkcROpEYYsZjIwQ,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"IT MI, Via Lodovico Pavoni, 1, Milano"
5454,18217,OPERATIONAL,"{'lat': 45.5016443, 'lng': 9.188568199999999}",Angolo Del Sapore,ChIJU8rnQNHAhkcRVGHvs6-fW7Y,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",48.0,"Via Valassina, 42, Milano"
5455,18218,OPERATIONAL,"{'lat': 45.5016443, 'lng': 9.188568199999999}",Pancafè,ChIJSz9qR9HAhkcRtrdVRFFKpoE,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,"Via Valassina, 42, Milano"
5456,18219,OPERATIONAL,"{'lat': 45.5003097, 'lng': 9.190806399999998}",Ristorante Taormina,ChIJd3o0CdTAhkcRQFsiXoSRG94,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",534.0,"Via Taormina, 40, Milano"
5457,18220,OPERATIONAL,"{'lat': 45.5003097, 'lng': 9.190806399999998}",Chiero,ChIJTb7TDdTAhkcRlEbBx-eSylc,1.0,3.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,"Via Taormina, 40, Milano"
5458,18221,OPERATIONAL,"{'lat': 45.5020556, 'lng': 9.189907999999999}",Sciué Sciué 90 Ristorante Pizzeria,ChIJ4bIXO0vBhkcRUdP4znDJGe0,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",281.0,"Via Gioacchino Murat, 72, Milano"
5459,18225,OPERATIONAL,"{'lat': 45.502336, 'lng': 9.184961500000002}",Grill pola,ChIJt_osiKLBhkcR0P0Dcc4ZbF8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Benigno Crespi, 23, Milano"
5460,18246,OPERATIONAL,"{'lat': 45.5008746, 'lng': 9.196717}",Cookingarage Bistrot,ChIJrY3fvCzHhkcRS23D-BgUQLY,1.0,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",167.0,"Via Ala, 2, Milano"
5461,18252,OPERATIONAL,"{'lat': 45.50195339999999, 'lng': 9.1990006}",Wind Rose,ChIJoXs1VizHhkcR7fXk2C8hCTU,1.0,4.5,"['meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",11.0,"Piazzale Istria, 12, Milano"
5462,18255,OPERATIONAL,"{'lat': 45.5018975, 'lng': 9.198919100000001}",Ponte d'Oro,ChIJD-K0VyzHhkcREtjhfSIVV-w,1.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",110.0,"Piazzale Istria, 12, Milano"
5463,18256,OPERATIONAL,"{'lat': 45.50195339999999, 'lng': 9.1990006}",Star,ChIJFXgZP97HhkcRN4JgQBNC5dw,,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,"Piazzale Istria, 12, Milano"
5464,18260,OPERATIONAL,"{'lat': 45.5029124, 'lng': 9.198162}",Ristorante Cinese Zhao,ChIJaa9PL8LHhkcRG-EIQYFhitU,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",36.0,"Viale Fulvio Testi, 5, Milano"
5465,18270,OPERATIONAL,"{'lat': 45.5025364, 'lng': 9.2082458}",Birrificio La Cruda,ChIJBeifeiXHhkcRnUxYwDXpIb4,1.0,4.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",56.0,"Via Privata Antonio Fortunato Stella, 3, Milano"
5466,18279,OPERATIONAL,"{'lat': 45.50243709999999, 'lng': 9.2109763}",L'Atmosfera Ristorante Pizzeria,ChIJL1nf5iTHhkcRk1bEPMt9lFc,2.0,4.1,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",376.0,"Via Emilio de Marchi, 52, Milano"
5467,18280,OPERATIONAL,"{'lat': 45.5019233, 'lng': 9.210394199999998}",Sottovoce,ChIJNfqRAiXHhkcR3IZNVz-U04M,,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']",31.0,"Via Emilio de Marchi, 46, Milano"
5468,18282,PERMANENTLY_CLOSED,"{'lat': 45.5021095, 'lng': 9.210325899999999}",Pasta Fresca Democratica,ChIJB0aBlzXHhkcR2VuEAItFpcc,1.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",134.0,"Via Emilio de Marchi, 48, Milano"
5469,18285,OPERATIONAL,"{'lat': 45.5020855, 'lng': 9.2113475}",Greco Turkish Kebap Pizzeria,ChIJZeiC7yTHhkcRMaZJUVzeU74,1.0,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']",63.0,"Piazza Greco, 55, Milano"
5470,18287,OPERATIONAL,"{'lat': 45.50231529999999, 'lng': 9.211934399999999}",Refettorio Ambrosiano,ChIJ04Og6yTHhkcRu4_AO-35E1A,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",109.0,"Piazza Greco, 11, Milano"
5471,18289,OPERATIONAL,"{'lat': 45.5019183, 'lng': 9.2121021}",Bi Emme Dieci wine bar,ChIJT5tnsY_HhkcR17wdmqIIPJM,,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",62.0,"Piazza Greco, 10, Milano"
5472,18295,OPERATIONAL,"{'lat': 45.50244759999999, 'lng': 9.221915599999997}","Antares Hotel Concorde, BW Signature Collection",ChIJHZYWLhjHhkcRdTXtwNMg6Dw,,4.1,"['bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1426.0,"Viale Monza, 132, Milano"
5473,18298,OPERATIONAL,"{'lat': 45.5016701, 'lng': 9.221140099999998}",Cheers Cafè,ChIJD_GgRxjHhkcRH-R7zfiUEyk,1.0,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",78.0,"Viale Monza, 147, Milano"
5474,18301,PERMANENTLY_CLOSED,"{'lat': 45.5006457, 'lng': 9.221318400000001}",Kebap-Pizza,ChIJhasiVhjHhkcR8GUa13wFRVk,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,"Viale Monza, 116, Milano"
5475,18302,OPERATIONAL,"{'lat': 45.5006457, 'lng': 9.221318400000001}",Istanbul Ayasofya,ChIJ6YhKVhjHhkcRvsOQEkVF52A,1.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",493.0,"Viale Monza, 116, Milano"
5476,18305,OPERATIONAL,"{'lat': 45.50114079999999, 'lng': 9.2216214}",Gemelli - Pizzeria Trattoria,ChIJ6X1hUhjHhkcRM0kBSqVY8R4,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",399.0,"Turro, Via della Torre 1 Angolo viale Monza (M1, Milano"
5477,18306,OPERATIONAL,"{'lat': 45.50204369999999, 'lng': 9.2217734}",BIEN,ChIJ8bkrIeDHhkcRn628SY86zgs,,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",29.0,"Via Policarpo Petrocchi, 2, Milano"
5478,18309,OPERATIONAL,"{'lat': 45.50244759999999, 'lng': 9.221915599999997}",Sushi Daily Milano Monza 134,ChIJLXlF1RnHhkcRxwV-hg1Seqw,,4.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",10.0,"Viale Monza, 132, Milano"
5479,18325,OPERATIONAL,"{'lat': 45.5005126, 'lng': 9.224403}",Lucas Bar Tavola Calda,ChIJxyufgxnHhkcRJm3Za5hKyQ4,1.0,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",108.0,"Via Privata della Torre, 34, Milano"
5480,18326,OPERATIONAL,"{'lat': 45.5006885, 'lng': 9.2243703}",Ristorante Bar della Torre,ChIJIcIpgRnHhkcRmFnby_m_JCc,1.0,4.3,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",55.0,"Via Privata della Torre, 31, Milano"
5481,18328,OPERATIONAL,"{'lat': 45.50049699999999, 'lng': 9.224790399999998}",Pizzeria San Giorgio,ChIJCcLJKxrHhkcRA_b8NHjB0X4,,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",74.0,"Via Privata della Torre, 36, Milano"
5482,18343,OPERATIONAL,"{'lat': 45.5010136, 'lng': 9.2261602}",La Bedda Storia,ChIJzb5GktTHhkcRhwg6veBQ_lA,,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,"Via Adelaide Bono Cairoli, 30, Milano"
5483,18348,OPERATIONAL,"{'lat': 45.5016888, 'lng': 9.2273257}",Brasserie - Ramada Plaza Milano,ChIJ3RarZRrHhkcRHTzBpEVVK2A,,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']",18.0,"Via Stamira d'Ancona, 27, Milano"
5484,18349,OPERATIONAL,"{'lat': 45.5025673, 'lng': 9.2247141}",La Martesana,ChIJn5Ui_RnHhkcRVTt27NoaJUE,1.0,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",494.0,"Via Policarpo Petrocchi, 34, Milano"
5485,18358,PERMANENTLY_CLOSED,"{'lat': 45.5017617, 'lng': 9.2274576}",LHM Food,ChIJ_f-_ZBrHhkcR_6YcMl85yFY,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Stamira d'Ancona, 27, Milano"
5486,18359,OPERATIONAL,"{'lat': 45.5017617, 'lng': 9.227457500000002}",Decanter,ChIJdavqjRrHhkcRMCJKzK4d29Y,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",25.0,"Via Stamira d'Ancona, 27, Milano"
5487,18364,OPERATIONAL,"{'lat': 45.50124599999999, 'lng': 9.231829399999999}",Asadito Manaba,ChIJIbTFGpjHhkcRUOs6vAbghTA,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,Milan
5488,18375,OPERATIONAL,"{'lat': 45.50040629999999, 'lng': 9.235419199999999}",Fan Sushi Wok,ChIJJca23AXHhkcRFwaZqkoQrG8,1.0,3.8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",223.0,"Via Padova, 157, Milano"
5489,18377,OPERATIONAL,"{'lat': 45.50027660000001, 'lng': 9.234806}",Hosteria Sauris & Borc da Bria,ChIJP0H9xgXHhkcRpnhUH2QbFug,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",524.0,"Via Pietro Toselli, 2, Milano"
