,Index,business_status,geometry,name_google,place_id,price_level_google,rating_google,types,total_reviews_google,address
5490,18380,OPERATIONAL,"{'lat': 45.5012431, 'lng': 9.2347221}",Ordina e Gusta,ChIJLxT2jQXHhkcRd7_cmwqH5iQ,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Agordat, 13, Milano"
5491,18381,OPERATIONAL,"{'lat': 45.5004116, 'lng': 9.2354176}",Kaiten sushi,ChIJe8FkyNvHhkcRIJVW4ZGaK4M,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,"Via Padova, 157, Milano"
5492,18382,OPERATIONAL,"{'lat': 45.5009842, 'lng': 9.2361438}",Jesus Srl,ChIJOQ4I4wXHhkcRK2x1XpHKYyc,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Padova, 163, Milano"
5493,18386,OPERATIONAL,"{'lat': 45.5006613, 'lng': 9.236145499999997}",PARES BAHAY KUBO,ChIJlb8d4gXHhkcRGyO6uUu7etk,,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Padova, 178, Milano"
5494,18387,OPERATIONAL,"{'lat': 45.5009715, 'lng': 9.236077}",Da Giannino l'Angolo d'Abruzzo 2,ChIJOQ4I4wXHhkcR-82r5c1MGe4,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1146.0,"Via Padova, 163, Milano"
5495,18391,OPERATIONAL,"{'lat': 45.50084400000001, 'lng': 9.236410000000001}",Filippino ristorante,ChIJ_z1uRz_HhkcRaCdGCztocW8,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"Via Padova, 180, Milano"
5496,18394,OPERATIONAL,"{'lat': 45.500553, 'lng': 9.238786000000001}",Bar Tabacchi Latte & Vino da Gio,ChIJqRmjNgbHhkcRYDcMTADMYrI,1.0,4.5,"['bar', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",75.0,"Viale don Luigi Orione, 14, Milano"
5497,18398,OPERATIONAL,"{'lat': 45.5023612, 'lng': 9.237902700000001}",Kebap Point Hela Ayman,ChIJ7Z_cvAjHhkcReWlf6aE1ueE,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",78.0,"Via Padova, 181, Milano"
5498,18409,PERMANENTLY_CLOSED,"{'lat': 45.5018841, 'lng': 9.237393899999999}",Ristorante Egiziano Kharbuch,ChIJdeo-pgjHhkcRNBbJ4-JgjEw,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Padova, Milano"
5499,18412,OPERATIONAL,"{'lat': 45.5021194, 'lng': 9.2375761}",Ristorante Rody,ChIJbzYg1ZTHhkcRxUVFbf3oTGw,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"Via Padova, 179, Milano"
5500,18427,OPERATIONAL,"{'lat': 45.50236100000001, 'lng': 9.237902}",HELA Chicken Pizza & Kebab,ChIJ45toXaDHhkcRpt2TgmzI5LE,1.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",56.0,"Via Padova, 181, Milano"
5501,18431,OPERATIONAL,"{'lat': 45.5029291, 'lng': 9.2391641}",Quattro Stagioni Hot Pot 四季捞火锅,ChIJ2U14MWfHhkcRhNKkI8L478Y,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",221.0,"Via Padova, 194, Milano"
5502,18437,OPERATIONAL,"{'lat': 45.50256419999999, 'lng': 9.242571}",Strippoli Milano,ChIJZwgG-qfHhkcRLN5aRIVwRC0,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",891.0,"Via Picco Madre Anna Eugenia, 31, Milano"
5503,18439,PERMANENTLY_CLOSED,"{'lat': 45.5023869, 'lng': 9.242651700000001}",Punto Pizza,ChIJ6ZkYIAjHhkcRuGuYFYyuNmw,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Picco Madre Anna Eugenia, Milano"
5504,18440,OPERATIONAL,"{'lat': 45.50243, 'lng': 9.2426893}",Pizzeria Ramez,ChIJ1UqY4AfHhkcRf_Az_hGdWHo,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Picco Madre Anna Eugenia, Milano"
5505,18447,PERMANENTLY_CLOSED,"{'lat': 45.5008476, 'lng': 9.2476803}",Ristorante Vento Del Sud,ChIJgUv0AabHhkcRKZEygeUnULI,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Pusiano, 63, Milano"
5506,18448,OPERATIONAL,"{'lat': 45.5008049, 'lng': 9.2477494}",Ristorante Pizzeria al Parco,ChIJnZF6x5zHhkcRsNIHu-71yr4,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",322.0,"Via Pusiano, 63, Milano"
5507,18459,OPERATIONAL,"{'lat': 45.5010414, 'lng': 9.266903200000002}",China Town,ChIJ7ynjc7jHhkcRizQ17QJZUbo,2.0,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']",930.0,"Palazzo dei Cigni, Segrate"
5508,18461,OPERATIONAL,"{'lat': 45.5005741, 'lng': 9.266964799999998}",Maximilian Bistrot,ChIJjd1sUVLHhkcRPeDmg641pCk,,3.8,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",65.0,"Palazzo dei Cigni, Segrate"
5509,18462,OPERATIONAL,"{'lat': 45.50156070000001, 'lng': 9.267374000000002}",Al Laghetto,ChIJ0y_J7cfHhkcR4wD_SX6YXds,,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",24.0,"residenza Ponti, Via Fratelli Cervi, Segrate"
5510,18473,OPERATIONAL,"{'lat': 45.5050515, 'lng': 9.0938034}",Zio Kebab,ChIJB2mJvofqhkcR81TQzYZcgTo,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,"Piazzale del Molino Dorino, Milano"
5511,18474,OPERATIONAL,"{'lat': 45.50524910000001, 'lng': 9.0937024}",Pizzeria Molino Dorino,ChIJzcQDv4fqhkcReEQ0GuGe_Xw,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",67.0,"Piazzale del Molino Dorino, Milano"
5512,18477,OPERATIONAL,"{'lat': 45.5053962, 'lng': 9.1017588}",Pizzeria Il Grano d'Oro,ChIJ91WcUoDqhkcRTz4jbtWO68w,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",288.0,"Via Appennini, 94, Milano"
5513,18479,OPERATIONAL,"{'lat': 45.5048879, 'lng': 9.105229999999999}",La Pergola,ChIJ-dg1iyrAhkcRS7bJ1VsVw0k,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",413.0,"Via Gallarate, 411, Milano"
5514,18481,OPERATIONAL,"{'lat': 45.5046384, 'lng': 9.105885}",Bar fratelli Guido,ChIJWxXW4VHBhkcRkiy9Vhr6r7Q,1.0,4.2,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",378.0,"Via Gallarate, 403, Milano"
5515,18483,OPERATIONAL,"{'lat': 45.504382, 'lng': 9.107078}",Kebap House,ChIJAQ43k9_BhkcRNYg0N926hh4,,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",35.0,"Via Gallarate, 389, Milano"
5516,18486,OPERATIONAL,"{'lat': 45.5031098, 'lng': 9.1089728}",Youtuboancheio,ChIJkQlagW3BhkcROjgp8V8k1bc,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Bolla, Milano"
5517,18487,OPERATIONAL,"{'lat': 45.5035765, 'lng': 9.110491699999997}",Da Giovanni,ChIJVbUhwCzAhkcRLDfdt-YQeeU,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",353.0,"Via Gallarate, 351, Milano"
5518,18492,OPERATIONAL,"{'lat': 45.50359230000001, 'lng': 9.122360100000003}",Icegreen gelateria caffetteria viale certosa,ChIJNZW2wZfBhkcR8Zg2cas-bjc,,4.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",8.0,"Viale Certosa, 314, Milano"
5519,18520,OPERATIONAL,"{'lat': 45.50486550000001, 'lng': 9.128623200000002}",Bread&Coffee srls,ChIJ4Z7k00vAhkcRmlIC9cNIwr0,,4.2,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",149.0,"Via Sapri, 83, Milano"
5520,18534,OPERATIONAL,"{'lat': 45.5044269, 'lng': 9.1374253}",Paninoteca,ChIJbU--5U3AhkcReSPcdIGQE2Y,,5.0,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,Italy
5521,18535,OPERATIONAL,"{'lat': 45.5051057, 'lng': 9.1362838}",Trattoria Angela,ChIJL1AJd07AhkcRJFKawW23vQ8,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",139.0,"Via Varesina, 199, Milano"
5522,18537,OPERATIONAL,"{'lat': 45.50562799999999, 'lng': 9.136384099999999}",Trattoria Certosa,ChIJbUelfE7AhkcRDRiWEWIo1vs,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",82.0,"Vicolo Mapelli, 2, Milano"
5523,18552,OPERATIONAL,"{'lat': 45.503465, 'lng': 9.152337800000002}",Osteria al Gasometro,ChIJsz8MueTBhkcRowWskD8rQrI,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",83.0,"Via Privata Giampietrino, 21, Milano"
5524,18572,OPERATIONAL,"{'lat': 45.5033794, 'lng': 9.161427900000001}",Todo Modo,ChIJA__MrOTAhkcRv3PRFDOMlSM,1.0,4.3,"['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",624.0,"Via Don Giuseppe Andreoli, 27, Milano"
5525,18574,OPERATIONAL,"{'lat': 45.5030365, 'lng': 9.161388299999999}",El Sabrosito - Steak House - Asado,ChIJF8VQJrfBhkcR1rgEqpiHqbI,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",38.0,"Via Bovisasca, 2, Milano"
5526,18577,OPERATIONAL,"{'lat': 45.5030828, 'lng': 9.1619566}",Piadineria da Luca,ChIJVyh3qOTAhkcRqF0wRBtFA2A,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",96.0,"Via Giuseppe Candiani, 126, Milano"
5527,18581,OPERATIONAL,"{'lat': 45.50401540000001, 'lng': 9.163743199999999}",Spago,ChIJWSQDleTAhkcR5lbcm42l8RU,1.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",277.0,"Via Don Giuseppe Andreoli, 3, Milano"
5528,18582,OPERATIONAL,"{'lat': 45.5034611, 'lng': 9.161666000000002}",Santamarta Ristorante & Bar,ChIJFf7MrOTAhkcRBNZSXJZimyE,1.0,4.3,"['restaurant', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",123.0,"Via Don Giuseppe Andreoli, 27, Milano"
5529,18586,OPERATIONAL,"{'lat': 45.5028839, 'lng': 9.16158}",CIVICO 131,ChIJp23WDtbBhkcRmDcXYzgzAV4,,4.3,"['cafe', 'liquor_store', 'bakery', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",61.0,"Via Giuseppe Candiani, 131, Milano"
5530,18587,OPERATIONAL,"{'lat': 45.5030609, 'lng': 9.161744700000002}",Mr Toast by Sciuè,ChIJMa3BqeTAhkcRrBUW2j6oD_0,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Giuseppe Candiani, 128, Milano"
5531,18588,OPERATIONAL,"{'lat': 45.5030722, 'lng': 9.161834700000002}",Pupuseria Don Nelson,ChIJFUhbOa7BhkcRKDVR1hIWd5M,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",471.0,"Via Giuseppe Candiani, 128, Milano"
5532,18589,OPERATIONAL,"{'lat': 45.5036767, 'lng': 9.1618205}",88 Lab Bubble tea & Poke,ChIJD9p9EJTBhkcRc4HGKvjebnE,,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,"Via Don Giuseppe Andreoli, 20, Milano"
5533,18590,OPERATIONAL,"{'lat': 45.5031236, 'lng': 9.1621294}",La Caveja,ChIJ5VZKpuTAhkcRV6yaHpD40kc,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Giuseppe Candiani, 126, Milano"
5534,18591,OPERATIONAL,"{'lat': 45.5035182, 'lng': 9.162087999999999}",Aula PoliFunzionale,ChIJy853zArBhkcRyf8IOoIK2Sw,,4.8,"['movie_theater', 'gym', 'spa', 'lodging', 'bar', 'finance', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']",12.0,"Via Don Giuseppe Andreoli, Milano"
5535,18592,OPERATIONAL,"{'lat': 45.5035688, 'lng': 9.1622131}",Misunchì,ChIJtX6ru-TAhkcRTutjIzV6TPM,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",91.0,"Via Don Giuseppe Andreoli, 17, Milano"
5536,18593,OPERATIONAL,"{'lat': 45.5030934, 'lng': 9.162456200000001}",Nevada Take Away,ChIJzXcsp-TAhkcRx3fDs6AHKDI,,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",26.0,"Via Giuseppe Candiani, 125, Milano"
5537,18594,PERMANENTLY_CLOSED,"{'lat': 45.5031134, 'lng': 9.1625511}",CPiace,ChIJ8Tyk_knBhkcRGMsGNXVyRgY,,5.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Giuseppe Candiani, 125, Milano"
5538,18595,OPERATIONAL,"{'lat': 45.5031134, 'lng': 9.1625511}",125 Centoventicinque,ChIJG1ZeoeTAhkcRmZptQpWLPFU,1.0,4.8,"['meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",345.0,"Via Giuseppe Candiani, 125, Milano"
5539,18606,OPERATIONAL,"{'lat': 45.5033756, 'lng': 9.1631761}",Trattoria Speranza,ChIJ4RaKmuTAhkcRmAiDUBZ10Pw,1.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",184.0,"Via Giuseppe Candiani, 114, Milano"
5540,18609,OPERATIONAL,"{'lat': 45.5032539, 'lng': 9.1626463}",Ma Mi Hostaria Gastronomy,ChIJHWHBsiXBhkcRAQ0_c2cBvCE,1.0,4.7,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",83.0,"Via Giuseppe Candiani, 122, Milano"
5541,18614,OPERATIONAL,"{'lat': 45.5038443, 'lng': 9.163023}",TABACCHERIA De Benedictis Francesco,ChIJOa9fk-TAhkcRbVyBvsrf89M,,5.0,"['bar', 'local_government_office', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"Via Don Giuseppe Andreoli, Milano"
5542,18615,OPERATIONAL,"{'lat': 45.5038634, 'lng': 9.163164899999998}",Pan Pizzeria Rosticceria,ChIJE3u0leTAhkcRkBpuSJIG7mQ,,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",18.0,"Via Don Giuseppe Andreoli, 9, Milano"
5543,18622,OPERATIONAL,"{'lat': 45.5025301, 'lng': 9.1658931}",SAKURA SUSHI & POKE STATION,ChIJ40gl9OPAhkcRIgcWLs34s0U,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",63.0,"Via Filippo Baldinucci, 102, Milano"
5544,18626,OPERATIONAL,"{'lat': 45.5038547, 'lng': 9.166127099999999}",Conny &...,ChIJ8X0wPuTAhkcReJdyKhPDGqQ,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",90.0,"Via Giuseppe Candiani, 85, Milano"
5545,18627,OPERATIONAL,"{'lat': 45.50389970000001, 'lng': 9.1656057}",Ristorante Aragosta d'Oro dal 1976,ChIJK8U0QOTAhkcRCsUMkCw3WAY,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",266.0,"Via Giuseppe Candiani, 92, Milano"
5546,18629,OPERATIONAL,"{'lat': 45.503808, 'lng': 9.165026600000001}",Delicious Asian fast food,ChIJvROmbTrBhkcRs01jLSy7bxA,,4.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",24.0,"Via Giuseppe Candiani, 98, Milano"
5547,18636,OPERATIONAL,"{'lat': 45.5029099, 'lng': 9.169794799999998}",Baraonda,ChIJ4XoG1-bAhkcR2CqBfpSS7pI,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,"Via Antonio Carnevali, 74, Milano"
5548,18640,OPERATIONAL,"{'lat': 45.50465, 'lng': 9.168394200000002}",Candiani 66,ChIJ6W1iy63BhkcR9E-Ub7fJjg8,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,"Via Giuseppe Candiani, 66, Milano"
5549,18658,OPERATIONAL,"{'lat': 45.5041058, 'lng': 9.1758642}",QKing Corestaurant,ChIJD82tq93AhkcRksA4cdiFebU,2.0,4.2,"['restaurant', 'art_gallery', 'food', 'point_of_interest', 'establishment']",95.0,"Via Giuseppe Tartini, 13, Milano"
5550,18660,OPERATIONAL,"{'lat': 45.5032113, 'lng': 9.176329800000001}",qui si mangia,ChIJxUPrVdzAhkcRDen9gktIPp0,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,"Via Giuseppe Tartini, 9, Milano"
5551,18661,OPERATIONAL,"{'lat': 45.5035237, 'lng': 9.176337099999998}",Alice Pizza Dergano,ChIJ_V7O0r3BhkcRk-Ds-5HeuuQ,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",156.0,"Via Giuseppe Tartini, 3, Milano"
5552,18662,OPERATIONAL,"{'lat': 45.50387930000001, 'lng': 9.176401100000001}",Trattoria Sun Garden Milano,ChIJc0P0U9zAhkcR_qI2EpwQuDQ,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,"Via Giuseppe Tartini, 5, Milano"
5553,18663,OPERATIONAL,"{'lat': 45.5047927, 'lng': 9.175214100000002}",MOTO PIZZA 3 sas,ChIJFz3ABN3AhkcRLVBYgQ17OC4,,3.9,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",27.0,"Via Giuseppe Tartini, 19, Milano"
5554,18664,PERMANENTLY_CLOSED,"{'lat': 45.50348739999999, 'lng': 9.1766664}",Panini Tramezzini,ChIJax2OT9zAhkcR1uVUDbSDBow,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Giuseppe Tartini, Milano"
5555,18666,OPERATIONAL,"{'lat': 45.5043813, 'lng': 9.176169699999999}",Pizzeria Cleopatra,ChIJDXy2Ad3AhkcRqTL4b0mhHF0,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,"Via Giuseppe Tartini, Milano"
5556,18667,OPERATIONAL,"{'lat': 45.5044271, 'lng': 9.1761191}",Lovely Poke,ChIJlcsfJsXBhkcRt4lhraDxOK8,,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",52.0,"Via Giuseppe Tartini, 11 A, Milano"
5557,18668,OPERATIONAL,"{'lat': 45.50305300000001, 'lng': 9.177165600000002}",Pizzeria Amalfi,ChIJFQNQQNzAhkcRcsEfGroiCPE,,2.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Piazza Dergano, 2, Milano"
5558,18669,OPERATIONAL,"{'lat': 45.5049532, 'lng': 9.175656499999997}",Da noi si mangia,ChIJLRnUEN3AhkcR-GJIsL73SGY,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",387.0,"Via Giuseppe Tartini, 25, Milano"
5559,18670,OPERATIONAL,"{'lat': 45.5042514, 'lng': 9.1770883}",Alduccio - Taverna Calabra,ChIJq8rlNmnBhkcRWT1i-O8IClg,,4.7,"['liquor_store', 'grocery_or_supermarket', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",77.0,"Via Cesare Brivio, 13, Milano"
5560,18681,PERMANENTLY_CLOSED,"{'lat': 45.5034424, 'lng': 9.178270399999999}",Sweet Italy,ChIJ__9Pd9zAhkcRv_f839Z7pkI,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Conte Verde, 21, Milano"
5561,18685,OPERATIONAL,"{'lat': 45.5035118, 'lng': 9.178607399999999}",ROMEO MENDOZA,ChIJB7awVrfBhkcRltakZAPH274,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Conte Verde, 17, Milano"
5562,18686,OPERATIONAL,"{'lat': 45.5035118, 'lng': 9.178607399999999}",Baker's food house,ChIJb4riRcDBhkcRNPzBjLlV1SA,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",31.0,"Via Conte Verde, 17, Milano"
5563,18691,OPERATIONAL,"{'lat': 45.5040829, 'lng': 9.180167700000002}",La Montagnetta D'asporto,ChIJJ2mcdtvAhkcRb550nXavZzw,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",48.0,"Via Conte Verde, 1, Milano"
5564,18692,OPERATIONAL,"{'lat': 45.5041058, 'lng': 9.180370199999999}",Qian Wei Fang 千味坊,ChIJWRQyC9vAhkcRDtk4__qTtDU,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",133.0,"Via Carlo Imbonati, 67, Milano"
5565,18696,OPERATIONAL,"{'lat': 45.5042523, 'lng': 9.1803005}",Ristorante El Pollo Gordo,ChIJ50OHntfAhkcRBAWL4MTXYsA,1.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",350.0,"Via Carlo Imbonati, 71, Milano"
5566,18705,OPERATIONAL,"{'lat': 45.5037208, 'lng': 9.180592699999998}",Turkish kebap-pizza-grill-Imbonati,ChIJRR203RvBhkcRxOIqieEHXOg,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",203.0,"Via Carlo Imbonati, 63, Milano"
5567,18706,OPERATIONAL,"{'lat': 45.50400810000001, 'lng': 9.1804487}",Cucina Cinese,ChIJx1nsdNvAhkcR0g8Lc3GGads,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Carlo Imbonati, 67, Milano"
5568,18707,OPERATIONAL,"{'lat': 45.5041138, 'lng': 9.1802505}",Dian Wei Fang,ChIJIRoXdNvAhkcRYSmnz0Pt8Vo,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,Italy
5569,18708,OPERATIONAL,"{'lat': 45.5028769, 'lng': 9.181175399999999}",Tasty Rosticceria Indiano,ChIJtb8F233BhkcRkv5WWFYh1IE,,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",47.0,"Via Carlo Imbonati, 55, Milano"
5570,18709,OPERATIONAL,"{'lat': 45.5032754, 'lng': 9.1812211}",Dong Bei Si Fang Cai Chinese Restaurant,ChIJcZXjsdvAhkcRe8exzTZHx-k,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",243.0,"Via Carlo Imbonati, 56, Milano"
5571,18718,OPERATIONAL,"{'lat': 45.50323480000001, 'lng': 9.181323500000001}",Margò Pizza Milano,ChIJE5NNX17BhkcRf4mDEZf4r6Q,,4.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",33.0,"Via Carlo Imbonati, 56, Milano"
5572,18729,OPERATIONAL,"{'lat': 45.50295209999999, 'lng': 9.184067100000002}",Vecchia Osteria del Mare,ChIJy7v0GIvBhkcRX94y8W7cFv8,,4.2,"['restaurant', 'liquor_store', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",334.0,"Via Giovanni Bovio, 8, Milano"
5573,18733,OPERATIONAL,"{'lat': 45.5048103, 'lng': 9.185091000000002}",Ai Tre Scugnizzi,ChIJ99jUEdDAhkcRBrFSBgwIYHE,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",986.0,"Via Rodolfo Margaria, Milano"
5574,18744,OPERATIONAL,"{'lat': 45.50305300000001, 'lng': 9.1884455}",Nizza,ChIJFSvBCdHAhkcRJA58soHLxnQ,1.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",361.0,"Piazzale Nizza, 3, Milano"
5575,18764,OPERATIONAL,"{'lat': 45.50517889999999, 'lng': 9.197375899999997}",La Montagnetta Tris,ChIJM5JssTLHhkcRW7g0vbzWxdo,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",139.0,"Viale Giovanni Suzzani, 12, Milano"
5576,18778,OPERATIONAL,"{'lat': 45.50444599999999, 'lng': 9.205355799999998}",Fresca Pasta Club,ChIJn1XsCFrHhkcR0f-IyNUolwg,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"Via Privata Giuseppe Ugolini, 3, Milano"
5577,18779,OPERATIONAL,"{'lat': 45.50426480000001, 'lng': 9.2059173}",GAM Pocha,ChIJE1QFvNTHhkcRGlvMEs21Gr4,,4.7,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.0,"Via Privata Giuseppe Ugolini, 3, Milano"
5578,18783,OPERATIONAL,"{'lat': 45.5034873, 'lng': 9.209168300000002}",Tentempié · mesoamerican snackeria,ChIJDbCgDxnHhkcRWW-jDdqJI7U,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",27.0,"Via Comune Antico, 15, Milano"
5579,18784,OPERATIONAL,"{'lat': 45.5034873, 'lng': 9.209168300000002}",Altatto,ChIJzdp9QAHEhkcRE9KEnqg49UU,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",168.0,"Via Comune Antico, 15, Milano"
5580,18808,OPERATIONAL,"{'lat': 45.50339229999999, 'lng': 9.2207653}",Taverna Greca Mykonos,ChIJZel0-hfHhkcRcMebD2rOZZY,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1770.0,"Via Tofane, 5, Milano"
5581,18809,OPERATIONAL,"{'lat': 45.5030312, 'lng': 9.21977}",Bocciofila Martesana Aps,ChIJmUnhARjHhkcRLXPS_uMjL2s,1.0,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",605.0,"Via Rovigno, 14, Milano"
5582,18812,OPERATIONAL,"{'lat': 45.5037512, 'lng': 9.223081299999999}",Seven Casa Dei Ciliegi,ChIJ80CTdBfHhkcRW0gmeUdCdPY,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1290.0,"Via Luigi Bertelli, 4, Milano"
5583,18814,OPERATIONAL,"{'lat': 45.5045026, 'lng': 9.222023299999998}",Pizzeria Santa Lucia,ChIJycesuxfHhkcRgtDtQ2nwZL4,1.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",87.0,"Viale Monza, 185, Milano"
5584,18815,OPERATIONAL,"{'lat': 45.5048343, 'lng': 9.2220556}",Osteria Il Piccolo Porto,ChIJ8c-lsRfHhkcRuVG-vfKZaVM,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",552.0,"Viale Monza, 187, Milano"
5585,18817,OPERATIONAL,"{'lat': 45.5029721, 'lng': 9.2215315}",Pizzeria S. Stefano,ChIJ62DJiRfHhkcRgT9e45exiJA,1.0,4.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",100.0,"Viale Monza, 173, Milano"
5586,18818,OPERATIONAL,"{'lat': 45.5032466, 'lng': 9.2216136}",Semplice - Ritrovo con cucina,ChIJu4kJW4nHhkcRjT5tmyy39yk,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",159.0,"Viale Monza, 175, Milano"
5587,18821,OPERATIONAL,"{'lat': 45.50437979999999, 'lng': 9.221996200000001}",BLACK PEPPER,ChIJY-lpC4jHhkcRDpmDBJb3Gbs,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",22.0,"Viale Monza, 185, Milano"
