id,title,r_bubbles,r_number,cook_type,expensive
2960,2961. Ristorante Alla Collina Pistoiese,"Punteggio 3,5 su 5",488 recensioni,"Italiana, Mediterranea",€€ - €€€
2961,2962. Bar Gioia,"Punteggio 4,0 su 5",26 recensioni,"Bar, Pub",€
2962,2963. Ristorante Mezzo,"Punteggio 4,0 su 5",14 recensioni,€€ - €€€,?
2963,2964. MamaStrEat,"Punteggio 4,0 su 5",140 recensioni,"Messicana, Latino americana",€
2964,2965. Sphera Locura,"Punteggio 4,5 su 5",20 recensioni,€,?
2965,2966. Pasta Fresca Democratica,"Punteggio 4,0 su 5",24 recensioni,"Italiana, Fast food",€
2966,2967. La Vera Pizza Di Ceku Shkelqim,"Punteggio 4,5 su 5",19 recensioni,"Italiana, Pizza",€
2967,2968. 41 Wine Bar & More,"Punteggio 4,5 su 5",12 recensioni,"Italiana, Caffè",€€ - €€€
2968,2969. Giardino d'oro,"Punteggio 3,5 su 5",59 recensioni,"Cinese, Pizza",€
2969,2970. La Vineria 2,"Punteggio 4,0 su 5",44 recensioni,Italiana,€
2970,2971. Missori Café,"Punteggio 4,5 su 5",21 recensioni,"Italiana, Bar",€
2971,2972. The Garden by Boscogrosso,"Punteggio 3,5 su 5",64 recensioni,"Italiana, Barbecue",€€ - €€€
2972,2973. Fashion Bar Milano,"Punteggio 4,5 su 5",19 recensioni,Italiana,€
2973,2974. Meeting Per Elani,"Punteggio 5,0 su 5",7 recensioni,"Bar, Pub",?
2974,2975. Trattoria Pizzeria La Carrozza,"Punteggio 4,0 su 5",18 recensioni,"Pizza, Italiana",€
2975,2976. Al Piccolo Borgo,"Punteggio 3,5 su 5",159 recensioni,"Italiana, Pizza",€€ - €€€
2976,2977. San Michele 2,"Punteggio 3,5 su 5",187 recensioni,"Italiana, Pizza",€
2977,2978. Billy's Place,"Punteggio 4,0 su 5",18 recensioni,"Pizza, Grill",?
2978,2979. Locanda Da Vinci,"Punteggio 3,5 su 5",207 recensioni,"Bar, Europea",€
2979,2980. Hanoi,"Punteggio 4,0 su 5",31 recensioni,"Vietnamita, Pesce",€€ - €€€
2980,2981. Il Panino Ignorante Gourmet,"Punteggio 4,0 su 5",65 recensioni,Italiana,€
2981,2982. Hanabi Restaurant,"Punteggio 3,5 su 5",163 recensioni,"Giapponese, Sushi",€€ - €€€
2982,2983. Naturalmente,"Punteggio 4,0 su 5",58 recensioni,Zuppe,€
2983,2984. Ristoro Monterosso,"Punteggio 4,0 su 5",25 recensioni,"Italiana, Pizza",€
2984,2985. duomo dal 1952,"Punteggio 3,5 su 5",700 recensioni,Italiana,€€ - €€€
2985,2986. Ristorante - Pizzeria San Marco,"Punteggio 3,5 su 5",131 recensioni,"Italiana, Pizza",€
2986,2987. Laguna Blu,"Punteggio 3,5 su 5",135 recensioni,"Italiana, Pizza",€
2987,2988. Restaurant Wen Xiang,"Punteggio 4,0 su 5",43 recensioni,"Cinese, Giapponese",€
2988,2989. Mare Blu,"Punteggio 3,5 su 5",68 recensioni,"Italiana, Pesce",€
2989,2990. Le Combattenti,"Punteggio 4,0 su 5",68 recensioni,Italiana,€
2990,2991. Yankee,"Punteggio 4,5 su 5",17 recensioni,"Italiana, Bar",€€ - €€€
2991,2992. Atempo - Contemporary Seasonal Bistrot,"Punteggio 4,5 su 5",9 recensioni,"Italiana, Mediterranea",€€ - €€€
2992,2993. Tyche Greek Pita Gyros,"Punteggio 4,0 su 5",40 recensioni,"Greca, Fast food",€
2993,2994. BOUL & CO,"Punteggio 4,5 su 5",13 recensioni,"Pesce, Asiatica",€
2994,2995. Hole In One,"Punteggio 4,5 su 5",19 recensioni,Italiana,€
2995,2996. Pizzeria San Gennaro,"Punteggio 3,5 su 5",149 recensioni,"Italiana, Pizza",€
2996,2997. le banque,"Punteggio 3,5 su 5",423 recensioni,"Italiana, Mediterranea",€
2997,2998. Koshin,"Punteggio 3,5 su 5",137 recensioni,"Cinese, Sushi",€
2998,2999. Tamandi Corso Garibaldi,"Punteggio 4,0 su 5",77 recensioni,"Italiana, Pizza",€
2999,3000. Davet Kebap-Pizza-Grill,"Punteggio 4,5 su 5",10 recensioni,Turca,€
3000,3001. Il Cantiniere ristorante -pizzeria,"Punteggio 4,0 su 5",63 recensioni,"Italiana, Pizza",€€€€
3001,3002. Mu Paolo Sarpi,"Punteggio 4,5 su 5",16 recensioni,"Cinese, Italiana",€
3002,3003. Est - Enosteria Sociale Con Terrazza,"Punteggio 4,0 su 5",20 recensioni,"Italiana, Mediterranea",?
3003,3004. Ristorante Wakou,"Punteggio 4,0 su 5",58 recensioni,"Cinese, Giapponese",€€ - €€€
3004,3005. Vietnamonamour Taramelli,"Punteggio 3,5 su 5",73 recensioni,"Pesce, Asiatica",€€ - €€€
3005,3006. Outlet Dolciario Via Torino,"Punteggio 4,0 su 5",59 recensioni,€,?
3006,3007. Buongiorno Milano,"Punteggio 4,0 su 5",30 recensioni,Caffè,€
3007,3008. La Piadina di Susy,"Punteggio 4,0 su 5",31 recensioni,"Italiana, Caffè",€
3008,3009. Ristorante Donati,"Punteggio 3,5 su 5",197 recensioni,"Contemporanea, Italiana",€€ - €€€
3009,3010. Pizzeria Rimon,"Punteggio 4,0 su 5",27 recensioni,"Pizza, Italiana",€
3010,3011. Criollo,"Punteggio 4,0 su 5",34 recensioni,"Peruviana, Sudamericana",€
3011,3012. Enoteca Max's Wine,"Punteggio 4,5 su 5",31 recensioni,"Italiana, Internazionale",€
3012,3013. Osteria Don,"Punteggio 4,0 su 5",27 recensioni,Italiana,€
3013,3014. Ta' Bueno,"Punteggio 4,0 su 5",30 recensioni,"Peruviana, Sudamericana",€
3014,3015. 3b Burger Beer Bitter,"Punteggio 5,0 su 5",8 recensioni,"Bar, Fast food",€€ - €€€
3015,3016. Tyson Cafe,"Punteggio 4,5 su 5",24 recensioni,"Italiana, Bar",€€ - €€€
3016,3017. Crowne Plaza,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Europea",€€ - €€€
3017,3018. Assaje,"Punteggio 3,5 su 5",86 recensioni,"Pizza, Italiana",?
3018,3019. Batong restaurant,"Punteggio 4,0 su 5",38 recensioni,"Cinese, Asiatica",€€ - €€€
3019,3020. Meravigli 13,"Punteggio 4,0 su 5",57 recensioni,"Italiana, Bar",€
3020,3021. L'aragosta innamorata,"Punteggio 4,0 su 5",61 recensioni,"Italiana, Pizza",€
3021,3022. Gattopardo 2,"Punteggio 3,5 su 5",155 recensioni,"Italiana, Pesce",€€ - €€€
3022,3023. Church 81,"Punteggio 4,0 su 5",34 recensioni,"Italiana, Mediterranea",€€ - €€€
3023,3024. Apuliami,"Punteggio 4,5 su 5",25 recensioni,Italiana,€€ - €€€
3024,3025. Hosteria Marechiaro,"Punteggio 4,5 su 5",17 recensioni,"Italiana, Pesce",€€ - €€€
3025,3026. L'Ambrata The Italian Pub,"Punteggio 5,0 su 5",7 recensioni,?,?
3026,3027. Ralph's Milano,"Punteggio 3,5 su 5",154 recensioni,"Italiana, Europea",€€ - €€€
3027,3028. PanBolla,"Punteggio 4,0 su 5",51 recensioni,"Italiana, Pizza",€€ - €€€
3028,3029. Bar Pizzeria Cristian,"Punteggio 4,0 su 5",30 recensioni,"Italiana, Pizza",€
3029,3030. Visconti 22,"Punteggio 4,0 su 5",17 recensioni,"Italiana, Pizza",€
3030,3031. Pizza Ok & Fish,"Punteggio 3,5 su 5",180 recensioni,"Italiana, Pizza",€€ - €€€
3031,3032. Walden Cafè Milano,"Punteggio 4,0 su 5",29 recensioni,€€ - €€€,?
3032,3033. Fima,"Punteggio 4,5 su 5",20 recensioni,Italiana,€€ - €€€
3033,3034. Il Borgo,"Punteggio 3,5 su 5",66 recensioni,"Italiana, Pizza",€€ - €€€
3034,3035. Pasta Mi,"Punteggio 5,0 su 5",10 recensioni,"Italiana, Fast food",€
3035,3036. Porkettiamo,"Punteggio 4,0 su 5",17 recensioni,"Romana, Laziale",€€ - €€€
3036,3037. I Capatosta Viale Umbria,"Punteggio 3,5 su 5",100 recensioni,"Italiana, Pizza",€€ - €€€
3037,3038. Il Regno di Napoli Srl,"Punteggio 4,0 su 5",59 recensioni,"Italiana, Pizza",€€ - €€€
3038,3039. Segrino SRL La Rotonda di Segrino,"Punteggio 3,5 su 5",378 recensioni,"Italiana, Pizza",€€ - €€€
3039,3040. CÖR Italian Restaurant,"Punteggio 4,0 su 5",50 recensioni,"Italiana, Pesce",€€€€
3040,3041. La Birreria Italiana Milano Darsena,"Punteggio 3,5 su 5",315 recensioni,"Italiana, Bar",€
3041,3042. Las Vegas Ristopub,"Punteggio 3,5 su 5",104 recensioni,"Italiana, Pub",€€ - €€€
3042,3043. B87 Bistrot,"Punteggio 5,0 su 5",7 recensioni,"Italiana, Italiana (nord)",?
3043,3044. Joy Grill,"Punteggio 3,5 su 5",113 recensioni,"Libanese, Mediterranea",€
3044,3045. El Beverin,"Punteggio 3,5 su 5",553 recensioni,"Italiana, Mediterranea",€€ - €€€
3045,3046. Sui Generis,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Internazionale",€
3046,3047. Frizzi & Lazzi Bar,"Punteggio 3,5 su 5",94 recensioni,Bar,€
3047,3048. Fresh City Panini Di Mare,"Punteggio 4,5 su 5",13 recensioni,"Pesce, Italiana",€€ - €€€
3048,3049. Denis Milano Moscova,"Punteggio 4,0 su 5",47 recensioni,"Italiana, Pizza",?
3049,3050. The Meatball Family,"Punteggio 3,5 su 5",53 recensioni,"Italiana, Caffè",€
3050,3051. La Collina Dei Ciliegi,"Punteggio 4,0 su 5",53 recensioni,"Italiana, Pizza",€
3051,3052. Il Priscio - Colonne - Panzerotteria con salumi,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Pizza",€
3052,3053. Ristorante Coreano Sun Renshun,"Punteggio 4,0 su 5",14 recensioni,€,?
3053,3054. Butterfly Lounge Bar,"Punteggio 5,0 su 5",14 recensioni,Italiana,€
3054,3055. IL MORO 2,"Punteggio 3,5 su 5",74 recensioni,"Italiana, Pizza",€
3055,3056. Ristorante Cracco,"Punteggio 3,5 su 5",1.611 recensioni,"Italiana, Mediterranea",€€€€
3056,3057. Focacce Italiane,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Fast food",€€ - €€€
3057,3058. Le Castellet,"Punteggio 3,5 su 5",126 recensioni,"Italiana, Pizza",€€ - €€€
3058,3059. Gran Cru,"Punteggio 4,5 su 5",17 recensioni,"Italiana, Wine Bar",€€ - €€€
3059,3060. La Rocchetta Cafè Bistrot,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Caffè",€
3060,3061. Tairyo,"Punteggio 3,5 su 5",296 recensioni,"Cinese, Giapponese",€€ - €€€
3061,3062. Al Meucci,"Punteggio 3,5 su 5",69 recensioni,Italiana,€€ - €€€
3062,3063. Kebab Amir,"Punteggio 4,5 su 5",21 recensioni,"Pizza, Mediorientale",€
3063,3064. Madegra,"Punteggio 4,0 su 5",47 recensioni,"Italiana, Mediterranea",€
3064,3065. Same Restaurant,"Punteggio 4,0 su 5",107 recensioni,"Italiana, Pizza",€€ - €€€
3065,3066. Maya,"Punteggio 3,5 su 5",1.179 recensioni,"Italiana, Ristoranti con bar",€
3066,3067. Moba Milano,"Punteggio 4,0 su 5",26 recensioni,"Italiana, Americana",?
3067,3068. Buono Ravioli,"Punteggio 5,0 su 5",9 recensioni,?,?
3068,3069. Ristorante Le Muse Milano,"Punteggio 4,0 su 5",21 recensioni,Italiana,€€ - €€€
3069,3070. Osteria Il Piccolo Porto,"Punteggio 4,0 su 5",43 recensioni,"Italiana, Pesce",€€ - €€€
3070,3071. Inada Ramen,"Punteggio 5,0 su 5",7 recensioni,"Giapponese, Fusion giapponese",?
3071,3072. Emporio Armani Ristorante Milan,"Punteggio 5,0 su 5",8 recensioni,?,?
3072,3073. Napoli Cafè - BistrO' amburgHeria,"Punteggio 3,5 su 5",59 recensioni,"Italiana, Mediterranea",€€ - €€€
3073,3074. Carmen 2,"Punteggio 3,5 su 5",108 recensioni,"Italiana, Pizza",€
3074,3075. Pasta & Mi,"Punteggio 4,5 su 5",16 recensioni,"Italiana, Contemporanea",€
3075,3076. Balada Sushi,"Punteggio 4,0 su 5",28 recensioni,"Giapponese, Brasiliana",€€ - €€€
3076,3077. Turne night bar,"Punteggio 3,5 su 5",92 recensioni,Internazionale,€
3077,3078. Osteria del Pesce Azzurro,"Punteggio 4,0 su 5",59 recensioni,"Italiana, Pesce",€
3078,3079. Quality Beef,"Punteggio 4,0 su 5",102 recensioni,Italiana,€€ - €€€
3079,3080. Cream Lounge Milano,"Punteggio 3,5 su 5",350 recensioni,"Italiana, Bar",€€ - €€€
3080,3081. Matricola Pub,"Punteggio 3,5 su 5",241 recensioni,"Italiana, Bar",€
3081,3082. Antica Osteria di Via Gluck,"Punteggio 3,5 su 5",1.223 recensioni,"Italiana, Pesce",€€ - €€€
3082,3083. La piada artigianale di Lussy,"Punteggio 4,5 su 5",14 recensioni,Italiana,€
3083,3084. Le Delizie,"Punteggio 4,0 su 5",28 recensioni,"Cinese, Giapponese",€€ - €€€
3084,3085. Trattoria Il Marinaio,"Punteggio 3,5 su 5",55 recensioni,"Pesce, Italiana",€€ - €€€
3085,3086. Lo Stacco Milano,"Punteggio 3,5 su 5",259 recensioni,"Italiana, Europea",€€ - €€€
3086,3087. Conterosso 27,"Punteggio 3,5 su 5",115 recensioni,"Italiana, Pizza",€
3087,3088. Infinity Pizza,"Punteggio 3,5 su 5",96 recensioni,"Italiana, Pizza",€
3088,3089. Tin Whistle Irish Pub,"Punteggio 4,0 su 5",22 recensioni,€€ - €€€,?
3089,3090. Vino al Vino,"Punteggio 3,5 su 5",237 recensioni,"Italiana, Europea",€€ - €€€
3090,3091. Arcano,"Punteggio 3,5 su 5",168 recensioni,"Contemporanea, Ristoranti con bar",€€€€
3091,3092. Nuovo Mitsui 1 Via San gregorio,"Punteggio 3,5 su 5",158 recensioni,"Cinese, Giapponese",€
3092,3093. Dada Cafe,"Punteggio 4,0 su 5",50 recensioni,Italiana,€€ - €€€
3093,3094. Escobrillo,"Punteggio 4,0 su 5",57 recensioni,"Italiana, Gastronomia",€€ - €€€
3094,3095. Souper Natural,"Punteggio 4,0 su 5",35 recensioni,"Zuppe, Italiana",€
3095,3096. Sandrino,"Punteggio 4,0 su 5",35 recensioni,€,?
3096,3097. La Stuzzicheria Bar Caffetteria,"Punteggio 5,0 su 5",10 recensioni,Italiana,?
3097,3098. Tea and Rolls Sushi,"Punteggio 4,0 su 5",50 recensioni,"Giapponese, Sushi",€€ - €€€
3098,3099. Steak It Easy,"Punteggio 5,0 su 5",7 recensioni,"Italiana, Americana",?
3099,3100. Sanya Ayce,"Punteggio 3,5 su 5",152 recensioni,"Cinese, Giapponese",€
3100,3101. Al Confine,"Punteggio 3,5 su 5",64 recensioni,"Italiana, Bar",€
3101,3102. Fiuri Milano Flowers and Coffee,"Punteggio 5,0 su 5",9 recensioni,Caffè,€
3102,3103. Atelier Du Pain Paris,"Punteggio 4,0 su 5",37 recensioni,€€ - €€€,?
3103,3104. Caffetteria della Darsena,"Punteggio 4,5 su 5",15 recensioni,Caffè,€
3104,3105. Piadineria La Caveja,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Cibo di strada",€
3105,3106. Trattoria Siciliana Gattopardo,"Punteggio 3,5 su 5",490 recensioni,"Italiana, Pesce",€€ - €€€
3106,3107. Grannus,"Punteggio 4,0 su 5",13 recensioni,"Pizza, Fusion",€€ - €€€
3107,3108. Farinami Bicocca,"Punteggio 3,5 su 5",270 recensioni,"Italiana, Bar",€€ - €€€
3108,3109. Nea Pizza,"Punteggio 4,5 su 5",12 recensioni,Napoletana,€
3109,3110. Lele Ristorante,"Punteggio 4,5 su 5",11 recensioni,"Italiana, Pizza",?
3110,3111. Bixio XI caffè,"Punteggio 4,5 su 5",19 recensioni,"Italiana, Caffè",€€ - €€€
3111,3112. Bacaro Montenapoleone,"Punteggio 4,0 su 5",19 recensioni,€€ - €€€,?
3112,3113. Trattoria Da Angela & Valentina,"Punteggio 4,0 su 5",21 recensioni,Italiana,€
3113,3114. Mozzarella e Pomodoro,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Pizza",€
3114,3115. Hayama Sushi,"Punteggio 4,0 su 5",48 recensioni,"Giapponese, Sushi",€€ - €€€
3115,3116. Rossopomodoro,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Napoletana",€€ - €€€
3116,3117. Akwaba,"Punteggio 4,5 su 5",25 recensioni,"Italiana, Africana",€
3117,3118. Boba,"Punteggio 4,0 su 5",24 recensioni,"Italiana, Asiatica",€
3118,3119. Princi,"Punteggio 3,5 su 5",1.330 recensioni,"Italiana, Caffè",€€ - €€€
3119,3120. Hug Milano,"Punteggio 4,0 su 5",47 recensioni,Italiana,€€ - €€€
3120,3121. Osteria Pizzeria 82,"Punteggio 4,5 su 5",9 recensioni,?,?
3121,3122. Sushibar,"Punteggio 4,0 su 5",83 recensioni,"Giapponese, Sushi",€€ - €€€
3122,3123. Do Eat,"Punteggio 4,0 su 5",13 recensioni,"Cinese, Sushi",€€ - €€€
3123,3124. Sergio ed Efisio Chiosco Bar,"Punteggio 4,0 su 5",67 recensioni,€,?
3124,3125. FUNKY! art cocktails & deep spirits,"Punteggio 4,5 su 5",12 recensioni,Italiana,€€ - €€€
3125,3126. Den Asian Fusion,"Punteggio 4,0 su 5",32 recensioni,"Cinese, Pesce",€€ - €€€
3126,3127. Onest,"Punteggio 3,5 su 5",59 recensioni,Italiana,€€ - €€€
3127,3128. Fonderie Milanesi,"Punteggio 3,5 su 5",1.231 recensioni,"Italiana, Bar",€€ - €€€
3128,3129. Nannini Restaurant,"Punteggio 4,5 su 5",11 recensioni,Italiana,?
3129,3130. Caffetteria Leonardo,"Punteggio 4,0 su 5",26 recensioni,"Italiana, Caffè",€€ - €€€
3130,3131. A Casa di Rucci,"Punteggio 4,5 su 5",17 recensioni,"Italiana (sud), Italiana",€
3131,3132. Roses Pizza and More,"Punteggio 4,0 su 5",25 recensioni,"Italiana, Pizza",€€ - €€€
3132,3133. Cantun Bakery & Bistrot,"Punteggio 4,0 su 5",20 recensioni,"Italiana, Bar",€€ - €€€
3133,3134. La Corte della Risaia,"Punteggio 3,5 su 5",152 recensioni,"Italiana, Lombarda",€€ - €€€
3134,3135. I Love Poke Filzi,"Punteggio 3,5 su 5",43 recensioni,"Hawaiana, Salutistica",€€ - €€€
3135,3136. MiBiò bistrot,"Punteggio 4,0 su 5",17 recensioni,"Italiana, Mediterranea",€€ - €€€
3136,3137. La Fontanella,"Punteggio 3,5 su 5",224 recensioni,"Bar, Europea",€€ - €€€
3137,3138. Chez Panin,"Punteggio 4,0 su 5",47 recensioni,"Italiana, Gastronomia",€€ - €€€
3138,3139. Dal Milanese,"Punteggio 3,5 su 5",72 recensioni,"Italiana, Mediterranea",€€ - €€€
3139,3140. Renzini Norcinarte,"Punteggio 3,5 su 5",207 recensioni,Italiana,€€ - €€€
3140,3141. Yamakawa,"Punteggio 3,5 su 5",91 recensioni,"Cinese, Giapponese",€
3141,3142. Rifugio Urbano,"Punteggio 5,0 su 5",8 recensioni,"Barbecue, Italiana",€€ - €€€
3142,3143. Lo Sfizio in Galleria,"Punteggio 4,5 su 5",13 recensioni,Italiana,€
3143,3144. Becho,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Mediterranea",€€ - €€€
3144,3145. La Bodeguita del Medio,"Punteggio 3,5 su 5",298 recensioni,"Latino americana, Cubana",€€ - €€€
3145,3146. The Cambridge Pub,"Punteggio 4,0 su 5",56 recensioni,"Pub, Italiana",€
3146,3147. Il Grano D'Oro Milano,"Punteggio 4,0 su 5",32 recensioni,"Pizza, Italiana",€
3147,3148. Il Piccolo Bistrò,"Punteggio 3,5 su 5",59 recensioni,Italiana,€€ - €€€
3148,3149. Osteria Serafina,"Punteggio 4,5 su 5",52 recensioni,Italiana,€€€€
3149,3150. Ristorante Pizzeria Lepontina,"Punteggio 3,5 su 5",91 recensioni,"Italiana, Pizza",€
3150,3151. Mito Italia,"Punteggio 4,5 su 5",17 recensioni,"Italiana, Wine Bar",€€ - €€€
3151,3152. Chic&Go Piazza Virgilio,"Punteggio 4,0 su 5",42 recensioni,Italiana,€
3152,3153. Atelier Cafe,"Punteggio 4,0 su 5",34 recensioni,"Italiana, Bar",€
3153,3154. Scott Joplin Pub,"Punteggio 3,5 su 5",82 recensioni,"Bar, Pub",€€ - €€€
3154,3155. Taverna Gasparotto,"Punteggio 3,5 su 5",87 recensioni,"Italiana, Mediterranea",€€ - €€€
3155,3156. Mai dire bar al 32,"Punteggio 4,5 su 5",11 recensioni,"Italiana, Caffè",€€ - €€€
3156,3157. Trattoria Davis,"Punteggio 4,0 su 5",60 recensioni,Italiana,€€ - €€€
3157,3158. Sushi Boutique,"Punteggio 3,5 su 5",61 recensioni,"Giapponese, Pesce",€
3158,3159. Eutopia,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Gastronomia",?
3159,3160. Istanbul Kebap,"Punteggio 4,0 su 5",26 recensioni,"Turca, Italiana",€
3160,3161. The Meatball Family Citylife,"Punteggio 3,5 su 5",94 recensioni,Italiana,€
3161,3162. El Idolo 2,"Punteggio 3,5 su 5",94 recensioni,"Pesce, Ecuadoregna",€€ - €€€
3162,3163. Nelson cafe,"Punteggio 4,5 su 5",25 recensioni,"Bar, Pub",€
3163,3164. Pizzeria Gioia,"Punteggio 4,0 su 5",22 recensioni,"Italiana, Pizza",€
3164,3165. Pizza al Trancio,"Punteggio 4,0 su 5",51 recensioni,Pizza,€
3165,3166. Oishii,"Punteggio 3,5 su 5",277 recensioni,"Cinese, Giapponese",€€ - €€€
3166,3167. Rosticceria Fontana,"Punteggio 4,5 su 5",19 recensioni,Italiana,€
3167,3168. J.blend,"Punteggio 4,5 su 5",19 recensioni,"Italiana, Steakhouse",€€ - €€€
3168,3169. Le 5 Delizie della Sicilia,"Punteggio 4,0 su 5",33 recensioni,"Italiana, Siciliana",€
3169,3170. Hamerica’s,"Punteggio 3,5 su 5",46 recensioni,Americana,€€ - €€€
3170,3171. D'ire Mini Bakery & Bistrot,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Francese",?
3171,3172. Red and White Bar,"Punteggio 3,5 su 5",60 recensioni,"Italiana, Pizza",€
3172,3173. Cocciuto,"Punteggio 3,5 su 5",184 recensioni,"Italiana, Pizza",€
3173,3174. Delicatessen - L'Alto Adige a tavola,"Punteggio 4,0 su 5",1.737 recensioni,"Italiana, Austriaca",€€ - €€€
3174,3175. Wok of Milan,"Punteggio 3,5 su 5",300 recensioni,"Cinese, Giapponese",€
3175,3176. Cafe' Marulli,"Punteggio 4,5 su 5",24 recensioni,Italiana,€
3176,3177. Piccolo Mare 1,"Punteggio 3,5 su 5",72 recensioni,"Italiana, Pesce",€€ - €€€
3177,3178. Shannara 3,"Punteggio 5,0 su 5",8 recensioni,Pesce,€€€€
3178,3179. Ristorante cucina giapponese Satokina,"Punteggio 3,5 su 5",75 recensioni,"Giapponese, Sushi",€€ - €€€
3179,3180. Centro Botanico,"Punteggio 4,0 su 5",64 recensioni,€€ - €€€,?
3180,3181. Kaprikorn,"Punteggio 3,5 su 5",154 recensioni,"Italiana, Bar",€
3181,3182. Brioche & Pinsa,"Punteggio 4,5 su 5",10 recensioni,"Pizza, Italiana",?
3182,3183. IYI Fusion Experience,"Punteggio 4,5 su 5",10 recensioni,?,?
3183,3184. Chez Nous 29,"Punteggio 4,0 su 5",29 recensioni,€,?
3184,3185. Lounge 42 Bar Caffe,"Punteggio 4,5 su 5",21 recensioni,Italiana,€
3185,3186. Temakinho Milan Duomo,"Punteggio 3,5 su 5",420 recensioni,"Giapponese, Brasiliana",€€ - €€€
3186,3187. Macelleria Maggio di Biassoni Francesco,"Punteggio 4,5 su 5",19 recensioni,Italiana,€€ - €€€
3187,3188. Putea,"Punteggio 4,0 su 5",33 recensioni,"Italiana, Italiana (sud)",€€ - €€€
3188,3189. El Porteno Prohibido,"Punteggio 3,5 su 5",74 recensioni,"Barbecue, Argentina",€€€€
3189,3190. Dino Cafè,"Punteggio 4,0 su 5",72 recensioni,"Italiana, Bar",€€ - €€€
3190,3191. Babila's Bistrot & Bar,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Internazionale",€€ - €€€
