trip,similar
 Ristorante Montreal,"[{'score': 81, 'google': 'RISTORANTE MINA', 'formatted_google': 'ristorantemina'}, {'score': 80, 'google': 'Ristorante Al Ponte', 'formatted_google': 'ristorantealponte'}, {'score': 80, 'google': 'Ristorante Conte Camillo', 'formatted_google': 'ristorantecontecamillo'}, {'score': 82, 'google': 'Ristorante Montreal Pizzeria', 'formatted_google': 'ristorantemontrealpizzeria'}, {'score': 80, 'google': 'Ristorante Oriente', 'formatted_google': 'ristoranteoriente'}]"
 Ristorante Mezza Luna,[]
 Ristorante Mad'son all'interno del Best Western Hotel Madison,[]
 Ristorante Nabucco,"[{'score': 100, 'google': 'Ristorante Nabucco', 'formatted_google': 'ristorantenabucco'}]"
 Ristorante Mi Casa,"[{'score': 87, 'google': 'RISTORANTE MINA', 'formatted_google': 'ristorantemina'}, {'score': 81, 'google': 'Ristorante Antica Posta', 'formatted_google': 'ristoranteanticaposta'}, {'score': 81, 'google': 'Ristorante Bianca', 'formatted_google': 'ristorantebianca'}, {'score': 81, 'google': 'Ristorante Cesare', 'formatted_google': 'ristorantecesare'}, {'score': 80, 'google': 'Ristorante IKEA', 'formatted_google': 'ristoranteikea'}, {'score': 83, 'google': 'Ristorante IMI', 'formatted_google': 'ristoranteimi'}, {'score': 80, 'google': 'Ristorante Musikahan', 'formatted_google': 'ristorantemusikahan'}, {'score': 81, 'google': 'Ristorante Mò', 'formatted_google': 'ristorantemò'}, {'score': 80, 'google': 'Ristorante Yama', 'formatted_google': 'ristoranteyama'}, {'score': 80, 'google': 'Ristorante anna', 'formatted_google': 'ristoranteanna'}]"
 Ristorante Mi Barrunto,[]
 Ristorante Monteceneri,"[{'score': 82, 'google': 'Ristorante Cinese Monte Ceneri 在他香', 'formatted_google': 'ristorantecinesemonteceneri在他香'}]"
 Ristorante Mun,"[{'score': 80, 'google': 'BB Ristorante', 'formatted_google': 'bbristorante'}, {'score': 89, 'google': 'RISTORANTE MINA', 'formatted_google': 'ristorantemina'}, {'score': 86, 'google': 'RISTORANTE RAMEN', 'formatted_google': 'ristoranteramen'}, {'score': 87, 'google': 'Ristorante', 'formatted_google': 'ristorante'}, {'score': 83, 'google': 'Ristorante Carmen', 'formatted_google': 'ristorantecarmen'}, {'score': 80, 'google': 'Ristorante Carmen 2', 'formatted_google': 'ristorantecarmen2'}, {'score': 83, 'google': 'Ristorante Dunque', 'formatted_google': 'ristorantedunque'}, {'score': 81, 'google': 'Ristorante Fuku', 'formatted_google': 'ristorantefuku'}, {'score': 83, 'google': 'Ristorante G', 'formatted_google': 'ristoranteg'}, {'score': 85, 'google': 'Ristorante IMI', 'formatted_google': 'ristoranteimi'}, {'score': 85, 'google': 'Ristorante Jin', 'formatted_google': 'ristorantejin'}, {'score': 83, 'google': 'Ristorante Lu Yuan', 'formatted_google': 'ristoranteluyuan'}, {'score': 83, 'google': 'Ristorante Maruji', 'formatted_google': 'ristorantemaruji'}, {'score': 81, 'google': 'Ristorante Musikahan', 'formatted_google': 'ristorantemusikahan'}, {'score': 92, 'google': 'Ristorante Mò', 'formatted_google': 'ristorantemò'}, {'score': 81, 'google': 'Ristorante Novo', 'formatted_google': 'ristorantenovo'}, {'score': 80, 'google': 'Ristorante Sultane', 'formatted_google': 'ristorantesultane'}, {'score': 81, 'google': 'Ristorante Yama', 'formatted_google': 'ristoranteyama'}, {'score': 81, 'google': 'Ristorante anna', 'formatted_google': 'ristoranteanna'}, {'score': 85, 'google': 'ristorante bub', 'formatted_google': 'ristorantebub'}, {'score': 80, 'google': 'ristorante durando', 'formatted_google': 'ristorantedurando'}]"
 Ristorante Nectare,"[{'score': 97, 'google': 'Ristorante BNectare', 'formatted_google': 'ristorantebnectare'}, {'score': 81, 'google': 'Ristorante Capri', 'formatted_google': 'ristorantecapri'}, {'score': 85, 'google': 'Ristorante Carmen', 'formatted_google': 'ristorantecarmen'}, {'score': 82, 'google': 'Ristorante Carmen 2', 'formatted_google': 'ristorantecarmen2'}, {'score': 85, 'google': 'Ristorante Cesare', 'formatted_google': 'ristorantecesare'}]"
 Ristorante Novecento,"[{'score': 80, 'google': 'Ristorante Acanto', 'formatted_google': 'ristoranteacanto'}, {'score': 85, 'google': 'Ristorante Novo', 'formatted_google': 'ristorantenovo'}]"
 Ristorante Moscara Terra d'Otranto,[]
 Ristorante Mumbai Sas Di Rahman Paola Sharmili,[]
 Ristorante Omega 3,"[{'score': 80, 'google': 'RISTORANTE MINA', 'formatted_google': 'ristorantemina'}, {'score': 84, 'google': 'Ristorante DoEat', 'formatted_google': 'ristorantedoeat'}, {'score': 81, 'google': 'Ristorante G', 'formatted_google': 'ristoranteg'}, {'score': 80, 'google': 'Ristorante IKEA', 'formatted_google': 'ristoranteikea'}, {'score': 81, 'google': 'Ristorante Mò', 'formatted_google': 'ristorantemò'}, {'score': 81, 'google': 'Ristorante Sa Mesa', 'formatted_google': 'ristorantesamesa'}, {'score': 80, 'google': 'Ristorante Yama', 'formatted_google': 'ristoranteyama'}]"
 Ristorante One Way,"[{'score': 80, 'google': 'RISTORANTE MINA', 'formatted_google': 'ristorantemina'}, {'score': 84, 'google': 'RISTORANTE Nanny', 'formatted_google': 'ristorantenanny'}, {'score': 84, 'google': 'Ristorante DoEat', 'formatted_google': 'ristorantedoeat'}, {'score': 80, 'google': 'Ristorante IKEA', 'formatted_google': 'ristoranteikea'}, {'score': 80, 'google': 'Ristorante Rody', 'formatted_google': 'ristoranterody'}, {'score': 80, 'google': 'Ristorante Watt', 'formatted_google': 'ristorantewatt'}, {'score': 80, 'google': 'Ristorante anna', 'formatted_google': 'ristoranteanna'}]"
 Ristorante Osteria Al 29,[]
 Ristorante Pepellino,[]
 Ristorante Papa Francesco,"[{'score': 98, 'google': 'Ristorante Papà Francesco', 'formatted_google': 'ristorantepapàfrancesco'}]"
 Ristorante PanEVO,"[{'score': 81, 'google': 'Ristorante Acanto', 'formatted_google': 'ristoranteacanto'}, {'score': 80, 'google': 'Ristorante Al Vesuvio', 'formatted_google': 'ristorantealvesuvio'}, {'score': 81, 'google': 'Ristorante Canter', 'formatted_google': 'ristorantecanter'}, {'score': 82, 'google': 'Ristorante Da Angelo', 'formatted_google': 'ristorantedaangelo'}, {'score': 80, 'google': 'Ristorante Eolo', 'formatted_google': 'ristoranteeolo'}, {'score': 80, 'google': 'Ristorante Iper', 'formatted_google': 'ristoranteiper'}, {'score': 87, 'google': 'Ristorante Novo', 'formatted_google': 'ristorantenovo'}, {'score': 80, 'google': 'Ristorante Peruviano', 'formatted_google': 'ristoranteperuviano'}, {'score': 88, 'google': 'Ristorante Planet', 'formatted_google': 'ristoranteplanet'}, {'score': 82, 'google': 'Ristorante San Telmo', 'formatted_google': 'ristorantesantelmo'}, {'score': 80, 'google': 'Ristorante Vivo', 'formatted_google': 'ristorantevivo'}, {'score': 80, 'google': 'Ristorante anna', 'formatted_google': 'ristoranteanna'}, {'score': 84, 'google': 'Ristorante da Leo', 'formatted_google': 'ristorantedaleo'}, {'score': 80, 'google': 'Ristorante di Palermo', 'formatted_google': 'ristorantedipalermo'}]"
" Ristorante Pace, Piazza Roma a Milano","[{'score': 87, 'google': 'Ristorante Pace Piazza Roma', 'formatted_google': 'ristorantepacepiazzaroma'}]"
 Ristorante Peruviano Milano Certosa,[]
 Ristorante Osvi & Mari,"[{'score': 84, 'google': 'Ristorante IMI', 'formatted_google': 'ristoranteimi'}, {'score': 82, 'google': 'Ristorante Maruji', 'formatted_google': 'ristorantemaruji'}, {'score': 82, 'google': 'Ristorante Savini', 'formatted_google': 'ristorantesavini'}, {'score': 80, 'google': 'Ristorante Via Marangoni', 'formatted_google': 'ristoranteviamarangoni'}]"
 Ristorante Orientale Hong Kong Crossover,[]
 Ristorante Piero e Pia,"[{'score': 100, 'google': 'Ristorante Piero e Pia', 'formatted_google': 'ristorantepieroepia'}]"
 Ristorante Piazza Dei Mestieri,"[{'score': 100, 'google': 'Ristorante Piazza dei Mestieri', 'formatted_google': 'ristorantepiazzadeimestieri'}]"
 Ristorante Pianoterra,"[{'score': 83, 'google': 'Ristorante Canter', 'formatted_google': 'ristorantecanter'}, {'score': 80, 'google': 'Ristorante Casa Nostra', 'formatted_google': 'ristorantecasanostra'}, {'score': 81, 'google': ""Ristorante L' Ancora"", 'formatted_google': 'ristorantelancora'}, {'score': 81, 'google': ""Ristorante L'Ancora"", 'formatted_google': 'ristorantelancora'}]"
 Ristorante Osso Macelleria e Fornelli,[]
 Ristorante Piccolo Mare,"[{'score': 82, 'google': 'Bistrot Piccolo mare', 'formatted_google': 'bistrotpiccolomare'}, {'score': 86, 'google': 'Ristorante Piccolo Mare1 - Milano', 'formatted_google': 'ristorantepiccolomare1milano'}]"
 Ristorante Phoenix,"[{'score': 81, 'google': 'Ristorante Genki', 'formatted_google': 'ristorantegenki'}, {'score': 81, 'google': 'Ristorante Shion', 'formatted_google': 'ristoranteshion'}]"
 Ristorante Pizzeria Al Parco,"[{'score': 100, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}]"
 Ristorante Piazza Repubblica,"[{'score': 100, 'google': 'Ristorante Piazza Repubblica', 'formatted_google': 'ristorantepiazzarepubblica'}]"
 Ristorante Pizzeria AL PORTICO,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 83, 'google': 'Ristorante Al Portico', 'formatted_google': 'ristorantealportico'}, {'score': 83, 'google': 'Ristorante Al Portico', 'formatted_google': 'ristorantealportico'}, {'score': 82, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 80, 'google': 'Ristorante Pizzeria Bar Il Golfo', 'formatted_google': 'ristorantepizzeriabarilgolfo'}, {'score': 89, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 85, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 86, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 85, 'google': 'Ristorante Pizzeria Il Moro 2', 'formatted_google': 'ristorantepizzeriailmoro2'}, {'score': 84, 'google': 'Ristorante Pizzeria Il Pomodorino', 'formatted_google': 'ristorantepizzeriailpomodorino'}, {'score': 84, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 85, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}, {'score': 83, 'google': 'Ristorante Pizzeria San Marco', 'formatted_google': 'ristorantepizzeriasanmarco'}, {'score': 83, 'google': ""Ristorante Pizzeria Sapori D'Angelo"", 'formatted_google': 'ristorantepizzeriasaporidangelo'}, {'score': 92, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 91, 'google': 'Ristorante pizzeria Al Portello', 'formatted_google': 'ristorantepizzeriaalportello'}, {'score': 84, 'google': 'Ristorante-Pizzeria ""Il Principe""', 'formatted_google': 'ristorantepizzeriailprincipe'}]"
 Ristorante Pizzeria Amici Come Noi,"[{'score': 81, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 81, 'google': 'Ristorante Pizzeria Cicciobello', 'formatted_google': 'ristorantepizzeriacicciobello'}, {'score': 80, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Piccolo Mondo', 'formatted_google': 'ristorantepizzeriailpiccolomondo'}]"
 Ristorante Pizzeria Bar Il Golfo,"[{'score': 100, 'google': 'Ristorante Pizzeria Bar Il Golfo', 'formatted_google': 'ristorantepizzeriabarilgolfo'}]"
 Ristorante Pizzeria Al Delicato,"[{'score': 82, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 84, 'google': 'Ristorante Pizzeria Al Desiderio', 'formatted_google': 'ristorantepizzeriaaldesiderio'}, {'score': 85, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 80, 'google': 'Ristorante Pizzeria Andromeda', 'formatted_google': 'ristorantepizzeriaandromeda'}, {'score': 80, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 85, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}, {'score': 85, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 81, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 80, 'google': 'Ristorante Pizzeria Il Kaimano', 'formatted_google': 'ristorantepizzeriailkaimano'}, {'score': 80, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 82, 'google': 'Ristorante Pizzeria Melabianca', 'formatted_google': 'ristorantepizzeriamelabianca'}, {'score': 83, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 82, 'google': 'Ristorante pizzeria Al Portello', 'formatted_google': 'ristorantepizzeriaalportello'}, {'score': 82, 'google': 'Ristorante pizzeria cacciatore', 'formatted_google': 'ristorantepizzeriacacciatore'}, {'score': 81, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}, {'score': 80, 'google': ""Ristorante pizzeria l'arte dei sapori"", 'formatted_google': 'ristorantepizzerialartedeisapori'}]"
 Ristorante Pizzeria Cavallo Volante,"[{'score': 100, 'google': 'Ristorante Pizzeria Cavallo Volante', 'formatted_google': 'ristorantepizzeriacavallovolante'}]"
 Ristorante Pizzeria Calafuria,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 80, 'google': 'Ristorante & Pizzeria Bellavista', 'formatted_google': 'ristorantepizzeriabellavista'}, {'score': 86, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 81, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 82, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 84, 'google': 'Ristorante Pizzeria Il Calamaro', 'formatted_google': 'ristorantepizzeriailcalamaro'}, {'score': 84, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 81, 'google': ""Ristorante Pizzeria L'Aquilone"", 'formatted_google': 'ristorantepizzerialaquilone'}, {'score': 81, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 85, 'google': 'Ristorante Pizzeria La Primula', 'formatted_google': 'ristorantepizzerialaprimula'}, {'score': 81, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}, {'score': 81, 'google': 'Ristorante Pizzeria Laguna Blu', 'formatted_google': 'ristorantepizzerialagunablu'}, {'score': 81, 'google': 'Ristorante Pizzeria Sunrise', 'formatted_google': 'ristorantepizzeriasunrise'}, {'score': 85, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 80, 'google': 'Ristorante pizzeria cacciatore', 'formatted_google': 'ristorantepizzeriacacciatore'}, {'score': 83, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}]"
 Ristorante Pizzeria Cecco,"[{'score': 80, 'google': 'Pino |Ristorante Pizzeria', 'formatted_google': 'pinoristorantepizzeria'}, {'score': 80, 'google': 'Ristorante Al 27 Pizzeria', 'formatted_google': 'ristoranteal27pizzeria'}, {'score': 80, 'google': 'Ristorante Pizzeria Agrodolce', 'formatted_google': 'ristorantepizzeriaagrodolce'}, {'score': 85, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 81, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 88, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 85, 'google': 'Ristorante Pizzeria Cicciobello', 'formatted_google': 'ristorantepizzeriacicciobello'}, {'score': 80, 'google': 'Ristorante Pizzeria Convivium', 'formatted_google': 'ristorantepizzeriaconvivium'}, {'score': 83, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 82, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}, {'score': 82, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 85, 'google': 'Ristorante Pizzeria Ebramo', 'formatted_google': 'ristorantepizzeriaebramo'}, {'score': 81, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 81, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 83, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 83, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 80, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}, {'score': 82, 'google': 'Ristorante Pizzeria Papavero', 'formatted_google': 'ristorantepizzeriapapavero'}, {'score': 82, 'google': 'Ristorante Pizzeria San Marco', 'formatted_google': 'ristorantepizzeriasanmarco'}, {'score': 83, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 88, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 82, 'google': 'Ristorante pizzeria I Tre Cuochi', 'formatted_google': 'ristorantepizzeriaitrecuochi'}, {'score': 86, 'google': 'Ristorante pizzeria cacciatore', 'formatted_google': 'ristorantepizzeriacacciatore'}, {'score': 82, 'google': 'Ristorante, Pizzeria e non solo...', 'formatted_google': 'ristorantepizzeriaenonsolo'}]"
 Ristorante Pizzeria Antica Marina Milano,"[{'score': 81, 'google': 'Ristorante Pizzeria Antica Partenope', 'formatted_google': 'ristorantepizzeriaanticapartenope'}, {'score': 81, 'google': 'Ristorante Pizzeria Santa Maria s.n.c.', 'formatted_google': 'ristorantepizzeriasantamariasnc'}]"
 Ristorante Pizzeria Al Vesuvio,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 83, 'google': 'Ristorante Al Vesuvio', 'formatted_google': 'ristorantealvesuvio'}, {'score': 86, 'google': 'Ristorante Pizzeria Al Desiderio', 'formatted_google': 'ristorantepizzeriaaldesiderio'}, {'score': 82, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 82, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 82, 'google': 'Ristorante Pizzeria Da Viky', 'formatted_google': 'ristorantepizzeriadaviky'}, {'score': 83, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 83, 'google': 'Ristorante Pizzeria Papavero', 'formatted_google': 'ristorantepizzeriapapavero'}, {'score': 81, 'google': 'Ristorante Pizzeria Sunrise', 'formatted_google': 'ristorantepizzeriasunrise'}, {'score': 81, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 80, 'google': 'Ristorante pizzeria Al Portello', 'formatted_google': 'ristorantepizzeriaalportello'}]"
 Ristorante Pizzeria Convivium,"[{'score': 100, 'google': 'Ristorante Pizzeria Convivium', 'formatted_google': 'ristorantepizzeriaconvivium'}]"
 Ristorante Pizzeria Cicciobello,"[{'score': 100, 'google': 'Ristorante Pizzeria Cicciobello', 'formatted_google': 'ristorantepizzeriacicciobello'}]"
 Ristorante Pizzeria Bollicine,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 80, 'google': 'Ristorante & Pizzeria Bellavista', 'formatted_google': 'ristorantepizzeriabellavista'}, {'score': 81, 'google': 'Ristorante Pizzeria Agrodolce', 'formatted_google': 'ristorantepizzeriaagrodolce'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 81, 'google': 'Ristorante pizzeria New Life', 'formatted_google': 'ristorantepizzerianewlife'}, {'score': 84, 'google': 'Ristorante-Pizzeria ""Il Principe""', 'formatted_google': 'ristorantepizzeriailprincipe'}]"
 Ristorante Pizzeria Ebramo,"[{'score': 100, 'google': 'Ristorante Pizzeria Ebramo', 'formatted_google': 'ristorantepizzeriaebramo'}]"
 Ristorante Pizzeria Al Portico Piazza Ovidio,[]
 Ristorante Pizzeria Cinque Stelle,[]
 Ristorante Pizzeria Da Marco,"[{'score': 100, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}]"
 Ristorante Pizzeria Dogana,"[{'score': 83, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 82, 'google': 'Ristorante Pizzeria Andromeda', 'formatted_google': 'ristorantepizzeriaandromeda'}, {'score': 83, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 82, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 83, 'google': 'Ristorante Pizzeria Da Viky', 'formatted_google': 'ristorantepizzeriadaviky'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 82, 'google': 'Ristorante Pizzeria Foppa 16', 'formatted_google': 'ristorantepizzeriafoppa16'}, {'score': 88, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 82, 'google': 'Ristorante Pizzeria Gioia 53', 'formatted_google': 'ristorantepizzeriagioia53'}, {'score': 83, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 81, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 81, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 86, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 82, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}, {'score': 82, 'google': 'Ristorante Pizzeria Laguna Blu', 'formatted_google': 'ristorantepizzerialagunablu'}, {'score': 82, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}, {'score': 81, 'google': 'Ristorante Pizzeria Melabianca', 'formatted_google': 'ristorantepizzeriamelabianca'}, {'score': 84, 'google': 'Ristorante Pizzeria San Marco', 'formatted_google': 'ristorantepizzeriasanmarco'}, {'score': 82, 'google': 'Ristorante Pizzeria Santander', 'formatted_google': 'ristorantepizzeriasantander'}, {'score': 86, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 84, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}, {'score': 80, 'google': 'Ristorante, Pizzeria e non solo...', 'formatted_google': 'ristorantepizzeriaenonsolo'}]"
 Ristorante Pizzeria Gioia 53,"[{'score': 100, 'google': 'Ristorante Pizzeria Gioia 53', 'formatted_google': 'ristorantepizzeriagioia53'}]"
 Ristorante Pizzeria Del Drago,"[{'score': 100, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}]"
 Ristorante Pizzeria Il Faro,"[{'score': 100, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}]"
 Ristorante Pizzeria Dinky,"[{'score': 80, 'google': 'Pino |Ristorante Pizzeria', 'formatted_google': 'pinoristorantepizzeria'}, {'score': 80, 'google': 'Ristorante Al 27 Pizzeria', 'formatted_google': 'ristoranteal27pizzeria'}, {'score': 81, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 94, 'google': 'Ristorante Pizzeria Da Viky', 'formatted_google': 'ristorantepizzeriadaviky'}, {'score': 82, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 85, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 81, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 83, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}, {'score': 80, 'google': 'Ristorante Pizzeria Il Kaimano', 'formatted_google': 'ristorantepizzeriailkaimano'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Aquilone"", 'formatted_google': 'ristorantepizzerialaquilone'}, {'score': 80, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 80, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}, {'score': 88, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 82, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}]"
