title,address_trip,new_column_merged,address_clean_merged,Index,new_column_google,price_level_google,rating_google,total_reviews_google,address,address_clean_google
,,,,17845,Restaurant Aghadir,1.0,4.1,30.0,"Via Bengasi, 8, Milano","via bengasi, 8, milano"
,,,,17848,EL BASHA RISTORANTE,1.0,3.9,125.0,"Via Padova, 149, Milano","via padova, 149, milano"
,,,,17855,Trattoria Conconi,2.0,4.2,242.0,"Via Derna, 26, Milano","via derna, 26, milano"
,,,,17857,Jam Grill House,2.0,4.2,327.0,"Via Privata Varallo, 1, Milano","via privata varallo, 1, milano"
,,,,17881,Mastrofood,,,,"Via Privata Assab, 7, Milano","via privata assab, 7, milano"
,,,,17882,Bahay Kubo Ni Kuya Phillip,,4.2,37.0,"Via Privata Giuba, 20, Milano","via privata giuba, 20, milano"
,,,,17883,li shui restaurant,,,,"Via Privata Giuba, 20, Milano","via privata giuba, 20, milano"
,,,,17884,Lucy Food,,4.1,31.0,"Via Pusiano, 6, Milano","via pusiano, 6, milano"
,,,,17893,L'Angolo Nascosto,3.0,4.5,537.0,"Via Giovanni Battista Monteggia, 2, Milano","via giovanni battista monteggia, 2, milano"
,,,,17894,M.A.G. Ristorazione collettiva,,4.8,10.0,"Via Pusiano, 52, Milano","via pusiano, 52, milano"
,,,,17896,Trattoria Solidale @CascinaBiblioteca,,4.2,95.0,"Via Casoria, 50, Milano","via casoria, 50, milano"
,,,,17899,La Grande Italia,,4.1,122.0,"Via Fratelli Cervi, Segrate","via fratelli cervi, segrate"
,,,,17900,B. E D. srl,,3.0,5.0,"Via Monzese, 36, Segrate","via monzese, 36, segrate"
,,,,17901,L'altra pizzeria,1.0,4.3,422.0,"Via Monzese, 44, Segrate","via monzese, 44, segrate"
,,,,17902,Bar Arcobaleno,,3.6,34.0,"Via Monzese, 54, Segrate","via monzese, 54, segrate"
,,,,17905,Magellano Bar & Restaurant by “UNA cucina”,,4.3,44.0,"Via Giovanni Keplero, 12, Pero","via giovanni keplero, 12, pero"
,,,,17907,PIZZERIA I CESARONI,,3.9,75.0,"Via Appennini, 77, Milano","via appennini, 77, milano"
,,,,17913,Al Duecento,,3.9,9.0,"Via Gallarate, 200, Milano","via gallarate, 200, milano"
,,,,17914,Pizzeria Unica,1.0,4.0,202.0,"Via Privata Giovanni Battista Giorgini, 7, Milano","via privata giovanni battista giorgini, 7, milano"
,,,,17915,La Taverna,1.0,3.9,410.0,"Viale Certosa, 287, Milano","viale certosa, 287, milano"
,,,,17917,Museum Di Grossale Maria,,3.3,3.0,"Viale Certosa, 287, Milano","viale certosa, 287, milano"
,,,,17918,Pink Ristobar,1.0,4.1,237.0,"Via Privata Gadames, 107, Milano","via privata gadames, 107, milano"
,,,,17920,At 2 Certe Restaurant Bar,,,,"Via Privata Giovanni Battista Giorgini, Milano","via privata giovanni battista giorgini, milano"
,,,,17921,Lyoubi Charifa,,3.7,3.0,"Viale Certosa, 273, Milano","viale certosa, 273, milano"
,,,,17922,Bar Principe,1.0,4.6,107.0,"Viale Certosa, 301, Milano","viale certosa, 301, milano"
,,,,17923,Bar 288,1.0,3.8,13.0,"Viale Certosa, 288, Milano","viale certosa, 288, milano"
,,,,17924,Starfish,,4.3,15.0,"Viale Certosa, 288, Milano","viale certosa, 288, milano"
,,,,17933,Bar Dolce Cuore Milano,1.0,4.5,81.0,"Viale Certosa, 248, Milano","viale certosa, 248, milano"
,,,,17934,Blu Istanbul Kebap-Pizza-Grill,1.0,4.4,121.0,"Viale Certosa, 248, Milano","viale certosa, 248, milano"
,,,,17942,Pizzeria Ristorante San Giorgio,1.0,3.7,177.0,"Via Barnaba Oriani, 87, Milano","via barnaba oriani, 87, milano"
,,,,17945,La Botte - Ristorante Pizzeria,2.0,4.2,255.0,"Via Vilfredo Pareto, 3, Milano","via vilfredo pareto, 3, milano"
,,,,17947,GS2 cafè,,5.0,1.0,"Via Montefeltro, 4, Milano","via montefeltro, 4, milano"
,,,,17953,Montefeltro 6A,,3.5,2.0,"Via Montefeltro, 6A, Milano","via montefeltro, 6a, milano"
,,,,17955,breezy bar,1.0,4.5,41.0,"Via Barnaba Oriani, 48, Milano","via barnaba oriani, 48, milano"
,,,,17974,Santarosa restaurant & Bistrot,2.0,4.0,165.0,"Piazzale Santorre di Santarosa, 9, Milano","piazzale santorre di santarosa, 9, milano"
,,,,17978,Rizzocomeacasa,2.0,4.6,1869.0,"Via Varesina, 163, Milano","via varesina, 163, milano"
,,,,17982,Pizzeria - Ristorante,,,,"Via Varesina, 119, Milano","via varesina, 119, milano"
,,,,17983,Pizzeria Kebab San Ciro,,3.9,30.0,"Via Giuseppe Montanelli, 2, Milano","via giuseppe montanelli, 2, milano"
,,,,17986,Nonna Vittoria Ristorante,,4.7,172.0,"Via Varesina, 163, Milano","via varesina, 163, milano"
,,,,17988,Radisson Blu Hotel Milan,,4.3,1506.0,"Via Villapizzone, 24, Milano","via villapizzone, 24, milano"
,,,,17996,Leonardo Restaurant,,3.0,5.0,"Via Villapizzone, 24, Milano","via villapizzone, 24, milano"
,,,,18014,Zhe li xiang,,4.4,67.0,"Via Console Marcello, 18/2, Milano","via console marcello, 18/2, milano"
,,,,18019,Quasilocanda,1.0,4.6,389.0,"Via Paolo Mantegazza, 38, Milano","via paolo mantegazza, 38, milano"
,,,,18040,Politecnico di Milano - Edificio B24,,4.4,13.0,"Via Privata Codigoro, 7, Milano","via privata codigoro, 7, milano"
,,,,18045,Ovosodo,1.0,4.2,287.0,"Via Raffaele Lambruschini, 29, Milano","via raffaele lambruschini, 29, milano"
,,,,18046,Pitstop Milano Pizza Kebab,,4.3,102.0,"Via Raffaele Lambruschini, 29, Milano","via raffaele lambruschini, 29, milano"
,,,,18047,PoliBov Istanbul Kebap (Politecnico Bovisa),,4.5,32.0,"Via Raffaele Lambruschini, 29, Milano","via raffaele lambruschini, 29, milano"
,,,,18048,Gnam Gnam,,4.5,10.0,"Via Raffaele Lambruschini, 27, Milano","via raffaele lambruschini, 27, milano"
,,,,18049,Stessa Direzione,,4.1,44.0,"Via Privata Giampietrino, 1, Milano","via privata giampietrino, 1, milano"
,,,,18059,Pan Sushi,1.0,4.2,91.0,"Via Raffaele Lambruschini, 7, Milano","via raffaele lambruschini, 7, milano"
,,,,18060,Meet Restaurant Bar Take Away,,3.7,73.0,"Via Raffaele Lambruschini, 7, Milano","via raffaele lambruschini, 7, milano"
,,,,18064,Macondo Cafe,1.0,4.5,81.0,"Via Emilio Broglio, 25, Milano","via emilio broglio, 25, milano"
,,,,18065,Da Ave,1.0,4.0,188.0,"Via Giovanni Battista Varè, 32, Milano","via giovanni battista varè, 32, milano"
,,,,18066,Trattoria Bruschetteria Chiesa Vecchia,2.0,4.2,904.0,"Via Giovanni Battista Varè, 9, Milano","via giovanni battista varè, 9, milano"
,,,,18067,Toaqui Churrascaria,,4.2,150.0,"Via Giovanni Battista Varè, 23, Milano","via giovanni battista varè, 23, milano"
,,,,18068,Gesa Vegia da Donato,,4.4,86.0,"Via Giovanni Battista Varè, 9, Milano","via giovanni battista varè, 9, milano"
,,,,18069,Naxos,2.0,4.5,565.0,"Via Giovanni Battista Varè, 30, Milano","via giovanni battista varè, 30, milano"
,,,,18070,Teyfik Coksayilir,,5.0,2.0,"Via Giovanni Battista Varè, 26, Milano","via giovanni battista varè, 26, milano"
,,,,18071,Bovisa Kebap Pizza,1.0,4.3,796.0,"Via Giovanni Battista Varè, 37, Milano","via giovanni battista varè, 37, milano"
,,,,18074,Pizzeria Charlie Brown,1.0,3.9,194.0,"Via Emilio Broglio, 16, Milano","via emilio broglio, 16, milano"
,,,,18077,Il Bucatino Con Giardino,2.0,4.1,950.0,"Via degli Imbriani, 54, Milano","via degli imbriani, 54, milano"
,,,,18081,K2 Pizzeria & kebab,,3.9,97.0,"Via Rosa Massara de Capitani, 14, Milano","via rosa massara de capitani, 14, milano"
,,,,18084,Circolo Bovisa,1.0,4.2,156.0,"Via Luigi Mercantini, 11, Milano","via luigi mercantini, 11, milano"
,,,,18085,Bar Giada,,,,"Via Luigi Mercantini, 9, Milano","via luigi mercantini, 9, milano"
,,,,18086,Panino & Co.,1.0,4.4,244.0,"Piazza Giovanni Bausan, 3, Milano","piazza giovanni bausan, 3, milano"
,,,,18087,Angolo della Pizza Bausan,1.0,3.9,251.0,"Via Luigi Mercantini, 2, Milano","via luigi mercantini, 2, milano"
,,,,18088,Alice Pizza Bausan,2.0,3.7,40.0,"Via Angelo Brofferio, 1, Milano","via angelo brofferio, 1, milano"
,,,,18089,Bovisa Urban Garden,2.0,4.2,326.0,"Via Emilio Broglio, 3, Milano","via emilio broglio, 3, milano"
,,,,18090,Bistrot da Lu',,5.0,1.0,"Via Angelo Brofferio, 1, Milano","via angelo brofferio, 1, milano"
,,,,18091,Family Bar,1.0,4.4,40.0,"Via Angelo Brofferio, 1, Milano","via angelo brofferio, 1, milano"
,,,,18095,Al Padellone,2.0,4.3,1913.0,"Via Filippo Baldinucci, 96, Milano","via filippo baldinucci, 96, milano"
,,,,18100,Campar8 wine bar caffetteria,,4.6,29.0,"Via Marcello Prestinari, Via degli Imbriani, 6, Milano","via marcello prestinari, via degli imbriani, 6, milano"
,,,,18102,Euro Ristoro,,,,"Via degli Imbriani, 51, Milano","via degli imbriani, 51, milano"
,,,,18103,O'Bento Bubble Tea & Rice Food 左茶右食,,4.7,22.0,"Via degli Imbriani, 48, Milano","via degli imbriani, 48, milano"
,,,,18108,La Carrettiera,1.0,4.3,298.0,"Via degli Imbriani, 30, Milano","via degli imbriani, 30, milano"
,,,,18112,Sushi Ran Bovisa,1.0,4.3,1457.0,"Via Camillo Ugoni, 18, Milano","via camillo ugoni, 18, milano"
,,,,18124,RISTORANTE RAMEN,,5.0,1.0,"Via Camillo Ugoni, 18, Milano","via camillo ugoni, 18, milano"
,,,,18126,Lo Spaccio - Cucina Tradizionale Italiana,2.0,4.5,212.0,"Via Camillo Ugoni, 15, Milano","via camillo ugoni, 15, milano"
,,,,18130,PR Milano srl - Eventi e Comunicazione,,,,"Via Filippo Baldinucci, 91, Milano","via filippo baldinucci, 91, milano"
,,,,18147,Veganfruttariano - Sound of '70s,2.0,4.1,288.0,"Via Ignazio Ciaia, 4, Milano","via ignazio ciaia, 4, milano"
,,,,18152,Pizzeria Capriccio,1.0,4.1,81.0,"Via Ignazio Ciaia, 3, Milano","via ignazio ciaia, 3, milano"
,,,,18157,Pizzeria Kebap Dergano,1.0,4.2,102.0,"Piazza Dergano, 2, Milano","piazza dergano, 2, milano"
,,,,18160,Spib Pizza,2.0,4.5,1281.0,"Via Legnone, 34, Milano","via legnone, 34, milano"
,,,,18161,Brisas del Perú,2.0,3.9,1066.0,"Via Monte San Genesio, 6, Milano","via monte san genesio, 6, milano"
,,,,18162,Dantó - Il pizzaiolo di Spaccanapoli,2.0,4.1,307.0,"Via Legnone, 65, Milano","via legnone, 65, milano"
,,,,18163,Tokeperu,,4.2,92.0,"Via Legnone, 67, Milano","via legnone, 67, milano"
,,,,18164,La Grotta,1.0,3.8,298.0,"Via Legnone, 73, Milano","via legnone, 73, milano"
,,,,18165,Desiderio 3 Milano,1.0,4.1,62.0,"Via Giuseppe Cesare Abba, 7, Milano","via giuseppe cesare abba, 7, milano"
,,,,18166,Aquila D'oro,,,,"Via Carlo Imbonati, 31, Milano","via carlo imbonati, 31, milano"
,,,,18167,Ocean Restaurant,,4.3,15.0,"Via Carlo Imbonati, 31, Milano","via carlo imbonati, 31, milano"
,,,,18168,La Torre,1.0,4.1,111.0,"Via Carlo Imbonati, 51, Milano","via carlo imbonati, 51, milano"
,,,,18169,Napoli Cafè - Bistrò amburgHeria,2.0,4.1,729.0,"Via Carlo Imbonati, 22, Milano","via carlo imbonati, 22, milano"
,,,,18170,S.Giovanni Srl,,,,"Via Legnone, 73, Milano","via legnone, 73, milano"
,,,,18171,Poke House - Imbonati,,4.2,43.0,"Via Carlo Imbonati, 24, Milano","via carlo imbonati, 24, milano"
,,,,18172,Pizza Club No Limits - Milano,1.0,4.3,2980.0,"Via Carlo Imbonati, 20, Milano","via carlo imbonati, 20, milano"
,,,,18176,Mamma Farina - Cuore Mediterraneo,2.0,3.9,1089.0,"Via Carlo Imbonati, 22, Milano","via carlo imbonati, 22, milano"
,,,,18177,Hela chicken,1.0,3.1,42.0,"Via Carlo Imbonati, 21, Milano","via carlo imbonati, 21, milano"
,,,,18182,Mankal Fast Food Kebab,,2.8,4.0,"Via Carlo Imbonati, 23, Milano","via carlo imbonati, 23, milano"
,,,,18183,Grill E Kebab,,2.9,9.0,"Via Carlo Imbonati, Milano","via carlo imbonati, milano"
,,,,18184,HELA Pizza & Kebab,,4.9,9.0,"Dergano, Milan","dergano, milan"
,,,,18186,Prendi Evoir Automatic Fast Food,,,,"Via Carlo Imbonati, 15, Milano","via carlo imbonati, 15, milano"
,,,,18187,La Piadineria,1.0,3.8,51.0,"Via Carlo Imbonati, 22, Milano","via carlo imbonati, 22, milano"
,,,,18188,Ottolina Café Imbonati,,4.1,121.0,"c/o Maciachini Business Center, Via Laura Orvieto, Milano","c/o maciachini business center, via laura orvieto, milano"
,,,,18189,New Tajmahal Indian Restaurant,,4.0,12.0,"Via Carlo Imbonati, 12, Milano","via carlo imbonati, 12, milano"
,,,,18191,Manfredi Amilcare,1.0,4.3,347.0,"Via Carlo Imbonati, 11, Milano","via carlo imbonati, 11, milano"
,,,,18214,Bar Tabacchi Poke,,4.1,18.0,"Via Valassina, Milano","via valassina, milano"
,,,,18215,Restaurant & Much More Segafredo,,,,Italy,italy
,,,,18216,MaLier 麻利儿,,3.0,2.0,"IT MI, Via Lodovico Pavoni, 1, Milano","it mi, via lodovico pavoni, 1, milano"
,,,,18217,Angolo Del Sapore,,4.4,48.0,"Via Valassina, 42, Milano","via valassina, 42, milano"
,,,,18218,Pancafè,,4.0,18.0,"Via Valassina, 42, Milano","via valassina, 42, milano"
,,,,18219,Ristorante Taormina,1.0,4.0,534.0,"Via Taormina, 40, Milano","via taormina, 40, milano"
,,,,18220,Chiero,1.0,3.2,10.0,"Via Taormina, 40, Milano","via taormina, 40, milano"
,,,,18221,Sciué Sciué 90 Ristorante Pizzeria,1.0,4.1,281.0,"Via Gioacchino Murat, 72, Milano","via gioacchino murat, 72, milano"
,,,,18225,Grill pola,,,,"Via Benigno Crespi, 23, Milano","via benigno crespi, 23, milano"
,,,,18246,Cookingarage Bistrot,1.0,4.6,167.0,"Via Ala, 2, Milano","via ala, 2, milano"
,,,,18252,Wind Rose,1.0,4.5,11.0,"Piazzale Istria, 12, Milano","piazzale istria, 12, milano"
,,,,18255,Ponte d'Oro,1.0,4.2,110.0,"Piazzale Istria, 12, Milano","piazzale istria, 12, milano"
,,,,18256,Star,,3.9,8.0,"Piazzale Istria, 12, Milano","piazzale istria, 12, milano"
,,,,18260,Ristorante Cinese Zhao,,3.8,36.0,"Viale Fulvio Testi, 5, Milano","viale fulvio testi, 5, milano"
,,,,18270,Birrificio La Cruda,1.0,4.8,56.0,"Via Privata Antonio Fortunato Stella, 3, Milano","via privata antonio fortunato stella, 3, milano"
,,,,18279,L'Atmosfera Ristorante Pizzeria,2.0,4.1,376.0,"Via Emilio de Marchi, 52, Milano","via emilio de marchi, 52, milano"
,,,,18280,Sottovoce,,4.4,31.0,"Via Emilio de Marchi, 46, Milano","via emilio de marchi, 46, milano"
,,,,18282,Pasta Fresca Democratica,1.0,4.1,134.0,"Via Emilio de Marchi, 48, Milano","via emilio de marchi, 48, milano"
,,,,18285,Greco Turkish Kebap Pizzeria,1.0,4.4,63.0,"Piazza Greco, 55, Milano","piazza greco, 55, milano"
,,,,18287,Refettorio Ambrosiano,,4.7,109.0,"Piazza Greco, 11, Milano","piazza greco, 11, milano"
,,,,18289,Bi Emme Dieci wine bar,,4.6,62.0,"Piazza Greco, 10, Milano","piazza greco, 10, milano"
,,,,18295,"Antares Hotel Concorde, BW Signature Collection",,4.1,1426.0,"Viale Monza, 132, Milano","viale monza, 132, milano"
,,,,18298,Cheers Cafè,1.0,4.7,78.0,"Viale Monza, 147, Milano","viale monza, 147, milano"
,,,,18301,Kebap-Pizza,,5.0,5.0,"Viale Monza, 116, Milano","viale monza, 116, milano"
,,,,18302,Istanbul Ayasofya,1.0,4.2,493.0,"Viale Monza, 116, Milano","viale monza, 116, milano"
,,,,18305,Gemelli - Pizzeria Trattoria,2.0,4.2,399.0,"Turro, Via della Torre 1 Angolo viale Monza (M1, Milano","turro, via della torre 1 angolo viale monza (m1, milano"
,,,,18306,BIEN,,3.6,29.0,"Via Policarpo Petrocchi, 2, Milano","via policarpo petrocchi, 2, milano"
,,,,18309,Sushi Daily Milano Monza 134,,4.5,10.0,"Viale Monza, 132, Milano","viale monza, 132, milano"
,,,,18325,Lucas Bar Tavola Calda,1.0,4.3,108.0,"Via Privata della Torre, 34, Milano","via privata della torre, 34, milano"
,,,,18326,Ristorante Bar della Torre,1.0,4.3,55.0,"Via Privata della Torre, 31, Milano","via privata della torre, 31, milano"
,,,,18328,Pizzeria San Giorgio,,4.2,74.0,"Via Privata della Torre, 36, Milano","via privata della torre, 36, milano"
,,,,18343,La Bedda Storia,,5.0,1.0,"Via Adelaide Bono Cairoli, 30, Milano","via adelaide bono cairoli, 30, milano"
,,,,18348,Brasserie - Ramada Plaza Milano,,3.6,18.0,"Via Stamira d'Ancona, 27, Milano","via stamira d'ancona, 27, milano"
,,,,18349,La Martesana,1.0,4.0,494.0,"Via Policarpo Petrocchi, 34, Milano","via policarpo petrocchi, 34, milano"
,,,,18358,LHM Food,,,,"Via Stamira d'Ancona, 27, Milano","via stamira d'ancona, 27, milano"
,,,,18359,Decanter,,4.0,25.0,"Via Stamira d'Ancona, 27, Milano","via stamira d'ancona, 27, milano"
,,,,18364,Asadito Manaba,,4.3,18.0,Milan,milan
,,,,18375,Fan Sushi Wok,1.0,3.8,223.0,"Via Padova, 157, Milano","via padova, 157, milano"
,,,,18377,Hosteria Sauris & Borc da Bria,2.0,4.5,524.0,"Via Pietro Toselli, 2, Milano","via pietro toselli, 2, milano"
,,,,18380,Ordina e Gusta,,,,"Via Agordat, 13, Milano","via agordat, 13, milano"
,,,,18381,Kaiten sushi,,4.4,14.0,"Via Padova, 157, Milano","via padova, 157, milano"
,,,,18382,Jesus Srl,,,,"Via Padova, 163, Milano","via padova, 163, milano"
,,,,18386,PARES BAHAY KUBO,,1.0,1.0,"Via Padova, 178, Milano","via padova, 178, milano"
,,,,18387,Da Giannino l'Angolo d'Abruzzo 2,2.0,4.2,1146.0,"Via Padova, 163, Milano","via padova, 163, milano"
,,,,18391,Filippino ristorante,,4.5,2.0,"Via Padova, 180, Milano","via padova, 180, milano"
,,,,18394,Bar Tabacchi Latte & Vino da Gio,1.0,4.5,75.0,"Viale don Luigi Orione, 14, Milano","viale don luigi orione, 14, milano"
,,,,18398,Kebap Point Hela Ayman,,3.7,78.0,"Via Padova, 181, Milano","via padova, 181, milano"
,,,,18409,Ristorante Egiziano Kharbuch,,,,"Via Padova, Milano","via padova, milano"
,,,,18412,Ristorante Rody,,5.0,3.0,"Via Padova, 179, Milano","via padova, 179, milano"
,,,,18427,HELA Chicken Pizza & Kebab,1.0,3.9,56.0,"Via Padova, 181, Milano","via padova, 181, milano"
,,,,18431,Quattro Stagioni Hot Pot 四季捞火锅,,4.5,221.0,"Via Padova, 194, Milano","via padova, 194, milano"
,,,,18437,Strippoli Milano,1.0,4.1,891.0,"Via Picco Madre Anna Eugenia, 31, Milano","via picco madre anna eugenia, 31, milano"
,,,,18439,Punto Pizza,,,,"Via Picco Madre Anna Eugenia, Milano","via picco madre anna eugenia, milano"
,,,,18440,Pizzeria Ramez,,4.0,1.0,"Via Picco Madre Anna Eugenia, Milano","via picco madre anna eugenia, milano"
,,,,18447,Ristorante Vento Del Sud,,5.0,1.0,"Via Pusiano, 63, Milano","via pusiano, 63, milano"
,,,,18448,Ristorante Pizzeria al Parco,1.0,4.1,322.0,"Via Pusiano, 63, Milano","via pusiano, 63, milano"
,,,,18459,China Town,2.0,3.8,930.0,"Palazzo dei Cigni, Segrate","palazzo dei cigni, segrate"
,,,,18461,Maximilian Bistrot,,3.8,65.0,"Palazzo dei Cigni, Segrate","palazzo dei cigni, segrate"
,,,,18462,Al Laghetto,,4.2,24.0,"residenza Ponti, Via Fratelli Cervi, Segrate","residenza ponti, via fratelli cervi, segrate"
,,,,18473,Zio Kebab,,4.2,11.0,"Piazzale del Molino Dorino, Milano","piazzale del molino dorino, milano"
,,,,18474,Pizzeria Molino Dorino,1.0,4.3,67.0,"Piazzale del Molino Dorino, Milano","piazzale del molino dorino, milano"
,,,,18477,Pizzeria Il Grano d'Oro,1.0,4.1,288.0,"Via Appennini, 94, Milano","via appennini, 94, milano"
,,,,18479,La Pergola,1.0,3.8,413.0,"Via Gallarate, 411, Milano","via gallarate, 411, milano"
,,,,18481,Bar fratelli Guido,1.0,4.2,378.0,"Via Gallarate, 403, Milano","via gallarate, 403, milano"
,,,,18483,Kebap House,,3.1,35.0,"Via Gallarate, 389, Milano","via gallarate, 389, milano"
,,,,18486,Youtuboancheio,,,,"Via Bolla, Milano","via bolla, milano"
,,,,18487,Da Giovanni,2.0,4.1,353.0,"Via Gallarate, 351, Milano","via gallarate, 351, milano"
,,,,18492,Icegreen gelateria caffetteria viale certosa,,4.9,8.0,"Viale Certosa, 314, Milano","viale certosa, 314, milano"
,,,,18520,Bread&Coffee srls,,4.2,149.0,"Via Sapri, 83, Milano","via sapri, 83, milano"
,,,,18534,Paninoteca,,5.0,1.0,Italy,italy
,,,,18535,Trattoria Angela,1.0,3.8,139.0,"Via Varesina, 199, Milano","via varesina, 199, milano"
,,,,18537,Trattoria Certosa,1.0,4.0,82.0,"Vicolo Mapelli, 2, Milano","vicolo mapelli, 2, milano"
,,,,18552,Osteria al Gasometro,1.0,4.3,83.0,"Via Privata Giampietrino, 21, Milano","via privata giampietrino, 21, milano"
,,,,18572,Todo Modo,1.0,4.3,624.0,"Via Don Giuseppe Andreoli, 27, Milano","via don giuseppe andreoli, 27, milano"
,,,,18574,El Sabrosito - Steak House - Asado,,4.5,38.0,"Via Bovisasca, 2, Milano","via bovisasca, 2, milano"
,,,,18577,Piadineria da Luca,,4.5,96.0,"Via Giuseppe Candiani, 126, Milano","via giuseppe candiani, 126, milano"
,,,,18581,Spago,1.0,4.4,277.0,"Via Don Giuseppe Andreoli, 3, Milano","via don giuseppe andreoli, 3, milano"
,,,,18582,Santamarta Ristorante & Bar,1.0,4.3,123.0,"Via Don Giuseppe Andreoli, 27, Milano","via don giuseppe andreoli, 27, milano"
,,,,18586,CIVICO 131,,4.3,61.0,"Via Giuseppe Candiani, 131, Milano","via giuseppe candiani, 131, milano"
,,,,18587,Mr Toast by Sciuè,,5.0,1.0,"Via Giuseppe Candiani, 128, Milano","via giuseppe candiani, 128, milano"
,,,,18588,Pupuseria Don Nelson,1.0,4.3,471.0,"Via Giuseppe Candiani, 128, Milano","via giuseppe candiani, 128, milano"
,,,,18589,88 Lab Bubble tea & Poke,,4.9,18.0,"Via Don Giuseppe Andreoli, 20, Milano","via don giuseppe andreoli, 20, milano"
,,,,18590,La Caveja,1.0,4.0,1.0,"Via Giuseppe Candiani, 126, Milano","via giuseppe candiani, 126, milano"
,,,,18591,Aula PoliFunzionale,,4.8,12.0,"Via Don Giuseppe Andreoli, Milano","via don giuseppe andreoli, milano"
,,,,18592,Misunchì,,4.7,91.0,"Via Don Giuseppe Andreoli, 17, Milano","via don giuseppe andreoli, 17, milano"
,,,,18593,Nevada Take Away,,4.8,26.0,"Via Giuseppe Candiani, 125, Milano","via giuseppe candiani, 125, milano"
,,,,18594,CPiace,,5.0,1.0,"Via Giuseppe Candiani, 125, Milano","via giuseppe candiani, 125, milano"
,,,,18595,125 Centoventicinque,1.0,4.8,345.0,"Via Giuseppe Candiani, 125, Milano","via giuseppe candiani, 125, milano"
,,,,18606,Trattoria Speranza,1.0,4.2,184.0,"Via Giuseppe Candiani, 114, Milano","via giuseppe candiani, 114, milano"
,,,,18609,Ma Mi Hostaria Gastronomy,1.0,4.7,83.0,"Via Giuseppe Candiani, 122, Milano","via giuseppe candiani, 122, milano"
,,,,18614,TABACCHERIA De Benedictis Francesco,,5.0,2.0,"Via Don Giuseppe Andreoli, Milano","via don giuseppe andreoli, milano"
,,,,18615,Pan Pizzeria Rosticceria,,4.1,18.0,"Via Don Giuseppe Andreoli, 9, Milano","via don giuseppe andreoli, 9, milano"
,,,,18622,SAKURA SUSHI & POKE STATION,,4.1,63.0,"Via Filippo Baldinucci, 102, Milano","via filippo baldinucci, 102, milano"
,,,,18626,Conny &...,,4.1,90.0,"Via Giuseppe Candiani, 85, Milano","via giuseppe candiani, 85, milano"
,,,,18627,Ristorante Aragosta d'Oro dal 1976,2.0,4.5,266.0,"Via Giuseppe Candiani, 92, Milano","via giuseppe candiani, 92, milano"
,,,,18629,Delicious Asian fast food,,4.5,24.0,"Via Giuseppe Candiani, 98, Milano","via giuseppe candiani, 98, milano"
,,,,18636,Baraonda,,4.5,19.0,"Via Antonio Carnevali, 74, Milano","via antonio carnevali, 74, milano"
