title,address_trip,new_column_merged,address_clean_merged,Index,new_column_google,price_level_google,rating_google,total_reviews_google,address,address_clean_google
,,,,761,La Tavola d'Argento*,,,,"Via Unica Bolgiano, 4, San Donato Milanese","via unica bolgiano, 4, san donato milanese"
,,,,765,Bucataria de acasa,2.0,4.5,694.0,"Via Unica Bolgiano, 9, Milano","via unica bolgiano, 9, milano"
,,,,770,Rossopomodoro,2.0,3.8,1397.0,"Strada Provinciale ex Strada Statale 415 Paullese, 415, Milano","strada provinciale ex strada statale 415 paullese, 415, milano"
,,,,771,I Love Poke di San Donato Milanese,,4.3,32.0,"Strada Provinciale ex Strada Statale 415 Paullese, San Donato Milanese","strada provinciale ex strada statale 415 paullese, san donato milanese"
,,,,772,Garden Cafè,1.0,4.1,235.0,"Via Concordia, 1, Trezzano sul Naviglio","via concordia, 1, trezzano sul naviglio"
,,,,773,I Capatosta Trezzano sul Naviglio,2.0,3.9,312.0,"Via Eugenio Curiel, 20, Trezzano sul Naviglio","via eugenio curiel, 20, trezzano sul naviglio"
,,,,774,Ristorante pizzeria New Life,,4.3,69.0,"Via Eugenio Curiel, 15, Trezzano sul Naviglio","via eugenio curiel, 15, trezzano sul naviglio"
,,,,775,EatHappy Trezzano sul Naviglio,,4.9,7.0,"Il Gigante Supermarket, Via Eugenio Curiel, 38, Trezzano sul Naviglio","il gigante supermarket, via eugenio curiel, 38, trezzano sul naviglio"
,,,,783,Pizzata,,,,"C3FJ+6H, Via Vigevanese, SP59, Trezzano sul Naviglio","c3fj+6h, via vigevanese, sp59, trezzano sul naviglio"
,,,,791,Trattoria Buccino Buccinasco,1.0,4.1,138.0,"Via Roma, 4, Buccinasco","via roma, 4, buccinasco"
,,,,793,FUORI DAL COMUNE,,4.8,58.0,"Via Vittorio Emanuele II, 1, Buccinasco","via vittorio emanuele ii, 1, buccinasco"
,,,,795,Sorriso Bar Gelateria,,4.4,251.0,"Via degli Aceri, Via Trieste, 2, Buccinasco","via degli aceri, via trieste, 2, buccinasco"
,,,,802,La Tana del Caprioli,,4.0,1.0,"Via Achille Grandi, 3, Buccinasco","via achille grandi, 3, buccinasco"
,,,,803,Criscito Pizzeria,2.0,4.3,235.0,"Via dei Mille, 8, Buccinasco","via dei mille, 8, buccinasco"
,,,,806,Ristorante Pizzeria Mar Rosso,1.0,4.0,502.0,"Via Achille Grandi, 2, Buccinasco","via achille grandi, 2, buccinasco"
,,,,807,Sorsi E Morsi,,,,"Via Calatafimi, Buccinasco","via calatafimi, buccinasco"
,,,,817,La Fabbrica dei Sapori,1.0,4.1,3584.0,"Viale Lombardia, 31, Buccinasco","viale lombardia, 31, buccinasco"
,,,,822,Ristorante Pizzeria Luna Rossa,1.0,4.1,177.0,"Viale Lombardia, 28, Buccinasco","viale lombardia, 28, buccinasco"
,,,,828,L'isola Azzurra Bar,1.0,4.0,173.0,"Via Fagnana, Buccinasco","via fagnana, buccinasco"
,,,,829,Pizzeria Spina Azzurra,,4.0,8.0,"Via Grancino, 29 presso Parco Spina Azzurra, Buccinasco","via grancino, 29 presso parco spina azzurra, buccinasco"
,,,,838,Amuninni,2.0,3.6,149.0,"Via Indipendenza, 3, Buccinasco","via indipendenza, 3, buccinasco"
,,,,839,Cena Benessere Bccinasco,,,,"Via Indipendenza, 3, Buccinasco","via indipendenza, 3, buccinasco"
,,,,842,Birrificio Boffalora,1.0,4.5,29.0,"Via Boffalora, 15, Milano","via boffalora, 15, milano"
,,,,843,Erba Brusca,2.0,4.2,980.0,"Alzaia Naviglio Pavese, 286, Milano","alzaia naviglio pavese, 286, milano"
,,,,846,Carlotta Café,2.0,4.2,369.0,"Alzaia Naviglio Pavese, 274, Milano","alzaia naviglio pavese, 274, milano"
,,,,848,Trattoria Isola Anita,2.0,4.2,262.0,"Via dei Missaglia, 48, Milano","via dei missaglia, 48, milano"
,,,,849,Pizzeria 40,1.0,4.4,118.0,"Via dei Missaglia, 40, Milano","via dei missaglia, 40, milano"
,,,,860,Melara Restaurant,2.0,4.3,551.0,"Via Giuseppe Ripamonti, 294, Milano","via giuseppe ripamonti, 294, milano"
,,,,864,Cao,1.0,4.0,31.0,"Via Giuseppe Ripamonti, 296, Milano","via giuseppe ripamonti, 296, milano"
,,,,891,Mulberry St. Italian Caffè,2.0,4.2,952.0,"Via Alfonsine, 40, San Donato Milanese","via alfonsine, 40, san donato milanese"
,,,,894,Dal Libanese Con Gusto,,4.8,203.0,"Via Alfonsine, 18, San Donato Milanese","via alfonsine, 18, san donato milanese"
,,,,895,Pizzeria Rosticceria Alfonsine,,3.8,152.0,"Via Alfonsine, 22, San Donato Milanese","via alfonsine, 22, san donato milanese"
,,,,896,Tavola Calda Stuzzicheria Panini Insalateria,,,,Italy,italy
,,,,901,Cafe'22,2.0,4.2,214.0,"Via Agadir, 22, San Donato Milanese","via agadir, 22, san donato milanese"
,,,,926,Fly Srl,,,,"Via Milano, 4/1, Peschiera Borromeo","via milano, 4/1, peschiera borromeo"
,,,,929,ROADHOUSE RESTAURANT TREZZANO,2.0,3.6,1634.0,"Viale Cristoforo Colombo 13 angolo Via Claudio Monteverdi, Trezzano sul Naviglio","viale cristoforo colombo 13 angolo via claudio monteverdi, trezzano sul naviglio"
,,,,930,Pesce & Farina,2.0,4.3,1200.0,"Viale Cristoforo Colombo, 23, Trezzano sul Naviglio","viale cristoforo colombo, 23, trezzano sul naviglio"
,,,,932,Best Western Hotel Goldenmile Milan,,4.0,785.0,"Viale Cristoforo Colombo, 33, Trezzano sul Naviglio","viale cristoforo colombo, 33, trezzano sul naviglio"
,,,,934,Amy Sushi Trezzano,2.0,4.2,322.0,"Via Cellini Benvenuto, 2, Trezzano sul Naviglio","via cellini benvenuto, 2, trezzano sul naviglio"
,,,,935,Golden Bistrot,,,,"Viale Cristoforo Colombo, 33, Trezzano sul Naviglio","viale cristoforo colombo, 33, trezzano sul naviglio"
,,,,938,Conforama cafè,,4.6,5.0,"Viale Cristoforo Colombo, 18, Trezzano sul Naviglio","viale cristoforo colombo, 18, trezzano sul naviglio"
,,,,941,Ristorante IKEA,,4.0,3.0,"Via Marchesi, 4, Corsico","via marchesi, 4, corsico"
,,,,944,Ristorante pizzeria I Tre Cuochi,1.0,3.9,291.0,"Via dei Tigli, 1, Corsico","via dei tigli, 1, corsico"
,,,,949,Pizzeria Stella di Buccinasco,1.0,3.8,54.0,"Via dei Mille, 20, Buccinasco","via dei mille, 20, buccinasco"
,,,,952,Pizzeria San Tommaso,,5.0,2.0,"Via dei Mille, 20, Buccinasco","via dei mille, 20, buccinasco"
,,,,953,Pizzeria D'Asporto,,4.0,1.0,"Via Ugo Foscolo, 125, Corsico","via ugo foscolo, 125, corsico"
,,,,970,Istanbul Pizza Turkish,1.0,4.2,140.0,"Viale Lombardia, 48, Buccinasco","viale lombardia, 48, buccinasco"
,,,,986,Gestrist S.A.S. Di Roberto Tinella & C.,,,,"Via Cascina Molino Bruciato, Buccinasco","via cascina molino bruciato, buccinasco"
,,,,987,Piper,,4.0,4.0,"Via Cascina Molino Bruciato, Buccinasco","via cascina molino bruciato, buccinasco"
,,,,998,Pizzeria Il Maestro,1.0,3.8,67.0,"Via Cascina Bianca, 22, Milano","via cascina bianca, 22, milano"
,,,,1004,CAMBIOPIZZA,,4.5,191.0,"Via Jan Palach, Milano","via jan palach, milano"
,,,,1006,Luca Scielzo,,,,"Alzaia Naviglio Pavese, 260, Milano","alzaia naviglio pavese, 260, milano"
,,,,1008,Osteria Della Conca Fallata,2.0,4.3,386.0,"Via della Chiesa Rossa, 113, Milano","via della chiesa rossa, 113, milano"
,,,,1012,3z O.k. S.a.s.,,1.0,1.0,"Via della Chiesa Rossa, 111, Milano","via della chiesa rossa, 111, milano"
,,,,1013,Mon Amour,1.0,3.8,176.0,"Via della Chiesa Rossa, 111, Milano","via della chiesa rossa, 111, milano"
,,,,1014,Motelombroso,,4.7,110.0,"Alzaia Naviglio Pavese, 256, Milano","alzaia naviglio pavese, 256, milano"
,,,,1026,Majuda,,4.2,172.0,"Via dei Missaglia, 13, Milano","via dei missaglia, 13, milano"
,,,,1029,Il Riccio Di Mare,2.0,4.3,842.0,"Via Muzio Attendolo Detto Sforza, 5, Milano","via muzio attendolo detto sforza, 5, milano"
,,,,1031,Greco Stefano,,,,"Via Fra Riccardo Pampuri, 9, Milano","via fra riccardo pampuri, 9, milano"
,,,,1040,McDonald’s Milano Rogoredo,1.0,3.9,506.0,"Via Rogoredo, 110, Milano","via rogoredo, 110, milano"
,,,,1041,Turkish kebap pizzeria grill,,4.6,53.0,"Via Rogoredo, 119, San Donato Milanese","via rogoredo, 119, san donato milanese"
,,,,1042,SANTA SOFIA PIZZA - KEBAP - GRILL,,4.7,55.0,"Via Rogoredo, 119, Milano","via rogoredo, 119, milano"
,,,,1043,Birrificio di Ringhiera,,4.9,88.0,"Via Rogoredo, 119, Milano","via rogoredo, 119, milano"
,,,,1044,I Tri Basei | trattoria meneghina,2.0,4.1,800.0,"Via Emilia, 54, San Donato Milanese","via emilia, 54, san donato milanese"
,,,,1045,TRAM Laboratorio del tramezzino veneziano,,4.7,144.0,"Via Rogoredo, 113, Milano","via rogoredo, 113, milano"
,,,,1046,SICILY FISH,,,,"Via Rogoredo, 103, Milano","via rogoredo, 103, milano"
,,,,1047,Bar Trattoria San Martino,1.0,4.2,256.0,"Via Emilia, 34, San Donato Milanese","via emilia, 34, san donato milanese"
,,,,1052,Mensa secondo palazzo uffici,,4.1,344.0,"Via Pisticci, 1897, San Donato Milanese","via pisticci, 1897, san donato milanese"
,,,,1065,Trefor Cafè Ristorante Pizzeria,2.0,4.1,749.0,"Via Triulziana, 8, San Donato Milanese","via triulziana, 8, san donato milanese"
,,,,1068,Sala per Feste ed Eventi privati,,5.0,1.0,"Via Triulziana, 2, San Donato Milanese","via triulziana, 2, san donato milanese"
,,,,1069,HONOLULU KITCHEN - RAMEN POKE TAKOS BURGERS - San Donato,,4.6,73.0,"Via Triulziana, 2, San Donato Milanese","via triulziana, 2, san donato milanese"
,,,,1070,La Pagoda,,3.7,185.0,"Via Angelo Moro, 10, San Donato Milanese","via angelo moro, 10, san donato milanese"
,,,,1071,Yoi Sushi,,3.6,181.0,"Sushi yoi, Via Triulziana, 10, San Donato Milanese","sushi yoi, via triulziana, 10, san donato milanese"
,,,,1072,Koya Restaurant,,4.0,336.0,"Via Triulziana, 10/12, San Donato Milanese","via triulziana, 10/12, san donato milanese"
,,,,1099,Columbus Restaurant,2.0,4.1,2583.0,"Via Milano, 1, Peschiera Borromeo","via milano, 1, peschiera borromeo"
,,,,1116,McDonald's,1.0,3.7,2384.0,"V.le Dell'industria-ss Nuova, SS494, Corsico","v.le dell'industria-ss nuova, ss494, corsico"
,,,,1118,Ristorante Al Portico,1.0,4.2,483.0,"Via Fratelli di Dio, 3, Corsico","via fratelli di dio, 3, corsico"
,,,,1119,Night & Day,1.0,4.3,64.0,"Via Fratelli di Dio, 3, Corsico","via fratelli di dio, 3, corsico"
,,,,1120,I Professori della Pizza,,5.0,19.0,"Via Vittorio Veneto, 4, Corsico","via vittorio veneto, 4, corsico"
,,,,1121,Pizzeria corsico,,4.7,3.0,"Via Monte Sabotino, 5, Corsico","via monte sabotino, 5, corsico"
,,,,1127,Paninoteca Panini Toast,,4.0,3.0,"Viale della Resistenza, 36, Corsico","viale della resistenza, 36, corsico"
,,,,1128,Pizza Ok,,3.8,19.0,"Viale della Resistenza, 8, Corsico","viale della resistenza, 8, corsico"
,,,,1129,Jindu Di Liu Yine,,2.0,4.0,"Piazza Fratelli Cervi, 3, Corsico","piazza fratelli cervi, 3, corsico"
,,,,1138,La Villetta,2.0,4.0,615.0,"Via Vigevanese, 1, Corsico","via vigevanese, 1, corsico"
,,,,1139,Pizzeria Il Ciclone,,3.6,66.0,"Via Luigi Salma, 31, Corsico","via luigi salma, 31, corsico"
,,,,1144,Pizzeria SAN GIORGIO Asporto & Kebab Corsico,,4.1,90.0,"Via Ugo Foscolo, 50, Corsico","via ugo foscolo, 50, corsico"
,,,,1148,Happy hour Corsico - Bar Sport Tabacchi,,4.2,36.0,"Via G. Galilei, 1, Corsico","via g. galilei, 1, corsico"
,,,,1152,Happy Burger,1.0,4.7,122.0,"Via Ugo Foscolo, 8, Corsico","via ugo foscolo, 8, corsico"
,,,,1153,Pizzeria Kebab Santa Lucia,1.0,3.6,42.0,"Via Ugo Foscolo, 8, Corsico","via ugo foscolo, 8, corsico"
,,,,1159,Bar Ristorante DA ORI Milano,,4.6,138.0,"Via G. Galilei, 35, Corsico","via g. galilei, 35, corsico"
,,,,1169,La Corte Della Risaia Ristorante,2.0,3.9,396.0,"Via Bardolino, 30, Milano","via bardolino, 30, milano"
,,,,1178,Pizzeria dell'Arte,,2.2,5.0,"Via della Chiesa Rossa, 87, Milano","via della chiesa rossa, 87, milano"
,,,,1181,El Sitio,,5.0,1.0,Italy,italy
,,,,1187,Pizzeria Nord & Sud,,4.1,63.0,"Via della Chiesa Rossa, 73, Milano","via della chiesa rossa, 73, milano"
,,,,1189,Cose Nostre,2.0,4.4,2450.0,"Via della Chiesa Rossa, 71, Milano","via della chiesa rossa, 71, milano"
,,,,1194,San Tommaso,2.0,3.6,43.0,"Via della Chiesa Rossa, 69, Milano","via della chiesa rossa, 69, milano"
,,,,1201,Ape CoseNostre,,5.0,1.0,"Via dei Missaglia, 2-8, Milano","via dei missaglia, 2-8, milano"
,,,,1205,Yankee Burger,,5.0,1.0,"Via Ulisse Dini, 9, Milano","via ulisse dini, 9, milano"
,,,,1210,Pizzeria Trattoria Oscar,1.0,4.2,105.0,"Via Giuseppe Ripamonti, 244, Milano","via giuseppe ripamonti, 244, milano"
,,,,1212,Pane e... Delizie,2.0,4.5,156.0,"Via Val di Sole, 21, Milano","via val di sole, 21, milano"
,,,,1213,La bottega della pizza,,4.7,150.0,"Via Giuseppe Ripamonti, 218, Milano","via giuseppe ripamonti, 218, milano"
,,,,1214,pizzeria ilcoccodrillo,1.0,3.9,130.0,"Via dei Guarneri, 11, Milano","via dei guarneri, 11, milano"
,,,,1222,Ai Due Orsi,2.0,4.4,923.0,"Via Privata Fidenza, 1, Milano","via privata fidenza, 1, milano"
,,,,1223,Locanda 2 orsi,,5.0,3.0,"Via Privata Fidenza, 4, Milano","via privata fidenza, 4, milano"
,,,,1243,4420 Simple Street Food,,5.0,1.0,"Via Giuseppe Impastato, Milano","via giuseppe impastato, milano"
,,,,1258,Nizza 2,1.0,4.1,657.0,"Via Angelo Moro, 31, San Donato Milanese","via angelo moro, 31, san donato milanese"
,,,,1268,Atlantic Bar,2.0,3.6,151.0,"Viale, Via dell'Industria, 4, Corsico","viale, via dell'industria, 4, corsico"
,,,,1270,Kebap,1.0,4.3,454.0,"Via Benedetto Croce, 2, Cesano Boscone","via benedetto croce, 2, cesano boscone"
,,,,1288,Il Buongusto,,3.4,8.0,"Via XXV Aprile, 4, Corsico","via xxv aprile, 4, corsico"
,,,,1289,Ristorante Pizzeria Il Mago,,,,"Via XXV Aprile, 4, Corsico","via xxv aprile, 4, corsico"
,,,,1293,La Regina,,,,"Via Giuseppe Garibaldi, 44, Corsico","via giuseppe garibaldi, 44, corsico"
,,,,1294,Y3s Yromb,,,,"Via Roma, 24, Corsico","via roma, 24, corsico"
,,,,1298,İstanbul Ayasofia Pizza-Kebab,,4.3,23.0,"Via Camillo Benso Cavour, 84, Corsico","via camillo benso cavour, 84, corsico"
,,,,1300,PANCAFE di Cavaleri Giancarlo - Corsico,2.0,4.2,511.0,"Via Camillo Benso Cavour, 18, Corsico","via camillo benso cavour, 18, corsico"
,,,,1310,Da Zio Peppe,,,,"Via Giovanni Pascoli, 15, Corsico","via giovanni pascoli, 15, corsico"
,,,,1312,Gelateria Cuore,2.0,4.3,322.0,"Via Camillo Benso Cavour, 10, Corsico","via camillo benso cavour, 10, corsico"
,,,,1321,yhaxi🤍,,,,"Via delle Rose, 8, Corsico","via delle rose, 8, corsico"
,,,,1323,Nuova Margellina,1.0,4.2,317.0,"Via Fratelli Kennedy, 16, Corsico","via fratelli kennedy, 16, corsico"
,,,,1324,Pizzeria Via Parini,,5.0,11.0,"Via Giuseppe Parini, 44, Corsico","via giuseppe parini, 44, corsico"
,,,,1325,INDIANO,,,,"Via Vincenzo Monti, 52, Corsico","via vincenzo monti, 52, corsico"
,,,,1326,Ristorante Oriente,1.0,4.3,226.0,"Via dei Lavoratori, 51, Corsico","via dei lavoratori, 51, corsico"
,,,,1328,Curò Pizzeria di Quartiere,,4.7,38.0,"Piazza della libertà, 3, Corsico","piazza della libertà, 3, corsico"
,,,,1331,Primavera2,,3.6,18.0,"Via Petrarca, 10, Buccinasco","via petrarca, 10, buccinasco"
,,,,1332,L'isola Felice,,4.0,6.0,"Via Petrarca, 10, Buccinasco","via petrarca, 10, buccinasco"
,,,,1333,Al Solito Posto,,4.0,22.0,"Via Petrarca, 10, Buccinasco","via petrarca, 10, buccinasco"
,,,,1336,Hu Yunju,,,,"Largo Don Giovanni Minzoni, 4, Corsico","largo don giovanni minzoni, 4, corsico"
,,,,1341,ICE GUY Gelateria Artigianale,2.0,4.0,69.0,"Via degli Alpini, 48/B, Buccinasco","via degli alpini, 48/b, buccinasco"
,,,,1346,Gsd Pianeta Verde,1.0,4.0,603.0,"Via Buccinasco, 45, Milano","via buccinasco, 45, milano"
,,,,1357,Ò-ste | Birreria e taverna con cucina,,4.6,12.0,"Via della Chiesa Rossa, 53, Milano","via della chiesa rossa, 53, milano"
,,,,1358,L'Isola della Pizza,2.0,4.2,784.0,"Via della Chiesa Rossa, 47, Milano","via della chiesa rossa, 47, milano"
,,,,1365,Maison Milano,2.0,4.0,1274.0,"Via Lodovico Montegani, 68, Milano","via lodovico montegani, 68, milano"
,,,,1367,Mediterraneo,,3.2,169.0,"Via Medeghino, 39, Milano","via medeghino, 39, milano"
,,,,1368,Macchupisco,,4.0,470.0,"Via Medeghino, 34, Milano","via medeghino, 34, milano"
,,,,1369,Ristorante Villa,1.0,4.1,86.0,"Via Lodovico Montegani, 64, Milano","via lodovico montegani, 64, milano"
,,,,1371,Antico Forno Panificio,,4.0,1.0,"Via Ulisse Dini, 6-8, Milano","via ulisse dini, 6-8, milano"
,,,,1377,Alaa,,,,"Via Medeghino, 15, Milano","via medeghino, 15, milano"
,,,,1378,L'Orizzonte 2 Di Audino Nicola,,,,"Via Medeghino, 15, Milano","via medeghino, 15, milano"
,,,,1385,Felice,,4.2,54.0,"Via Medeghino, 4, Milano","via medeghino, 4, milano"
,,,,1386,Lo Stacco,2.0,3.9,881.0,"Via Noto, 8, Milano","via noto, 8, milano"
,,,,1388,Spq,2.0,4.2,797.0,"Via Giuseppe Ripamonti, 204, Milano","via giuseppe ripamonti, 204, milano"
,,,,1392,Crostone.it,,5.0,11.0,"Via Giuseppe Ripamonti, 190, Milano","via giuseppe ripamonti, 190, milano"
,,,,1398,Osteria di Rogoredo,,4.1,51.0,"Via Monte Palombino, 2, Milano","via monte palombino, 2, milano"
,,,,1399,Pizzeria Stella di Rogoredo,,3.9,194.0,"Via Monte Palombino, 2, Milano","via monte palombino, 2, milano"
,,,,1400,MEI,,,,"Via Rogoredo, 21/scala g, Milano","via rogoredo, 21/scala g, milano"
,,,,1401,Kappa's Cafe',,4.5,21.0,"Via Monte Palombino, 7, Milano","via monte palombino, 7, milano"
,,,,1404,Pizzeria da Omar,1.0,4.5,141.0,"Via Monte Popera, 8, Milano","via monte popera, 8, milano"
,,,,1405,Napoli.it,,4.0,15.0,"Via Freiköfel, 15, Milano","via freiköfel, 15, milano"
,,,,1419,Kick Off Srl,,3.8,584.0,"Via XXV Aprile, 16, San Donato Milanese","via xxv aprile, 16, san donato milanese"
,,,,1421,Trip Restaurant & Cocktail Bar,,4.7,47.0,"Via Angelo Moro, 93, San Donato Milanese","via angelo moro, 93, san donato milanese"
,,,,1422,La Vineria Del Vin Bon,,4.8,80.0,"Via Angelo Moro, 59, San Donato Milanese","via angelo moro, 59, san donato milanese"
,,,,1423,I sapori de Milan,,4.2,5.0,"Via Milano, 2, San Donato Milanese","via milano, 2, san donato milanese"
,,,,1430,Ristorante Il Piccolo Paradiso,1.0,4.1,85.0,"Via Filippo Turati, 42, Cesano Boscone","via filippo turati, 42, cesano boscone"
,,,,1432,Pizzeria Kebab A Domicilio,,,,"Via Filippo Turati, 42, Cesano Boscone","via filippo turati, 42, cesano boscone"
,,,,1433,Ristorante Pizzeria Santander,1.0,3.4,66.0,"Via Filippo Turati, 18, Cesano Boscone","via filippo turati, 18, cesano boscone"
,,,,1435,"Centro Anziani Spighe D'oro , Cesano Boscone",1.0,4.4,22.0,"Via Don Luigi Sturzo, 8, Cesano Boscone","via don luigi sturzo, 8, cesano boscone"
,,,,1442,I love poke cesano boscone,,4.1,33.0,"Via Benedetto Croce, 2, Cesano Boscone","via benedetto croce, 2, cesano boscone"
,,,,1443,La Piadineria,1.0,3.9,281.0,"Via Benedetto Croce, 12, Cesano Boscone","via benedetto croce, 12, cesano boscone"
,,,,1444,McDonald's,1.0,3.7,825.0,"Via Don Luigi Sturzo, Cesano Boscone","via don luigi sturzo, cesano boscone"
,,,,1445,Spontini,1.0,3.4,318.0,"Via Don Luigi Sturzo, 1, Cesano Boscone","via don luigi sturzo, 1, cesano boscone"
,,,,1446,Spiedonny,,,,"Via Benedetto Croce, 2, Cesano Boscone","via benedetto croce, 2, cesano boscone"
,,,,1447,Old Wild West,2.0,3.9,805.0,"o CC Porte di Milano, Via Don Luigi Sturzo, 1 c, Cesano Boscone","o cc porte di milano, via don luigi sturzo, 1 c, cesano boscone"
,,,,1449,KFC,1.0,3.7,515.0,"Via Benedetto Croce, 2, Cesano Boscone","via benedetto croce, 2, cesano boscone"
,,,,1450,WeLove Puro,,3.8,6.0,Cesano Boscone,cesano boscone
,,,,1454,Roadhouse Restaurant,2.0,3.7,2758.0,"Viale Italia, 53, Corsico","viale italia, 53, corsico"
,,,,1456,Self-Service Talete Di Brazzale Monica & C.,,4.3,28.0,"Via Privata Talete, 1, Corsico","via privata talete, 1, corsico"
,,,,1458,Sabor Catalán,2.0,4.3,748.0,"Via Antonio Gramsci, 11, Corsico","via antonio gramsci, 11, corsico"
,,,,1459,Biet Restaurant,,4.4,89.0,"Via Alzaia Trieste, 9, Corsico","via alzaia trieste, 9, corsico"
,,,,1460,Ristorante Good,2.0,4.0,618.0,"Via Vittorio Emanuele II, 28, Corsico","via vittorio emanuele ii, 28, corsico"
,,,,1462,Ristorante Antica Posta,2.0,4.2,1526.0,"Via Vittorio Emanuele II, 27, Corsico","via vittorio emanuele ii, 27, corsico"
,,,,1463,Prosciutteria dello Gnocco Fritto,2.0,4.1,583.0,"Via Leopoldo Bozzi, 9, Corsico","via leopoldo bozzi, 9, corsico"
,,,,1464,Il Grappolo,2.0,4.3,323.0,"Via Vittorio Emanuele II, 24/25, Corsico","via vittorio emanuele ii, 24/25, corsico"
,,,,1467,Openshop24 Snack Bevande Panini,,,,Italy,italy
,,,,1468,Il Vicolo Ristorante,,4.0,1.0,"Via Vittorio Emanuele II, 27, Corsico","via vittorio emanuele ii, 27, corsico"
,,,,1469,LA BOTTEGA DEI SAPORI D’ITALIA - Giuseppe & Marco,2.0,4.4,231.0,"Via Camillo Benso Conte di Cavour, 6, Corsico","via camillo benso conte di cavour, 6, corsico"
,,,,1470,Cairo Pizza Corsico,1.0,4.2,239.0,"Via Vittorio Emanuele II, 29, Corsico","via vittorio emanuele ii, 29, corsico"
,,,,1471,La Coccinella,,4.5,619.0,"Via Giacomo Matteotti, 6, Corsico","via giacomo matteotti, 6, corsico"
,,,,1472,Hu Wen Die,1.0,3.9,94.0,"Via Alzaia Trieste, 2, Corsico","via alzaia trieste, 2, corsico"
,,,,1474,Ristorante Sakura,,3.8,181.0,"Via Alzaia Trieste, 2, Corsico","via alzaia trieste, 2, corsico"
,,,,1476,Lo sfiZIO Corsico,,4.8,32.0,"Via Leopoldo Bozzi, 5, Corsico","via leopoldo bozzi, 5, corsico"
,,,,1477,"Renzini ""Alta Norcineria""",2.0,4.4,166.0,"Via Camillo Benso Cavour, 9, Corsico","via camillo benso cavour, 9, corsico"
,,,,1478,Ristorante Cinese,,3.0,1.0,"Via Alzaia Trieste, Corsico","via alzaia trieste, corsico"
,,,,1479,Golosità Ventura,,,,"Via Leopoldo Bozzi, 11, Corsico","via leopoldo bozzi, 11, corsico"
